canonicity_score_rank;canonicity_score_scaled;GND;GND_name;GND_birth;GND_death;GND_occupation;rausschmeißen? (AH);rausschmeißen? (MK);Konsens (JE);;;;;;;;;;;;;;;
4563;4;116253479;Bornstedt, Louise von;1807.0;1870.0;Schriftstellerin + Schriftstellerin;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4564;4;120596954;Wolf, Arnoldine Charlotte Henriette;1769.0;1820.0;Schriftstellerin + Lyrikerin;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4565;4;119107252;Blüthgen, Victor;1844.0;1920.0;Schriftsteller + Drehbuchautor + Lyriker;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4565;4;1243890975;Luschnat, David;1895.0;1984.0;Schriftsteller + Lyriker + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4565;4;118762710;Schussen, Wilhelm;1874.0;1956.0;Schriftsteller + Lehrer;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4568;4;106737007;Müller, Artur;1909.0;1987.0;Schriftsteller + Dramatiker + Regisseur + Dramatiker + Dramaturg;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4569;4;104318112;Pfenninger, Johann Konrad;1747.0;1792.0;Pfarrer + Evangelischer Theologe + Kirchenlieddichter;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4569;4;118553844;Hoven, Friedrich Wilhelm von;1759.0;1838.0;Arzt + Hochschullehrer + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4571;4;116141395;Kerndörffer, Heinrich August;1769.0;1846.0;Schriftsteller + Philosoph;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4571;4;119436299;Staub, Herta;1908.0;1996.0;Lyrikerin + Journalistin + Schriftstellerin;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4571;4;118625101;Uhlich, Adam Gottfried;1720.0;1753.0;Schauspieler + Schriftsteller + Übersetzer;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4574;4;116661003;Magenau, Rudolf Friedrich Heinrich;1767.0;1846.0;Pfarrer + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4574;4;123629888;Nelissen-Haken, Bruno;1901.0;1975.0;Schriftsteller + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4576;4;124988784;Trebitsch, Arthur;1880.0;1927.0;Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4576;4;119285495;Schieber, Anna;1867.0;1945.0;Schriftstellerin;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4578;4;115438971;Koziol, Andreas;1957.0;2023.0;Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4579;4;116403128;Reicke, Georg;1863.0;1923.0;Schriftsteller + Schriftsteller + Dramatiker;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4579;4;132190214;Kratzmann, Ernst;1889.0;1950.0;Schriftsteller + Botaniker + Psychologe;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4579;4;117022462;Nissel, Franz;1831.0;1893.0;Schriftsteller + Dramatiker + Dramatiker;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4579;4;12421925X;Kaeser, Hildegard Johanna;1904.0;1965.0;Übersetzerin + Schriftstellerin + Journalistin + Publizistin;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4579;4;116721928;Langewiesche, Marianne;1908.0;1979.0;Schriftstellerin + Journalistin + Schriftstellerin;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4579;4;118508946;Ben Gavriʾel, Mosheh Yaʿaḳov;1891.0;1965.0;Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4579;4;117172782;Buri, Christian Karl Ernst Wilhelm;1758.0;1816.0;Regierungsrat + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4586;4;1067104291;Hansen, Dörte;1964.0;;Linguistin + Journalistin + Redakteurin + Schriftstellerin;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4587;4;11689069X;Leixner von Grünberg, Otto;1847.0;1907.0;Schriftsteller + Historiker + Journalist + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4588;4;116054522;Dehmel, Paula;1862.0;1918.0;Schriftstellerin + Kinderbuchautorin + Lyrikerin + Librettistin;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4589;4;122476670;Droege, Heinrich;1933.0;;Gewerkschaftsmitglied + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4589;4;118638491;Cordan, Wolfgang;1909.0;1966.0;Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4591;4;104295120;Bornschein, Johann Ernst Daniel;1774.0;1838.0;Schriftsteller + Romancier + Dramatiker + Buchhändler + Kunsthändler + Lehrer + Verleger + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4591;4;119509865;Wittlinger, Karl;1922.0;1994.0;Drehbuchautor + Regisseur + Schauspieler + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4591;4;107523302;Knorr-Anders, Esther;1931.0;;Journalistin + Literaturkritikerin + Schriftstellerin;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4591;4;122769074;Dinkelmann, Fritz H.;1950.0;;Schriftsteller + Journalist + Theaterregisseur + Schauspieler + Fremdsprachenkorrespondent;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4591;4;116034637;Dauthendey, Elisabeth;1854.0;1943.0;Schriftstellerin + Privatlehrerin;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4591;4;1157620337;Kuranda, Ignaz;1812.0;1884.0;Publizist + Redakteur + Schriftsteller + Politiker + Dramatiker;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4597;4;126581827;Marton, Jenö;1905.0;1958.0;Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4597;4;116155140;Beste, Konrad;1890.0;1958.0;Schriftsteller + Drehbuchautor + Dramatiker + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4597;4;100846459;Martini, Christian L.;1727.0;1801.0;Schauspieler + Dramatiker + Schauspieler + Dramatiker;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4600;4;117254975;Telmann, Konrad;1854.0;1897.0;Jurist + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4601;4;116264624;Pollatschek, Walther;1901.0;1975.0;Journalist + Philologe + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4601;4;123555337;Calé, Walter;1881.0;1904.0;Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4601;4;116920815;Hoche, Karl;1936.0;;Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4604;4;116204079;Blomberg, Alexander von;1788.0;1813.0;Schriftsteller + Lyriker + Dramatiker + Offizier + Dramatiker + Freiherr;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4605;3;123236703;Leky, Mariana;1973.0;;Schriftstellerin + Buchhändlerin;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4606;3;106152505;Kupsch, Joachim;1926.0;2006.0;Schriftsteller + Drehbuchautor + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4606;3;100820557;Bornemann, Johann Wilhelm Jacob;1767.0;1851.0;Schriftsteller + Sänger;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4606;3;1023873885;Gelbcke, Ferdinand Adolf;1812.0;1892.0;Übersetzer + Librettist + Komponist + Schriftsteller + Gesangslehrer + Dramatiker;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4609;3;118793284;Presber, Rudolf;1868.0;1935.0;Schriftsteller + Philologe + Drehbuchautor + Dramatiker + Herausgeber + Dramatiker;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4610;3;130068292;Altmann, René;1929.0;1978.0;Schriftsteller + Lyriker;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4611;3;116163496;Biedermann, Flodoard von;1858.0;1934.0;Buchhändler + Literarhistoriker + Verleger + Germanist + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4611;3;116205989;Blüthgen, Clara;1856.0;1934.0;Schriftstellerin + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4613;3;117330876;Schlüter, Herbert;1906.0;2004.0;Schriftsteller + Übersetzer;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4614;3;119115441;Lachmann, Hedwig;1865.0;1918.0;Schriftstellerin + Übersetzerin + Lyrikerin + Erzieherin + Schriftstellerin;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4615;3;118783483;Messenhauser, Wenzel;1811.0;1848.0;Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4615;3;118688952;Gabelentz, Georg von der;1868.0;1940.0;Schriftsteller + Offizier;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4617;3;106500635;Magiera, Kurtmartin;1928.0;1975.0;Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4617;3;1037950801;Reichwald, Fred;1921.0;1963.0;Schriftsteller + Dramatiker + Landarbeiter + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4617;3;117482307;Speckmann, Diedrich;1872.0;1938.0;Pfarrer + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4617;3;116656476;Mähl, Albert;1893.0;1970.0;Schriftsteller + Journalist + Lehrer + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4617;3;116597305;Rohde, Hedwig;1908.0;1990.0;Schriftstellerin + Publizistin;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4622;3;118543253;Günther, Herbert;1906.0;1978.0;Schriftsteller + Lyriker + Herausgeber + Librettist + Theaterwissenschaft;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4623;3;11715119X;Löhndorff, Ernst Friedrich;1899.0;1976.0;Schriftsteller + Seefahrer;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4624;3;136679013;Meier, Angelika;1968.0;;Schriftstellerin + Literaturwissenschaftlerin + Publizistin;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4625;3;119259869;Schröder, Karl;1884.0;1950.0;Schriftsteller + Politiker;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4626;3;136573746;Oehring, Richard;1891.0;1940.0;Schriftsteller + Journalist + Wirtschaftsjournalist + Aktivist + Wirtschaftswissenschaftler + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4626;3;117313165;Streckfuß, Karl;1778.0;1844.0;Schriftsteller + Übersetzer + Jurist + Verwaltungsjurist;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4628;3;136566375;Angel, Ernst;1894.0;1986.0;Verleger + Schriftsteller + Kritiker + Psychologe + Filmregisseur + Filmkritiker + Theaterkritiker + Schriftsteller + Psychoanalytiker + Drehbuchautor + Regisseur;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4629;3;116573627;Rittershaus, Emil;1834.0;1897.0;Schriftsteller + Lyriker + Kaufmann + Freimaurer + Librettist;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4630;3;116841753;Matthießen, Wilhelm;1891.0;1966.0;Schriftsteller + Volkskundler + Medizinhistoriker;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4631;3;116689234;Costenoble, Carl Ludwig;1769.0;1837.0;Schauspieler + Regisseur + Schriftsteller + Regisseur + Schauspieler + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4631;3;124983677;Ebermeier, Johann;1598.0;1666.0;Pfarrer + Schriftsteller + Superintendent;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4631;3;100818846;Buchka, Johann Simon;1705.0;1752.0;Evangelischer Theologe + Schriftsteller + Kirchenlieddichter + Pfarrer + Gymnasiallehrer;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4634;3;116494336;Geib, August;1842.0;1879.0;Politiker + Abgeordneter + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4634;3;116873655;Funk, Gottfried Benedikt;1734.0;1814.0;Pädagoge + Gymnasiallehrer + Rektor + Konsistorialrat + Kirchenlieddichter;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4636;3;118664727;Bütow, Hans;1900.0;1991.0;Schriftsteller + Buchhändler + Redakteur + Übersetzer + Journalist;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4636;3;100800785;Griesinger, Theodor;1809.0;1884.0;Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4636;3;117418528;Sittenberger, Hans;1863.0;1943.0;Schriftsteller + Theaterkritiker + Schriftsteller + Literaturwissenschaftler;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4636;3;12119342X;Hofé, Günter;1914.0;1988.0;Schriftsteller + Drehbuchautor;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4636;3;116078871;Perfall, Karl von;1851.0;1924.0;Schriftsteller + Kunstkritiker + Redakteur + Schriftsteller + Kritiker + Redakteur;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4636;3;11742482X;Skowronnek, Richard;1862.0;1932.0;Schriftsteller + Journalist + Dramaturg + Dramatiker + Schriftsteller + Journalist + Schriftsteller + Dramaturg;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4642;3;119334925;Hattingberg, Magda von;1883.0;1959.0;Schriftstellerin + Pianistin + Musikschriftstellerin;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4642;3;1015540678;Krien, Daniela;1975.0;;Schriftstellerin + Schriftstellerin + Drehbuchautorin;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4642;3;117389102;Wulffen, Erich;1862.0;1936.0;Jurist + Ministerialdirektor + Politiker + Schriftsteller + Drehbuchautor + Kriminologe;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4645;3;117195421;Stadion, Emerich von;1838.0;1901.0;Schriftsteller + Offizier + Dramatiker;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4646;3;116648910;Forbes-Mosse, Irene;1864.0;1946.0;Schriftstellerin;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4647;3;119359855;Wyss, Johann David;1743.0;1818.0;Schriftsteller + Pfarrer;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4648;3;109051270;Glaubrecht, Otto;1807.0;1859.0;Pfarrer + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4648;3;117128279;Jirgal, Ernst;1905.0;1956.0;Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4648;3;118817426;Heydt, Karl von der;1858.0;1922.0;Bankier + Schriftsteller + Dramatiker;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4651;3;13951516X;Goll, Ernst;1887.0;1912.0;Schriftsteller + Lyriker;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4652;3;118697854;Grisebach, Eduard;1845.0;1906.0;Jurist + Schriftsteller + Diplomat + Bibliophiler;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4652;3;116051965;Passarge, Ludwig;1825.0;1912.0;Jurist + Literarhistoriker + Übersetzer + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4654;3;115440089;Jonas-Lichtenwallner, Johanna;1914.0;2002.0;Schriftstellerin + Arrangeurin;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4654;3;134223934;Seeger, Bernhard;1927.0;1999.0;Romancier + Fernsehschaffender + Reporter + Erzähler + Schriftsteller + Drehbuchautor;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4654;3;116178728;Donner, Johann Jacob Christian;1799.0;1875.0;Philologe + Gymnasiallehrer + Librettist + Übersetzer;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4654;3;104127406;Seiffart, Daniel;1661.0;1706.0;Pfarrer + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4658;3;118610902;Schroeter, Werner;1945.0;2010.0;Filmproduzent + Filmregisseur + Regisseur + Drehbuchautor + Filmeditor + Schauspieler + Regisseur;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4658;3;1022083848;Kraus, Dagmara;1981.0;;Schriftstellerin + Übersetzerin + Lyrikerin;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4660;3;122057430;Harries, Heinrich;1762.0;1802.0;Theologe + Schriftsteller + Übersetzer + Librettist;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4660;3;116764031;Salingré, Hermann;1833.0;1879.0;Schriftsteller + Dramatiker + Journalist + Dramatiker;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4662;3;129477346;Meyer, Johann Heinrich Christian;1741.0;1783.0;Satiriker + Publizist + Leutnant;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4662;3;118731785;Matsubara, Hisako;1935.0;;Schriftstellerin;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4664;3;137655983;Tröbst, Christian Gottlob;1811.0;1888.0;Gymnasiallehrer + Schulleiter + Schriftsteller + Publizist + Prediger + Übersetzer;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4665;3;100157947;Hammerdörfer, Karl;1758.0;1794.0;Übersetzer + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4665;3;106657917;Mikeleitis, Edith;1905.0;1964.0;Schriftstellerin;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4665;3;116443391;Renker, Armin;1891.0;1961.0;Publizist + Schriftsteller + Kaufmann + Unternehmer + Politiker + Bibliophiler;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4665;3;118797379;Simpson, William von;1881.0;1945.0;Reiseschriftsteller + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4665;3;137053096;Assig, Hans von;1650.0;1694.0;Marineoffizier + Jurist + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4665;3;116301473;Kösting, Karl;1842.0;1907.0;Schriftsteller + Dramatiker + Dramatiker;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4671;3;116331291;Konjetzky, Klaus;1943.0;2019.0;Schriftsteller + Herausgeber + Musikjournalist;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4671;3;116961805;Hollaender, Felix;1867.0;1931.0;Schriftsteller + Theaterdirektor + Redakteur + Theaterkritiker + Regisseur + Dramaturg + Regisseur + Schriftsteller + Theaterkritiker + Dramaturg;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4671;3;116569549;Eschstruth, Nataly von;1860.0;1939.0;Schriftstellerin + Schriftstellerin;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4674;3;118652931;Bartsch, Rudolf Hans;1873.0;1952.0;Schriftsteller + Oberleutnant + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4675;3;100428428;Borkenstein, Hinrich;1705.0;1777.0;Schriftsteller + Dramatiker + Buchhalter + Dramatiker;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4675;3;116633301;Ginkel, Emil;1893.0;1959.0;Schriftsteller + Lyriker;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4675;3;138623147;Thomsen, Johann Hinrich;1749.0;1777.0;Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4675;3;118170627;Berger, Friedemann;1940.0;2009.0;Schriftsteller + Lektor <Verlag> + Erzähler + Lyriker;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4679;3;143777432;Thomae, Jackie;1972.0;;Journalistin + Autorin + Übersetzerin;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4679;3;1013609662;Seel, Daniela;1974.0;;Verlegerin + Schriftstellerin + Lyrikerin + Übersetzerin + Herausgeberin;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4681;3;118886576;Rollett, Hermann;1819.0;1904.0;Schriftsteller + Schulrat + Archivar;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4682;3;116377208;Auerbach, Alfred;1873.0;1954.0;Schauspieler + Dramatiker + Schriftsteller + Theaterpädagoge + Schauspieler;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4682;3;116477989;Endrikat, Fred;1890.0;1942.0;Schriftsteller + Kabarettist + Bergmann;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4684;3;12460272X;Kurz, Hermann;1880.0;1933.0;Schriftsteller + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4684;3;116551968;Brockes, Barthold Heinrich;1715.0;1780.0;Schriftsteller + Maler + Legationsrat;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4686;3;11547546X;Runge, Doris;1943.0;;Lyrikerin + Dozentin;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4687;3;117159271;Ostini, Fritz von;1861.0;1927.0;Journalist + Schriftsteller + Literaturkritiker + Kunstkritiker + Redakteur + Schriftsteller + Redakteur;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4687;3;116378921;Hagen, Henriette Ernestine Christiane von;1760.0;1794.0;Schriftstellerin;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4689;3;118603221;Rothe, Hans;1894.0;1977.0;Übersetzer + Regisseur + Dramaturg + Drehbuchautor + Schauspieler + Regisseur + Schriftsteller + Dramatiker;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4690;3;115366482;Wilkau, Christoph;1598.0;1647.0;Schriftsteller + Archivar + Liederdichter + Lyriker + Notar + Pädagoge;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4690;3;116920289;Guggenheim, Werner Johannes;1895.0;1946.0;Schriftsteller + Dramaturg + Übersetzer + Dramatiker + Redakteur;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4690;3;1225359783;Schall, Carl;1780.0;1833.0;Schriftsteller + Kritiker + Journalist + Dramatiker;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4693;3;116807334;Sarnetzki, Detmar Heinrich;1878.0;1961.0;Schriftsteller + Literaturkritiker + Redakteur + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4693;3;111248167;Galen, Philipp;1813.0;1899.0;Schriftsteller + Arzt;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4693;3;132396998;Roelli, Hans;1889.0;1962.0;Schriftsteller + Komponist;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4693;3;132619733;Wetzel, Friedrich Wilhelm;1738.0;1801.0;Schriftsteller + Dramatiker + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4697;3;117686387;Rambach, Friedrich Eberhard;1767.0;1826.0;Klassischer Philologe + Schriftsteller + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4698;3;106300764X;Nolte, Jakob;1988.0;;Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4699;3;116946245;Lerbs, Karl;1893.0;1946.0;Schriftsteller + Übersetzer + Drehbuchautor + Redakteur + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4699;3;130288136;Keerl, Johann Heinrich;1759.0;1810.0;Jurist + Dramatiker + Herausgeber;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4699;3;116770171;Marggraff, Hermann;1809.0;1864.0;Schriftsteller + Literarhistoriker + Redakteur + Dramatiker;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4699;3;136566987;Hartmann, Walther Georg;1892.0;1970.0;Schriftsteller + Redakteur + Generalsekretär + Schriftführer;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4703;3;123628911;Chlumberg, Hans;1897.0;1930.0;Schriftsteller + Dramatiker + Stabsoffizier + Dramatiker;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4704;3;126905401;Santifaller, Maria Ditha;1904.0;1978.0;Kunsthistorikerin + Schriftstellerin + Journalistin;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4705;3;118891944;Neumann, Günter;1913.0;1972.0;Kabarettist + Komponist + Musiker + Liederdichter + Drehbuchautor + Regisseur + Komponist + Schriftsteller + Kabarettist;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4706;3;108979792;Arlati, Renato P.;1936.0;2005.0;Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4707;3;117069159;Nowak, Bruno;1901.0;1940.0;Schriftsteller + Germanist + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4708;3;116892447;Hilsbecher, Walter;1917.0;2015.0;Schriftsteller + Lyriker + Sprecher + Redakteur;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4708;3;1020480416;Hempel, Christian Gottlob;1748.0;1824.0;Dramatiker + Privatgelehrter + Dramatiker;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4710;3;115609067;Morton, Frederic;1924.0;2015.0;Journalist + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4711;3;1244000671;Blaas, Erna;1895.0;1990.0;Schriftstellerin + Lyrikerin + Pädagogin + Lehrerin;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4712;3;127664718;Huppelsberg, Ernst Joachim;1907.0;1988.0;Übersetzer + Essayist + Lyriker;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4712;3;118815598;Pfeiffer-Belli, Erich;1901.0;1989.0;Schriftsteller + Journalist + Redakteur + Kritiker + Schriftsteller + Kritiker;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4712;3;117451746;Trog, Hans;1864.0;1928.0;Schriftsteller + Redakteur + Theaterkritiker + Kunstkritiker + Redakteur + Theaterkritiker;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4715;3;117685208;Pfranger, Johann Georg;1745.0;1790.0;Pfarrer + Hofprediger + Schriftsteller + Kirchenlieddichter + Schriftsteller + Prediger;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4716;3;10738468X;Gerold, Karl;1906.0;1973.0;Journalist + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4717;3;101243715;Babst, Diederich Georg;1741.0;1800.0;Jurist + Notar + Schriftsteller + Mundartschriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
4717;3;118701916;Harych, Theo;1903.0;1958.0;Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
