canonicity_score_rank;canonicity_score_scaled;GND;GND_name;GND_birth;GND_death;GND_occupation;rausschmeißen? (AH);rausschmeißen? (MK);Konsens (JE);;;;;;;;;;;;;;;
134;51;123120802;Zeh, Juli;1974.0;;Schriftstellerin + Richterin + Juristin + Schriftstellerin;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
135;51;118597914;Raimund, Ferdinand;1790.0;1836.0;Schauspieler + Dramatiker + Schriftsteller + Librettist + Regisseur + Theaterdirektor;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
136;50;11884556X;Gernhardt, Robert;1937.0;2006.0;Künstler + Lyriker + Sprecher + Herausgeber + Schriftsteller + Drehbuchautor + Regisseur + Karikaturist + Librettist;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
137;50;118501232;Aichinger, Ilse;1921.0;2016.0;Schriftstellerin + Schriftstellerin;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
138;50;118607960;Schlegel, August Wilhelm von;1767.0;1845.0;Schriftsteller + Theaterkritiker + Kritiker + Übersetzer + Philologe + Orientalist + Librettist + Hochschullehrer + Literaturwissenschaftler + Lyriker;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
139;48;118572628;Lichtenberg, Georg Christoph;1742.0;1799.0;Physiker + Mathematiker + Hochschullehrer + Astronom + Schriftsteller + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
140;48;118634674;Wolf, Friedrich;1888.0;1953.0;Schriftsteller + Dramatiker + Arzt + Publizist + Drehbuchautor + Librettist + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
141;48;118609475;Schnabel, Johann Gottfried;1692.0;;Schriftsteller + Journalist + Chirurg + Verleger;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
142;48;118515470;Brinkmann, Rolf Dieter;1940.0;1975.0;Schriftsteller + Übersetzer + Herausgeber;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
143;47;118554212;Huchel, Peter;1903.0;1981.0;Schriftsteller + Journalist + Kritiker + Librettist;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
144;47;118543202;Günderode, Karoline von;1780.0;1806.0;Schriftstellerin + Lyrikerin + Librettistin + Schriftstellerin;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
145;47;118559427;Kaiser, Georg;1878.0;1945.0;Schriftsteller + Schauspieler + Drehbuchautor + Librettist + Regisseur + Schauspieler + Dramatiker;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
146;47;118534416;Forster, Georg;1754.0;1794.0;Naturwissenschaftler + Ethnologe + Forschungsreisender + Reiseschriftsteller + Übersetzer + Geograf + Freimaurer + Revolutionär + Bibliothekar;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
147;47;118625063;Uhland, Ludwig;1787.0;1862.0;Schriftsteller + Literarhistoriker + Hochschullehrer + Librettist + Germanist + Jurist + Politiker + Abgeordneter + Lyriker;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
148;47;118547453;Hebel, Johann Peter;1760.0;1826.0;Schriftsteller + Evangelischer Theologe + Philologe + Pädagoge + Politiker + Prälat + Librettist;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
149;46;119071738;Klüger, Ruth;1931.0;2020.0;Philologin + Literaturwissenschaftlerin + Germanistin + Hochschullehrerin + Schriftstellerin;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
150;45;118534556;Fouqué, Friedrich de La Motte-;1777.0;1843.0;Schriftsteller + Dramatiker + Übersetzer + Librettist + Lyriker;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
151;45;119371391;Grünbein, Durs;1962.0;;Schriftsteller + Lyriker + Essayist + Übersetzer + Librettist;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
152;44;115812431;Kehlmann, Daniel;1975.0;;Schriftsteller + Librettist;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
153;44;118638289;Čechov, Anton Pavlovič;1860.0;1904.0;Schriftsteller + Arzt + Librettist + Dramatiker;FALSCH;WAHR;WAHR;;;;;;;;;;;;;;;
154;44;118840991;Hein, Christoph;1944.0;;Schriftsteller + Romancier + Erzähler + Dramatiker + Essayist + Librettist + Dramaturg;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
155;44;118533908;Fleming, Paul;1609.0;1640.0;Schriftsteller + Lyriker + Kirchenlieddichter + Arzt;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
156;44;118565877;Kracauer, Siegfried;1889.0;1966.0;Soziologe + Publizist + Architekt + Filmkritiker + Schriftsteller + Redakteur;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
157;44;118531905;Fallada, Hans;1893.0;1947.0;Schriftsteller + Journalist + Übersetzer + Rendant + Buchhalter + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
158;44;118568051;Kunert, Günter;1929.0;2019.0;Schriftsteller + Kunstsammler + Lyriker + Essayist + Drehbuchautor + Librettist + Kinderbuchautor + Maler + Zeichner + Schauspieler;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
159;43;118628097;Wackenroder, Wilhelm Heinrich;1773.0;1798.0;Schriftsteller + Jurist;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
160;43;118842269;Maron, Monika;1941.0;;Schriftstellerin + Journalistin;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
161;43;118603957;Rühmkorf, Peter;1929.0;2008.0;Schriftsteller + Lektor <Verlag> + Lyriker + Drehbuchautor;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
162;43;118956299;Ransmayr, Christoph;1954.0;;Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
163;42;118637452;Zweig, Arnold;1887.0;1968.0;Schriftsteller + Germanist + Philosoph + Psychologe + Dramatiker + Schriftsteller + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
164;42;118562487;Kirsch, Sarah;1935.0;2013.0;Lyrikerin + Malerin + Biologin + Librettistin + Schriftstellerin;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
165;42;11856949X;Langgässer, Elisabeth;1899.0;1950.0;Schriftstellerin + Librettistin;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
166;42;118706187;Hofmann von Hofmannswaldau, Christian;1616.0;1679.0;Schriftsteller + Librettist + Bürgermeister + Landeshauptmann + Diplomat;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
167;42;118627910;Voß, Johann Heinrich;1751.0;1826.0;Schriftsteller + Philologe + Übersetzer + Kritiker + Rektor + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
168;42;118829742;Becker, Jurek;1937.0;1997.0;Schriftsteller + Dissident + Drehbuchautor + Librettist;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
169;41;118546139;Harsdörffer, Georg Philipp;1607.0;1658.0;Schriftsteller + Ratsherr + Librettist + Philologe + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
170;41;118563319;Klinger, Friedrich Maximilian von;1752.0;1831.0;Schriftsteller + Dramatiker + Generalleutnant + Lyriker;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
171;41;118550772;Heyse, Paul;1830.0;1914.0;Schriftsteller + Librettist + Dramatiker + Übersetzer + Privatgelehrter + Lyriker;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
172;41;118544330;Hacks, Peter;1928.0;2003.0;Schriftsteller + Dramaturg + Lyriker + Dramatiker + Kinderbuchautor + Erzähler + Dramaturg + Übersetzer + Librettist + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
173;41;11855249X;Hoffmann, Heinrich;1809.0;1894.0;Schriftsteller + Arzt + Psychiater + Librettist;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
174;40;118510789;Biermann, Wolf;1936.0;;Musiker + Komponist + Lyriker + Librettist + Schauspieler + Sänger;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
175;40;118627813;Voltaire;1694.0;1778.0;Schriftsteller + Historiker + Philosoph + Lyriker;WAHR;WAHR;WAHR;;;;;;;;;;;;;;;
176;40;118510665;Bidermann, Jakob;1578.0;1639.0;Schriftsteller + Katholischer Theologe + Lehrer + Hochschullehrer + Theaterintendant + Dramatiker;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
177;40;118546619;Hasenclever, Walter;1890.0;1940.0;Schriftsteller + Lyriker + Dramatiker + Drehbuchautor + Schauspieler + Dramatiker;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
178;39;118550128;Herwegh, Georg;1817.0;1875.0;Schriftsteller + Lyriker + Übersetzer + Politiker + Revolutionär + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
179;39;11861598X;Spee, Friedrich von;1591.0;1635.0;Katholischer Theologe + Hochschullehrer + Ordenspriester + Kirchenlieddichter + Komponist + Autor;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
180;39;118535196;Freiligrath, Ferdinand;1810.0;1876.0;Lyriker + Übersetzer + Journalist + Revolutionär + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
181;39;11881169X;Morgenstern, Christian;1871.0;1914.0;Schriftsteller + Lyriker + Übersetzer + Dramaturg + Redakteur + Librettist + Dramatiker;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
182;39;118551736;Hochhuth, Rolf;1931.0;2020.0;Schriftsteller + Dramatiker + Lektor <Verlag> + Herausgeber + Dramatiker;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
183;38;118607871;Schlaf, Johannes;1862.0;1941.0;Schriftsteller + Dramatiker + Übersetzer + Librettist + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
184;37;118541978;Greiffenberg, Catharina Regina von;1633.0;1694.0;Schriftstellerin;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
185;37;118563491;Kluge, Alexander;1932.0;;Schriftsteller + Jurist + Regisseur + Drehbuchautor + Filmproduzent + Hochschullehrer + Schauspieler;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
186;37;118536672;Fühmann, Franz;1922.0;1984.0;Schriftsteller + Drehbuchautor;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
187;37;118517104;Bürger, Gottfried August;1747.0;1794.0;Schriftsteller + Schriftsteller + Übersetzer + Lyriker + Philologe + Jurist + Hochschullehrer + Freimaurer + Librettist + Schauspieler;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
188;37;118561359;Kempowski, Walter;1929.0;2007.0;Schriftsteller + Pädagoge + Lehrer + Archivar + Politischer Gefangener + Chronist;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
189;37;118604627;Sachs, Nelly;1891.0;1970.0;Schriftstellerin + Lyrikerin + Librettistin;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
190;37;11548048X;Beyer, Marcel;1965.0;;Schriftsteller + Übersetzer + Lyriker + Erzähler + Herausgeber;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
191;37;118637304;Zuckmayer, Carl;1896.0;1977.0;Schriftsteller + Drehbuchautor + Dramatiker + Dramatiker + Dramaturg;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
192;36;118512749;Börne, Ludwig;1786.0;1837.0;Schriftsteller + Publizist + Schriftsteller + Kritiker;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
193;36;11891118X;Pastior, Oskar;1927.0;2006.0;Schriftsteller + Übersetzer + Rundfunkredakteur + Zeichner + Lyriker + Librettist;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
194;36;11850939X;Bergengruen, Werner;1892.0;1964.0;Schriftsteller + Übersetzer + Musiker + Librettist + Sprecher;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
195;35;118542249;Grimm, Hans;1875.0;1959.0;Schriftsteller + Kaufmann + Publizist;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
196;35;118518658;Campe, Joachim Heinrich;1746.0;1818.0;Pädagoge + Verleger + Linguist + Theologe + Schriftsteller + Jurist;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
197;35;118554190;Huch, Ricarda;1864.0;1947.0;Schriftstellerin + Philosophin + Historikerin + Musikerin + Librettistin;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
198;35;118622072;Thoma, Ludwig;1867.0;1921.0;Schriftsteller + Redakteur + Rechtsanwalt + Schriftsteller + Satiriker + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
199;35;118541358;Graf, Oskar Maria;1894.0;1967.0;Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
200;35;118744690;Reuter, Christian;1665.0;1712.0;Schriftsteller + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
201;35;115701362;Röggla, Kathrin;1971.0;;Schriftstellerin + Dramatikerin;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
202;34;119000016;Kronauer, Brigitte;1940.0;2019.0;Schriftstellerin + Lehrerin;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
203;34;118512315;Bodmer, Johann Jakob;1698.0;1783.0;Schriftsteller + Philologe + Historiker + Literaturkritiker + Ratsherr + Übersetzer + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
204;34;118512161;Bobrowski, Johannes;1917.0;1965.0;Schriftsteller + Lyriker + Erzähler;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
205;34;118505955;Bahr, Hermann;1863.0;1934.0;Schriftsteller + Kritiker + Essayist + Literaturkritiker + Theaterkritiker + Lektor <Verlag> + Philologe + Journalist + Jurist + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
206;34;118604449;Saar, Ferdinand von;1833.0;1906.0;Schriftsteller + Offizier + Dramatiker;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
207;34;118506234;Ball, Hugo;1886.0;1927.0;Schriftsteller + Lyriker + Dramatiker + Schauspieler + Regisseur + Dramaturg;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
208;34;118595024;Plenzdorf, Ulrich;1934.0;2007.0;Schriftsteller + Übersetzer + Drehbuchautor + Dramatiker;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
209;34;118603817;Rückert, Friedrich;1788.0;1866.0;Orientalist + Hochschullehrer + Philologe + Schriftsteller + Librettist;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
210;34;119406586;Özdamar, Emine Sevgi;1946.0;;Schriftstellerin + Schauspielerin + Regisseurin + Schriftstellerin + Schauspielerin + Regisseurin;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
211;34;11854523X;Hamann, Johann Georg;1730.0;1788.0;Philosoph + Schriftsteller + Lutherischer Theologe + Kaufmann + Übersetzer + Selbstverleger;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
212;33;118587668;Nicolai, Friedrich;1733.0;1811.0;Schriftsteller + Komponist + Kritiker + Verleger + Musikverleger + Selbstverleger + Buchhändler + Schriftsteller + Verleger;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
213;33;107712423;Rost, Johann Leonhard;1688.0;1727.0;Mathematiker + Astronom + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
214;33;118594869;Platen, August, Graf von;1796.0;1835.0;Schriftsteller + Librettist + Dramatiker + Bibliothekar;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
215;33;118587331;Neumann, Robert;1897.0;1975.0;Schriftsteller + Lyriker + Dramatiker + Literaturkritiker + Drehbuchautor;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
216;33;118679236;Dehmel, Richard;1863.0;1920.0;Schriftsteller + Lyriker + Dramatiker + Komponist + Lyriker;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
217;33;118551019;Hildesheimer, Wolfgang;1916.0;1991.0;Schriftsteller + Dramatiker + Drehbuchautor + Übersetzer + Maler;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
218;32;118617958;Sternheim, Carl;1878.0;1942.0;Schriftsteller + Theaterkritiker + Dramatiker + Erzähler + Lyriker;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
219;32;118664123;Blumenberg, Hans;1920.0;1996.0;Philosoph + Hochschullehrer + Schriftsteller;WAHR;WAHR;WAHR;;;;;;;;;;;;;;;
220;32;118503111;Angelus, Silesius;1624.0;1677.0;Schriftsteller + Lyriker + Liederdichter + Librettist + Arzt;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
221;32;119501651;Goetz, Rainald;1954.0;;Schriftsteller + Psychologe + Historiker + Musiker + Librettist + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
222;32;118612301;Schwitters, Kurt;1887.0;1948.0;Schriftsteller + Maler + Grafiker + Musiker + Komponist;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
223;32;118535749;Friedrich II., Preußen, König;1712.0;1786.0;König + Philosoph + Komponist + Schriftsteller;WAHR;WAHR;WAHR;;;;;;;;;;;;;;;
224;32;118562312;Kipphardt, Heinar;1922.0;1982.0;Schriftsteller + Dramaturg + Arzt + Drehbuchautor + Regisseur + Dramatiker + Dramaturg;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
225;32;118538659;Gerhardt, Paul;1607.0;1676.0;Kirchenlieddichter + Pfarrer + Lutherischer Theologe + Schriftsteller + Komponist + Librettist + Lyriker;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
226;31;11894293X;Gstrein, Norbert;1961.0;;Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
227;31;11574326X;Arnold, Heinz Ludwig;1940.0;2011.0;Literaturwissenschaftler + Publizist + Herausgeber + Literaturkritiker + Regisseur + Schriftsteller;WAHR;WAHR;WAHR;;;;;;;;;;;;;;;
228;31;118630369;Weise, Christian;1642.0;1708.0;Pädagoge + Gymnasiallehrer + Rektor + Schriftsteller + Dramatiker + Librettist + Bibliothekar + Pädagoge + Dramatiker;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
229;31;118632361;Wiechert, Ernst;1887.0;1950.0;Schriftsteller + Librettist;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
230;31;118608045;Schleiermacher, Friedrich;1768.0;1834.0;Evangelischer Theologe + Pädagoge + Übersetzer + Philosoph + Hochschullehrer + Prediger + Schriftsteller;WAHR;WAHR;WAHR;;;;;;;;;;;;;;;
231;31;11857390X;Loest, Erich;1926.0;2013.0;Schriftsteller + Journalist + Drehbuchautor;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
232;31;118829211;Ausländer, Rose;1901.0;1988.0;Lyrikerin + Autorin + Librettistin;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
233;31;118525727;Dilthey, Wilhelm;1833.0;1911.0;Philosoph + Literarhistoriker + Hochschullehrer + Schriftsteller;WAHR;WAHR;WAHR;;;;;;;;;;;;;;;
234;31;11862721X;Vischer, Friedrich Theodor;1807.0;1887.0;Philosoph + Schriftsteller + Theologe + Abgeordneter + Lyriker;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
235;31;118550691;Heym, Stefan;1913.0;2001.0;Schriftsteller + Journalist + Lyriker + Politiker;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
236;31;118521098;Claudius, Matthias;1740.0;1815.0;Schriftsteller + Selbstverleger + Redakteur + Liederdichter + Lyriker + Übersetzer + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
237;31;118582046;Meyrink, Gustav;1868.0;1932.0;Schriftsteller + Bankier + Drehbuchautor + Übersetzer + Bankier + Dramatiker;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
238;31;118599194;Reich-Ranicki, Marcel;1920.0;2013.0;Schriftsteller + Musiker + Literaturkritiker + Literaturwissenschaftler + Journalist;WAHR;FALSCH;WAHR;;;;;;;;;;;;;;;
239;31;11850357X;Anzengruber, Ludwig;1839.0;1889.0;Schriftsteller + Schauspieler + Dramatiker;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
240;31;118625756;Uz, Johann Peter;1721.0;1796.0;Schriftsteller + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
241;30;11936039X;Schrott, Raoul;1964.0;;Schriftsteller + Lyriker + Literaturwissenschaftler + Hochschullehrer + Übersetzer;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
242;30;119076993;Hilbig, Wolfgang;1941.0;2007.0;Schriftsteller + Librettist + Handwerker + Arbeiter + Lyriker;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
243;30;118927884;Henscheid, Eckhard;1941.0;;Schriftsteller + Satiriker;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
244;30;118607979;Schlegel, Dorothea von;1764.0;1839.0;Schriftstellerin + Literaturkritikerin + Übersetzerin;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
245;30;118717758;Gleim, Johann Wilhelm Ludwig;1719.0;1803.0;Schriftsteller + Lehrer + Sekretär + Übersetzer + Kanoniker + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
246;30;119524686;Lebert, Hans;1919.0;1993.0;Sänger + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
247;30;120878518;Tawada, Yōko;1960.0;;Schriftstellerin;FALSCH;WAHR;FALSCH;;;;;;;;;;;;;;;
248;30;118629387;Wassermann, Jakob;1873.0;1934.0;Dramatiker + Theaterkritiker + Essayist + Schriftsteller + Erzähler + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
249;29;118584758;Mühsam, Erich;1878.0;1934.0;Schriftsteller + Redakteur + Herausgeber + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
250;29;118502255;Altenberg, Peter;1859.0;1919.0;Arzt + Schriftsteller + Jurist + Buchhändler + Librettist + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
251;29;118502883;Andreä, Johann Valentin;1586.0;1654.0;Theologe + Schriftsteller + Abt + Generalsuperintendent + Dramatiker;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
252;29;118568124;Kunze, Reiner;1933.0;;Schriftsteller + Lyriker + Übersetzer + Regisseur;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
253;29;118610953;Schubart, Christian Friedrich Daniel;1739.0;1791.0;Schriftsteller + Theaterdirektor + Musikdirektor + Selbstverleger + Publizist + Journalist + Komponist + Musiker + Kirchenmusiker + Organist + Musikschriftsteller + Lehrer;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
254;29;118504533;Artmann, H. C.;1921.0;2000.0;Lyriker + Schriftsteller + Übersetzer + Drehbuchautor + Maler;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
255;29;118626175;Varnhagen, Rahel;1771.0;1833.0;Schriftstellerin;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
256;29;118571508;Lenau, Nikolaus;1802.0;1850.0;Schriftsteller + Librettist + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
257;28;115673784;Schlink, Bernhard;1944.0;;Jurist + Richter + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
258;28;118502921;Andreas-Salomé, Lou;1861.0;1937.0;Schriftstellerin + Psychoanalytikerin;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
259;28;118811134;Haushofer, Marlen;1920.0;1970.0;Schriftstellerin;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
260;28;118572954;Liliencron, Detlev von;1844.0;1909.0;Schriftsteller + Librettist + Dramatiker;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
261;28;118881140;Winkler, Josef;1953.0;;Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
262;28;119524678;Menasse, Robert;1954.0;;Schriftsteller + Romancier + Essayist;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
263;28;11862833X;Wagner, Heinrich Leopold;1747.0;1779.0;Jurist + Schriftsteller + Dramatiker + Jurist + Schriftsteller + Dramaturg;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
264;28;118776592;Kaléko, Mascha;1912.0;1975.0;Schriftstellerin + Librettistin;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
265;28;12053715X;Zaimoglu, Feridun;1964.0;;Schriftsteller + Journalist + Künstler + Drehbuchautor;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
266;28;118538969;Geßner, Salomon;1730.0;1787.0;Schriftsteller + Maler + Illustrator + Kupferstecher + Verleger + Drucker + Buchhändler + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
267;28;118571095;Lehmann, Wilhelm;1882.0;1968.0;Schriftsteller + Lehrer;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
268;28;118728814;Loerke, Oskar;1884.0;1941.0;Schriftsteller + Lektor <Verlag> + Librettist;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
269;28;11854327X;Günther, Johann Christian;1695.0;1723.0;Schriftsteller + Lyriker + Librettist + Dramatiker;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
270;28;118616587;Stadler, Ernst;1883.0;1914.0;Literaturwissenschaftler + Übersetzer + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
271;28;118601121;Ringelnatz, Joachim;1883.0;1934.0;Künstler + Schriftsteller + Schriftsteller + Maler + Schauspieler + Kabarettist + Lyriker + Seemann + Bibliothekar + Librettist;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
272;28;118528777;Eckermann, Johann Peter;1792.0;1854.0;Schriftsteller + Philosoph + Bibliothekar + Hofrat + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
273;28;118530259;Ende, Michael;1929.0;1995.0;Schriftsteller + Sprechstimme + Lyriker + Drehbuchautor + Schauspieler + Liedermacher + Musiker + Librettist + Regisseur + Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
274;28;118629840;Weckherlin, Georg Rodolf;1584.0;1653.0;Schriftsteller;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
275;28;118706640;Holtei, Karl von;1798.0;1880.0;Schriftsteller + Lyriker + Theaterdirektor + Schauspieler + Theaterdirektor + Theaterdichter + Regisseur + Dramaturg + Regisseur + Schauspieler + Bibliothekar;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
276;27;118555553;Immermann, Karl Leberecht;1796.0;1840.0;Schriftsteller + Lyriker + Jurist + Dramatiker + Regisseur + Theaterintendant + Theaterdirektor;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
277;27;11853811X;Geibel, Emanuel;1815.0;1894.0;Schriftsteller + Übersetzer + Lehrer + Librettist + Lyriker + Dramatiker + Dramatiker;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;
