DNB_dataset,title,UB,year,GND_person,person,GND_author,author,sachgruppen
880604301,Der arme Spielmann : Erzählung / Franz Grillparzer. Nachw. von Helmut Bachmeier,UB 4430,1988.0,118542192,"Grillparzer, Franz (Verfasser)",118542192,"Grillparzer, Franz ",59 Belletristik
890383030,Den Staat braucht selbst ein Volk von Teufeln : philos. Versuche zur Rechts- u. Staatsethik / Otfried Höffe,UB 8507,1988.0,119155052,"Höffe, Otfried (Verfasser)",119155052,"Höffe, Otfried ",10 Philosophie + 16 Politik + 19 Recht
890214107,Den Frieden überleben : Roman ; [aus dem Englischen] / Cyprian Ekwensi. [Übers. von Gunter Böhnke],UB 1244,1988.0,118681893,"Ekwensi, Cyprian (Verfasser)",118681893,"Ekwensi, Cyprian ",59 Belletristik
880638117,Decameron : 20 ausgew. Novellen ; ital./dt. / Giovanni Boccaccio. Übers. u. hrsg. von Peter Brockmeier,UB 8449,1988.0,11851217X + 116553804,"Boccaccio, Giovanni (Verfasser) + Brockmeier, Peter (Übersetzer)",11851217X,"Boccaccio, Giovanni ",59 Belletristik
890325138,Death of a salesman : certain private conversations in two acts and a requiem / Arthur Miller,UB 9172,1988.0,118582496,"Miller, Arthur (Verfasser)",118582496,"Miller, Arthur ",59 Belletristik
880836318,De spectaculis : lat./dt. = Über die Spiele / Quintus Septimius Tertullianus. Übers. u. hrsg. von Karl-Wilhelm Weeber,UB 8477,1988.0,118621386 + 120380560,"Tertullianus, Quintus Septimius Florens (Verfasser) + Weeber, Karl-Wilhelm (Übersetzer)",118621386,"Tertullianus, Quintus Septimius Florens ","49 Theater, Tanz, Film + 56 Klassische Sprach- und Literaturwissenschaft"
890157839,De brevitate vitae : lateinisch und deutsch = Von der Kürze des Lebens / L. Annaeus Seneca. Übers. u. hrsg. von Josef Feix,UB 1847,1988.0,118613200 + 1046882228,"Seneca, Lucius Annaeus, Philosophus (Verfasser) + Feix, Josef (Übersetzer)",118613200,"Seneca, Lucius Annaeus, Philosophus ",10 Philosophie + 56 Klassische Sprach- und Literaturwissenschaft
890709041,De bello Gallico : lateinisch/deutsch = Der Gallische Krieg / Gaius Iulius Caesar. Übers. u. hrsg. von Marieluise Deissmann,UB 9960,1988.0,118518275 + 1059555670,"Caesar, Gaius Iulius (Verfasser) + Deißmann-Merten, Marieluise (Übersetzer)",118518275,"Caesar, Gaius Iulius ",63 Geschichte und Historische Hilfswissenschaften + 21 Militär
890519218,Das zerstörte Dresden : 65 Zeichnungen / Wilhelm Rudolph. Mit e. Essay von Horst Drescher. [Hrsg. von Heinfried Henniger],UB 1265,1988.0,118603760 + 134063066,"Rudolph, Wilhelm (Verfasser) + Drescher, Horst (Mitwirkender)",118603760,"Rudolph, Wilhelm ",46 Bildende Kunst
881390534,Das Wesen des Christentums / Ludwig Feuerbach. Nachw. von Karl Löwith,UB 4571,1988.0,118532758,"Feuerbach, Ludwig (Verfasser)",118532758,"Feuerbach, Ludwig ","10 Philosophie + 12 Christliche Religion + 13 Allgemeine und Vergleichende Religionswissenschaft, Nichtchristliche Religionen"
881233331,Das Totenschiff : d. Geschichte e. amerikan. Seemanns / B. Traven,UB 346,1988.0,118623672,"Traven, B. (Verfasser)",118623672,"Traven, B. ",830 Deutsche Literatur + B Belletristik
890296170,"Das Spiel von Liebe und ZufallDie Aufrichtigen. Komödien / Pierre Carlet de Chamblain de Marivaux. Mit e. Nachw. von Ivan Nagel. [""Das Spiel von Liebe und Zufall"" wurde von Tilli Breidenbach, ""Die Aufrichtigen"" von Hans von Seydewitz u. Florian Stern übertr.]",UB 8604,1988.0,118577972,"Marivaux, Pierre Carlet de Chamblain de (Verfasser)",118577972,"Marivaux, Pierre Carlet de Chamblain de ",59 Belletristik
890383537,Das soziale SystemÜber ein neues Gesellschaftssystem [u.a. Ausgewählte Schriften ; aus dem Englischen]. Robert Owen. [Hrsg. von Liane Jauch u. Marie-Luise Römer. Übers. von Michael Henselmann],UB 1249,1988.0,118591010,"Owen, Robert (Verfasser)",118591010,"Owen, Robert ","14 Soziologie, Gesellschaft + 64 Sozialgeschichte + 63 Geschichte und Historische Hilfswissenschaften + 10 Philosophie"
880525894,Das siebte Kreuz : Roman / Anna Seghers,UB 7,1988.0,118612743,"Seghers, Anna (Verfasser)",118612743,"Seghers, Anna ",59 Belletristik
881479292,Das Narrenschiff / Sebastian Brant. Übertr. von H. A. Junghans. Durchges. u. mit Anm. sowie e. Nachw. neu hrsg. von Hans-Joachim Mähl,UB 899,1988.0,118514474,"Brant, Sebastian (Verfasser) + Mähl, Hans-Joachim (Herausgeber)",118514474,"Brant, Sebastian ",59 Belletristik
880948213,Das MarmorbildDas Schloss Dürande. Novellen / Joseph von Eichendorff,UB 2365,1988.0,118529390,"Eichendorff, Joseph von (Verfasser)",118529390,"Eichendorff, Joseph von ",830 Deutsche Literatur + B Belletristik
890286817,Das Märchen von Amor und Psyche : lateinisch/deutsch / Apuleius. Übers. u. hrsg. von Kurt Steinmann,UB 486,1988.0,11850374X + 120535130,"Apuleius, Madaurensis (Verfasser) + Steinmann, Kurt (Übersetzer)",11850374X,"Apuleius, Madaurensis ",59 Belletristik
890470189,Das Kloster bei Sendomir : Erzählung / Franz Grillparzer. Mit e. Nachw. von Karl Pörnbacher,UB 8761,1988.0,118542192,"Grillparzer, Franz (Verfasser)",118542192,"Grillparzer, Franz ",59 Belletristik
881400556,"Das kleine und das grosse Testament : franz./dt. / François Villon. Hrsg., übers. u. kommentiert von Frank-Rutger Hausmann",UB 8518,1988.0,118627066 + 119206889,"Villon, François (Verfasser) + Hausmann, Frank-Rutger (Übersetzer)",118627066,"Villon, François ",59 Belletristik
881221937,Das Haus der Freude / Edith Wharton. Aus d. Engl. übers. von Gerlinde Völker,UB 8520,1988.0,118767585,"Wharton, Edith (Verfasser)",118767585,"Wharton, Edith ",59 Belletristik
881259721,Das grüne ZeltDie japanischen Fischer. 2 Hörspiele ; mit e. autobiograph. Nachw. / Wolfgang Weyrauch,UB 8256,1988.0,118632078,"Weyrauch, Wolfgang (Verfasser)",118632078,"Weyrauch, Wolfgang ",59 Belletristik
880903902,Das goldmähnige Pferd : russ. Zaubermärchen ; aus d. Sammlung von Alexander Afanasjew ; [aus d. Russ.] / [Übers. von Barbara Heitkam u. Marianne Milack. Hrsg. von Franziska Martynowa],UB 1225,1988.0,119558041,"Afanasʹev, Aleksandr Nikolaevič (Mitwirkender) + Martynowa, Franziska (Herausgeber)",,,59 Belletristik
890286809,Das Gilgamesch-Epos / übers. u. mit Anm. vers. von Albert Schott. Neu hrsg. von Wolfram von Soden,UB 7235,1988.0,105524050,"Soden, Wolfram von (Herausgeber)",,,59 Belletristik
881400548,Das Gespenst von Canterville : Erzählungen u. Märchen ; [aus d. Engl.] / Oscar Wilde. [Übers. von Franz Blei ... Mit 24 Zeichn. von Inge Brüx],UB 367,1988.0,118632779 + 118511653,"Wilde, Oscar (Verfasser) + Blei, Franz (Übersetzer)",118632779,"Wilde, Oscar ",820 Englische Literatur + B Belletristik
881493511,Das Gastmahl oder von der Liebe / Platon. Übertr. u. eingeleitet von Kurt Hildebrandt,UB 927,1988.0,118594893 + 118550969,"Plato (Verfasser) + Hildebrandt, Kurt (Übersetzer)",118594893,Plato ,10 Philosophie
880403845,Das Fräulein von Scuderi : Erzählung aus d. Zeitalter Ludwig d. XIV. ; mit e. Nachw. / E. T. A. Hoffmann,UB 25,1988.0,118552465,"Hoffmann, E. T. A. (Verfasser)",118552465,"Hoffmann, E. T. A. ",59 Belletristik
890405689,"Das Erlebnis und die Dichtung : Lessing, Goethe, Novalis, Hölderlin / Wilhelm Dilthey. [Hrsg. von Rainer Rosenberg]",UB 1268,1988.0,118525727,"Dilthey, Wilhelm (Verfasser)",118525727,"Dilthey, Wilhelm ",53 Deutsche Sprach- und Literaturwissenschaft + 10 Philosophie
880952628,Das dynamische Quadrat : Schr. zum Film ; [aus d. Russ.] / Sergej Eisenstein. [Übers. u. hrsg. von Oksana Bulgakova u. Dietmar Hochmuth],UB 1206,1988.0,118529684,"Ėjzenštejn, Sergej M. (Verfasser)",118529684,"Ėjzenštejn, Sergej M. ","49 Theater, Tanz, Film"
881140708,"Daphnis und Chloe / Longos. Übers., Anm. u. Nachw. von Otto Schönberger",UB 6911,1988.0,118574213 + 119234564,"Longus (Verfasser) + Schönberger, Otto (Übersetzer)",118574213,Longus ,59 Belletristik
881214272,"Daphnis und Chloe / Longos. Übers., Anm. u. Nachw. von Otto Schönberger",UB 6911,1988.0,118574213 + 119234564,"Longus (Verfasser) + Schönberger, Otto (Übersetzer)",118574213,Longus ,59 Belletristik
900079738,Dantons Tod : ein Drama / Georg Büchner,UB 6060,1988.0,118516906,"Büchner, Georg (Verfasser)",118516906,"Büchner, Georg ",59 Belletristik
880403837,Dantons Tod : e. Drama / Georg Büchner,UB 6060,1988.0,118516906,"Büchner, Georg (Verfasser)",118516906,"Büchner, Georg ",59 Belletristik
880958049,"Dada Berlin : Texte, Manifeste, Aktionen / in Zusammenarbeit mit Hanne Bergius hrsg. von Karl Riha",UB 9857,1988.0,11927745X,"Riha, Karl (Herausgeber)",,,53 Deutsche Sprach- und Literaturwissenschaft + 46 Bildende Kunst
881178004,Commedia : Ausw. / Gerold Späth. Nachw. von Volker Hage,UB 8245,1988.0,119137062,"Späth, Gerold (Verfasser)",119137062,"Späth, Gerold ",59 Belletristik
890244073,Colomba / Prosper Mérimée. Übers. u. Anm. von Brigitte Knapp-Meier. Nachw. von Dirk Hoeges,UB 1244,1988.0,118581104,"Mérimée, Prosper (Verfasser) + Knapp-Meier, Brigitte (Übersetzer)",118581104,"Mérimée, Prosper ",59 Belletristik
881154970,Charaktere : griech. u. dt. / Theophrast. Übers. u. hrsg. von Dietrich Klose. Mit e. Nachw. von Peter Steinmetz,UB 619,1988.0,118621793 + 1013912276,"Theophrastus (Verfasser) + Klose, Dietrich (Übersetzer)",118621793,Theophrastus ,10 Philosophie + 11 Psychologie
881221120,Charaktere : griech. u. dt. / Theophrast. Übers. u. hrsg. von Dietrich Klose. Mit e. Nachw. von Peter Steinmetz,UB 619,1988.0,118621793 + 1013912276,"Theophrastus (Verfasser) + Klose, Dietrich (Übersetzer)",118621793,Theophrastus ,150 Psychologie + 100 Philosophie
890503877,"Carl Zuckmayer, Der Hauptmann von Köpenick / hrsg. von Hartmut Scheible",UB 8138,1988.0,139935142 + 118637304,"Scheible, Hartmut (Herausgeber)",,,53 Deutsche Sprach- und Literaturwissenschaft
890286760,Candid oder die beste der Welten / Voltaire. Dt. Übertr. u. Nachw. von Ernst Sander,UB 6549,1988.0,118627813 + 118605372,"Voltaire (Verfasser) + Sander, Ernst (Übersetzer)",118627813,Voltaire ,840 Französische Literatur + B Belletristik
890906351,Candid oder die beste der Welten / Voltaire. Dt. Übertr. u. Nachw. von Ernst Sander,UB 6549,1988.0,118627813 + 118605372,"Voltaire (Verfasser) + Sander, Ernst (Übersetzer)",118627813,Voltaire ,840 Französische Literatur + B Belletristik
890167974,"Bunbury oder es ist wichtig, ernst zu sein : eine triviale Komödie für ernsthafte Leute / Oscar Wilde. Übers. u. Nachw. von Rainer Kohlmayer",UB 8498,1988.0,118632779 + 1027274579,"Wilde, Oscar (Verfasser) + Kohlmayer, Rainer (Übersetzer)",118632779,"Wilde, Oscar ",820 Englische Literatur + B Belletristik
880938722,Brigitta : mit e. Nachw. / Adalbert Stifter,UB 3911,1988.0,118618156,"Stifter, Adalbert (Verfasser)",118618156,"Stifter, Adalbert ",59 Belletristik
890354480,Briefe : [aus d. Russ.] / Alexander Skrjabin. Mit zeitgenöss. Dokumenten u.e. Essay von Michail Druskin. [Hrsg. von Christoph Hellmundt. Übers. d. Essays von M. Druskin von Gertraude Krueger],UB 1260,1988.0,118614916 + 134402596,"Skrjabin, Aleksandr N. (Verfasser) + Hellmundt, Christoph (Übersetzer)",118614916,"Skrjabin, Aleksandr N. ",48 Musik
881241156,Biographie von Ludwig van Beethoven / Anton Schindler. [Hrsg. von Eberhardt Klemm],UB 496,1988.0,117271977,"Schindler, Anton (Verfasser)",117271977,"Schindler, Anton ",48 Musik
881478989,Beweis des Glücks : Gedichte ; e. Ausw. / Eva Strittmatter. [Ausgew. von d. Autorin],UB 989,1988.0,118619330,"Strittmatter, Eva (Verfasser)",118619330,"Strittmatter, Eva ",59 Belletristik
880938730,Bergkristall : Erzählung / Adalbert Stifter. Nachw. von Helmut Bachmeier,UB 3912,1988.0,118618156,"Stifter, Adalbert (Verfasser)",118618156,"Stifter, Adalbert ",59 Belletristik
880957840,Bebuquin / Carl Einstein. Hrsg. von Erich Kleinschmidt,UB 8057,1988.0,118529587,"Einstein, Carl (Verfasser)",118529587,"Einstein, Carl ",59 Belletristik
890071578,Barlach in Güstrow / Franz Fühmann,UB 487,1988.0,118536672,"Fühmann, Franz (Verfasser)",118536672,"Fühmann, Franz ",59 Belletristik
880403888,Bahnwärter Thiel : novellist. Studie / Gerhart Hauptmann. Nachw. von Fritz Martini,UB 6617,1988.0,118546937,"Hauptmann, Gerhart (Verfasser)",118546937,"Hauptmann, Gerhart ",59 Belletristik
880485175,Bahnwärter Thiel : novellist. Studie / Gerhart Hauptmann. Nachw. von Fritz Martini,UB 6617,1988.0,118546937,"Hauptmann, Gerhart (Verfasser)",118546937,"Hauptmann, Gerhart ",59 Belletristik
881468991,Ausgewählte Werke / Wilhelm Busch. Hrsg. von Gert Ueding,UB 7483,1988.0,118517880,"Busch, Wilhelm (Verfasser)",118517880,"Busch, Wilhelm ",46 Bildende Kunst + 59 Belletristik
881255807,Aus meinem Leben : [aus d. Tschech.] / Vítězslav Nezval. [Übers. von Eckhard Thiele. Nachdichtung von Annette Simon u. Jan Faktor. Hrsg. von Hildegard Ruge],UB 1226,1988.0,118587579 + 12186281X,"Nezval, Vítězslav (Verfasser) + Simon, Annette (Mitwirkender)",118587579,"Nezval, Vítězslav ",57 Slawische und baltische Sprach- und Literaturwissenschaft
880403780,Aus dem Leben eines Taugenichts : Novelle / Joseph von Eichendorff. Nachw. von Konrad Nussbächer,UB 2354,1988.0,118529390,"Eichendorff, Joseph von (Verfasser)",118529390,"Eichendorff, Joseph von ",59 Belletristik
881375241,Aus dem Leben eines Taugenichts : Novelle / Joseph von Eichendorff. Nachw. von Konrad Nussbächer,UB 2354,1988.0,118529390,"Eichendorff, Joseph von (Verfasser)",118529390,"Eichendorff, Joseph von ",59 Belletristik
881099600,Augustus : lat./dt. / C. Suetonius Tranquillus. Übers. u. hrsg. von Dietmar Schmitz,UB 6693,1988.0,118619918 + 115733701,"Suetonius Tranquillus, Gaius (Verfasser) + Schmitz, Dietmar (Übersetzer)",118619918,"Suetonius Tranquillus, Gaius ",63 Geschichte und Historische Hilfswissenschaften + 56 Klassische Sprach- und Literaturwissenschaft
881105473,Aufzeichnungen aus dem Kellerloch / Fjodor Dostojewskij. Übers. von Swetlana Geier. Nachw. von Hans Walter Poll,UB 8021,1988.0,118527053 + 120064979,"Dostoevskij, Fëdor Michajlovič (Verfasser) + Geier, Swetlana (Übersetzer)",118527053,"Dostoevskij, Fëdor Michajlovič ",59 Belletristik
880938773,Aquis submersus : Novelle / Theodor Storm,UB 6014,1988.0,118618725,"Storm, Theodor (Verfasser)",118618725,"Storm, Theodor ",59 Belletristik
890287279,Apologie des Sokrates : griechisch/deutsch / Platon. Übers. u. hrsg. von Manfred Fuhrmann,UB 8315,1988.0,118594893 + 119300028,"Plato (Verfasser) + Fuhrmann, Manfred (Übersetzer)",118594893,Plato ,10 Philosophie
881267872,"Apologie des SokratesKriton / Platon. Übers., Anm. u. Nachw. von Manfred Fuhrmann",UB 895,1988.0,118594893 + 119300028,"Plato (Verfasser) + Fuhrmann, Manfred (Übersetzer)",118594893,Plato ,10 Philosophie + 19 Recht
881390208,"Apologie des SokratesKriton / Platon. Übers., Anm. u. Nachw. von Manfred Fuhrmann",UB 895,1988.0,118594893 + 119300028,"Plato (Verfasser) + Fuhrmann, Manfred (Übersetzer)",118594893,Plato ,10 Philosophie
881272485,Aphorismen zur Lebensweisheit / Arthur Schopenhauer. Hrsg. u. mit e. Vorw. von Arthur Hübscher,UB 5002,1988.0,118610465,"Schopenhauer, Arthur (Verfasser)",118610465,"Schopenhauer, Arthur ",10 Philosophie + 11 Psychologie
880359412,Aphorismen / Marie von Ebner-Eschenbach. Nachw. von Ingrid Cella,UB 8455,1988.0,118528661,"Ebner-Eschenbach, Marie von (Verfasser)",118528661,"Ebner-Eschenbach, Marie von ",59 Belletristik
880643757,Antike und moderne Demokratie / Moses I. Finley. Mit e. Essay von Arnaldo Momigliano. Aus d. Engl. übers. u. hrsg. von Edgar Pack,UB 9966,1988.0,11894228X,"Finley, Moses I. (Verfasser)",11894228X,"Finley, Moses I. ",16 Politik
880999454,Antigone / Jean Anouilh,UB 9227,1988.0,118503251,"Anouilh, Jean (Verfasser)",118503251,"Anouilh, Jean ","840 Französische Literatur + B Belletristik + 440 Französisch, romanische Sprachen allgemein"
1189173883,Antigone / Jean Anouilh ; herausgegeben von Dieter Meier,UB 9227,1988.0,118503251,"Anouilh, Jean (Verfasser) + Meier, Dieter (Herausgeber)",118503251,"Anouilh, Jean ","440 Französisch, romanische Sprachen allgemein"
881140635,"Annette von Droste-Hülshoff, Die Judenbuche / hrsg. von Walter Huge",UB 8145,1988.0,1032137363,"Huge, Walter (Herausgeber)",,,53 Deutsche Sprach- und Literaturwissenschaft
880368799,Anekdoten / für d. Sekundarstufe hrsg. von Rudolf Schäfer,UB 15004,1988.0,,"Schäfer, Rudolf (Herausgeber)",,,23 Schulbücher
890157413,An den christlichen Adel deutscher NationVon der Freiheit eines Christenmenschen [u.a.] / Martin Luther. Mit einer kurzen Biographie und einem Nachw. hrsg. von Ernst Kähler,UB 1578,1988.0,118575449 + 142638889,"Luther, Martin (Verfasser) + Kähler, Ernst (Herausgeber)",118575449,"Luther, Martin ",12 Christliche Religion
880963700,[Amphitryon achtunddreissig] Amphitryon 38 : Komödie in 3 Akten / Jean Giraudoux. Aus d. Franz. übertr. von Robert Schnorr. Mit e. Nachw. von Helmut Möck,UB 9436,1988.0,118539523,"Giraudoux, Jean (Verfasser)",118539523,"Giraudoux, Jean ",59 Belletristik
890405727,"Alternative zu Ranke : Schriften zur Geschichtstheorie / Karl Lamprecht. [Hrsg. u. mit e. Essay: Der Kulturhistoriker Karl Lamprecht, der ""Methodenstreit"" und die Folgen, von Hans Schleier]",UB 1256,1988.0,118569015,"Lamprecht, Karl (Verfasser)",118569015,"Lamprecht, Karl ",63 Geschichte und Historische Hilfswissenschaften
881226025,Altchinesische Fabeln : [aus d. Chines.] / [Übertr. von Käthe Zhao u. Senta Lewin],UB 363,1988.0,108122654,"Zhao Lin, Keti (Übersetzer)",,,59 Belletristik
881225908,Altarabische Prosa / hrsg. von Manfred Fleischhammer,UB 1250,1988.0,1025914856,"Fleischhammer, Manfred (Herausgeber)",,,59 Belletristik
881379751,Als namenloses Lied : Gedichte / Johannes R. Becher,UB 19,1988.0,118507931,"Becher, Johannes Robert (Verfasser)",118507931,"Becher, Johannes Robert ",59 Belletristik
880848154,Allgemeine Musiklehre / Kurt Johnen,UB 7352,1988.0,117163929,"Johnen, Kurt (Verfasser)",117163929,"Johnen, Kurt ",48 Musik
890367531,Albert Camus : eine Einführung in Leben und Werk / Brigitte Sändig,UB 1006,1988.0,122403916,"Sändig, Brigitte (Verfasser)",122403916,"Sändig, Brigitte ",55 Romanische Sprach- und Literaturwissenschaft
881500186,Akte Endler : Gedichte aus 30 Jahren / Adolf Endler. [Ausw. u. Nachw. von Peter Gosse],UB 884,1988.0,119177773,"Endler, Adolf (Verfasser)",119177773,"Endler, Adolf ",59 Belletristik
881438316,Aimez-vous Brahms ... / Françoise Sagan,UB 9238,1988.0,118750712,"Sagan, Françoise (Verfasser)",118750712,"Sagan, Françoise ",59 Belletristik
890002517,Aida : Oper in 4 Aufzügen / Giuseppe Verdi. Dichtung von Antonio Ghislanzoni. Für d. dt. Bühne bearb. von Julius Schanz,UB 7199,1988.0,118626523 + 117104477 + 119310082,"Verdi, Giuseppe (Verfasser) + Schanz, Julius (Mitwirkender)",118626523,"Verdi, Giuseppe ","49 Theater, Tanz, Film + 59 Belletristik"
880963719,Ahnung und Gegenwart : e. Roman / Joseph von Eichendorff. Hrsg. von Gerhart Hoffmeister,UB 8229,1988.0,118529390,"Eichendorff, Joseph von (Verfasser)",118529390,"Eichendorff, Joseph von ",59 Belletristik
881259306,Agnes Bernauer : e. dt. Trauerspiel in 5 Aufzügen ; mit e. Nachw. / Friedrich Hebbel,UB 4268,1988.0,118547445,"Hebbel, Friedrich (Verfasser)",118547445,"Hebbel, Friedrich ",59 Belletristik
881009830,"Adolphe : e. Erzählung, gefunden in d. Papieren e. Unbekannten / Benjamin Constant. Übers. von Thomas Baldischwieler. Nachw. von Hartmut Stenzel",UB 8452,1988.0,118638475,"Constant, Benjamin (Verfasser)",118638475,"Constant, Benjamin ",59 Belletristik
881272949,Adelbert von Chamisso : Leben u. Werk / Werner Feudel,UB 490,1988.0,,"Feudel, Werner (Verfasser)",,"Feudel, Werner ",53 Deutsche Sprach- und Literaturwissenschaft
890286647,Absurda comica oder Herr Peter Squenz : Schimpfspiel in 3 Aufzügen / Andreas Gryphius. Hrsg. von Herbert Cysarz,UB 917,1988.0,118543032,"Gryphius, Andreas (Verfasser)",118543032,"Gryphius, Andreas ",59 Belletristik
890239169,Abriss der griechischen und römischen Kunst / Gerhard Zinserling,UB 435,1988.0,10468156X,"Zinserling, Gerhard (Verfasser)",10468156X,"Zinserling, Gerhard ","60 Archäologie, Vor- und Frühgeschichte + 46 Bildende Kunst"
880958588,Abhandlung über die Methode des richtigen Vernunftgebrauchs und der wissenschaftlichen Wahrheitsforschung / René Descartes. Ins Dt. übertr. von Kuno Fischer. Erneuert u. mit e. Nachw. vers. von Hermann Glockner,UB 3767,1988.0,118524844 + 118533401,"Descartes, René (Verfasser) + Fischer, Kuno (Übersetzer)",118524844,"Descartes, René ",10 Philosophie
881437948,"Livius, Titus: Ab urbe conditaTeil: Liber 3. / Übers. u. hrsg. von Ludwig Fladerer",UB 2033,1988.0,131662325,"Fladerer, Ludwig (Übersetzer)",,,
880963646,"Livius, Titus: Ab urbe conditaTeil: Liber 1. / Übers. u. hrsg. von Robert Feger",UB 2031,1988.0,,"Feger, Robert (Übersetzer)",,,
881237175,"Livius, Titus: Ab urbe conditaTeil: Liber 1. / Übers. u. hrsg. von Robert Feger",UB 2031,1988.0,,"Feger, Robert (Übersetzer)",,,
881438308,A streetcar named desire / Tennessee Williams,UB 9240,1988.0,118633333,"Williams, Tennessee (Verfasser)",118633333,"Williams, Tennessee ",59 Belletristik
900596058,Zwischen Himmel und Erde : Erzählung / Otto Ludwig. Nachw. von Konrad Nussbächer,UB 3494,1989.0,118574973,"Ludwig, Otto (Verfasser)",118574973,"Ludwig, Otto ",59 Belletristik
900616245,Zweimal Stockholm - Berlin 1946 [neunzehnhundertsechsundvierzig] : Briefe nach der Rückkehr / Jürgen Peters u. Wolfgang Steinitz. Mit Nach-Fragen an Robert Rompe u. Jürgen Kuczynski. Hrsg. von Jan Peters,UB 1298,1989.0,118900609 + 116108665,"Peters, Hans-Jürgen (Verfasser) + Peters, Jan (Herausgeber)",118900609,"Peters, Hans-Jürgen ","63 Geschichte und Historische Hilfswissenschaften + 22 Erziehung, Bildung, Unterricht"
900768878,Zur Theorie der Sprechakte = (How to do things with words) / John Langshaw Austin. Dt. Bearb. von Eike von Savigny,UB 9396,1989.0,11850519X + 132678675,"Austin, J. L. (Verfasser) + Savigny, Eike von (Mitwirkender)",11850519X,"Austin, J. L. ",10 Philosophie + 51 Allgemeine und Vergleichende Sprach- und Literaturwissenschaft
890976996,Züricher Novellen / Gottfried Keller. Hrsg. von Bernd Neumann,UB 6180,1989.0,11856109X + 120485737,"Keller, Gottfried (Verfasser) + Neumann, Bernd (Herausgeber)",11856109X,"Keller, Gottfried ",59 Belletristik
891242414,Woyzeck / Georg Büchner. Hrsg. von Lothar Bornscheuer,UB 9347,1989.0,118516906,"Büchner, Georg (Verfasser) + Bornscheuer, Lothar (Herausgeber)",118516906,"Büchner, Georg ",59 Belletristik
890709068,Wittgenstein : eine Einführung / Joachim Schulte,UB 8564,1989.0,13044040X,"Schulte, Joachim (Verfasser)",13044040X,"Schulte, Joachim ",10 Philosophie + 51 Allgemeine und Vergleichende Sprach- und Literaturwissenschaft
891209921,Wittgenstein : eine Einführung / Joachim Schulte,UB 8564,1989.0,13044040X,"Schulte, Joachim (Verfasser)",13044040X,"Schulte, Joachim ",10 Philosophie + 51 Allgemeine und Vergleichende Sprach- und Literaturwissenschaft
891498184,Windmühlen : Erzählungen / Arno Schmidt. Nachw. von Heinrich Vormweg,UB 8600,1989.0,118608703,"Schmidt, Arno (Verfasser)",118608703,"Schmidt, Arno ",59 Belletristik
