DNB_dataset,title,UB,year,GND_person,person,GND_author,author,sachgruppen
1113212381,Lexikon der Symbole und Attribute in der Kunst / Hildegard Kretschmer,UB 18909,2016.0,135651301,"Kretschmer, Hildegard (Zusammenstellender)",,,"700 Künste, Bildende Kunst allgemein"
1131108256,Leonce und Lena / Georg Büchner ; herausgegeben von Burghard Dedner und Thomas Michael Mayer,UB 18248,2016.0,118516906 + 12095981X,"Büchner, Georg (Verfasser) + Dedner, Burghard (Herausgeber)",118516906,"Büchner, Georg ",830 Deutsche Literatur + B Belletristik
109816024X,"Legenda aurea : Lateinisch/Deutsch / Jacobus de Voragine ; ausgewählt, übersetzt und herausgegeben von Rainer Nickel",UB 8464,2016.0,118556401 + 130867020,"Jacobus, Genua, Erzbischof (Verfasser) + Nickel, Rainer (Herausgeber)",118556401,"Jacobus, Genua, Erzbischof ","230 Theologie, Christentum"
1116972778,Le nozze di Figaro : KV 492 : Opera buffa in vier Akten : Textbuch Italienisch/Deutsch = Die Hochzeit des Figaro / Wolfgang Amadeus Mozart ; Libretto von Lorenzo da Ponte ; Übersetzung und Nachwort von Dietrich Klose,UB 7453,2016.0,118678841 + 118584596 + 1013912276,"Da Ponte, Lorenzo (Verfasser) + Mozart, Wolfgang Amadeus (Komponist) + Klose, Dietrich (Übersetzer, Verfasser eines Nachworts)",118678841,"Da Ponte, Lorenzo ",780 Musik
1113128976,Le malade imaginaire : comédie en trois actes / Molière ; herausgegeben von Monika Schlitzer,UB 9217,2016.0,11858331X,Molière (Verfasser),11858331X,Molière ,"440 Französisch, romanische Sprachen allgemein"
1079813969,Lateinische Stilmittel / ausgewählt und herausgegeben von Michael Bradtke,UB 19914,2016.0,,"Bradtke, Michael (Herausgeber)",,,"800 Literatur, Rhetorik, Literaturwissenschaft + 470 Latein"
1125389362,L' amant / Marguerite Duras ; herausgegeben von Karl Stoppel,UB 19704,2016.0,118528254,"Duras, Marguerite (Verfasser)",118528254,"Duras, Marguerite ","440 Französisch, romanische Sprachen allgemein"
1112473785,La vita è bella / sceneggiatura di Roberto Benigni e Vincenzo Cerami ; herausgegeben von Giovanni Gramegna,UB 19768,2016.0,118908782 + 119364298,"Benigni, Roberto (Verfasser) + Cerami, Vincenzo (Verfasser)",118908782 + 119364298,"Benigni, Roberto  + Cerami, Vincenzo ","450 Italienisch, Rumänisch, Rätoromanisch"
1099716543,La contadora de películas / Hernán Rivera Letelier ; hrsg. von Klaus Amann und Sara A. Marín Barrera,UB 19919,2016.0,12155709X + 1073924173,"Rivera Letelier, Hernán (Verfasser) + Amann, Klaus (Herausgeber) + Marín Barrera, Sara (Herausgeber)",12155709X,"Rivera Letelier, Hernán ",860 Spanische und portugiesische Literatur + B Belletristik
1099723213,Kunst : eine philosophische Einführung / Georg W. Bertram,UB 19413,2016.0,130419206,"Bertram, Georg W. (Verfasser)",130419206,"Bertram, Georg W. ","700 Künste, Bildende Kunst allgemein + 100 Philosophie"
112761150X,Kriminalgeschichten / für die Sekundarstufe herausgegeben von Eckhard Finckh,UB 9517,2016.0,,"Finckh, Eckhard (Herausgeber)",,,S Schulbücher
1082444812,König Rother / mittelhochdeutscher Text und neuhochdeutsche Übersetzung von Peter K. Stein ; herausgegeben von Ingrid Bennewitz unter Mitarbeit von Beatrix Koll und Ruth Weiselbaumer,UB 18047,2016.0,124180280 + 121640485,"Bennewitz, Ingrid (Herausgeber) + Stein, Peter K. (Übersetzer)",,,830 Deutsche Literatur + B Belletristik
1112748830,Klassische deutsche Kurzgeschichten / herausgegeben von Werner Bellmann,UB 17525,2016.0,131984756,"Bellmann, Werner (Herausgeber)",,,830 Deutsche Literatur + B Belletristik
1121247229,Kinder- und Hausmärchen : die handschriftliche Urfassung von 1810 / Brüder Grimm ; herausgegeben und kommentiert von Heinz Rölleke,UB 18520,2016.0,118542257 + 118542265 + 117744727,"Grimm, Jacob (Herausgeber) + Grimm, Wilhelm (Herausgeber) + Rölleke, Heinz (Herausgeber)",,,"390 Bräuche, Etikette, Folklore + 830 Deutsche Literatur + B Belletristik"
1079811443,Kants Ethik : eine Einführung / Tim Henning,UB 19384,2016.0,110137473X,"Henning, Tim (Verfasser)",110137473X,"Henning, Tim ",100 Philosophie
1079812768,"Juli Zeh, Corpus Delicti / von Mario Leis und Sabine Rieker",UB 15447,2016.0,122008804 + 172725186,"Leis, Mario (Verfasser) + Rieker, Sabine (Verfasser)",122008804 + 172725186,"Leis, Mario  + Rieker, Sabine ",S Schulbücher
1079817093,Italien : eine Reise in Gedichten / herausgegeben von Dietrich Bode,UB 19303,2016.0,116215305,"Bode, Dietrich (Herausgeber)",,,830 Deutsche Literatur + B Belletristik
1079813225,In L. Catilinam orationes = Vier Reden gegen Catilina : Lateinisch/Deutsch / Marcus Tullius Cicero ; übersetzt und herausgegeben von Michael von Albrecht,UB 19369,2016.0,118520814 + 117756873,"Cicero, Marcus Tullius (Verfasser) + Albrecht, Michael von (Herausgeber, Übersetzer)",118520814,"Cicero, Marcus Tullius ","930 Alte Geschichte, Archäologie + 870 Lateinische Literatur"
1079809775,Herodotus: HistorienTeil: 7. Buch. / übersetzt von Christine Ley-Hutton,UB 18227,2016.0,1049432444,"Ley-Hutton, Christine (Übersetzer)",,,
1099721555,Historia de un caracol que descubrió la importancia de la lentitud / Luis Sepúlveda ; Illustrationen von Simona Mulazzani ; herausgegeben von Michaela Schwermann,UB 19917,2016.0,119505258 + 1036514560 + 141123257,"Sepúlveda, Luis (Verfasser) + Schwermann, Michaela (Herausgeber) + Mulazzani, Simona (Illustrator)",119505258,"Sepúlveda, Luis ","460 Spanisch, Portugiesisch"
112538834X,Heinrich von Ofterdingen : ein Roman / Novalis (Friedrich von Hardenberg) ; herausgegeben von Wolfgang Frühwald,UB 8939,2016.0,118588893,Novalis (Verfasser),118588893,Novalis ,830 Deutsche Literatur + B Belletristik
1088822894,"Heinrich Heine, Deutschland, ein Wintermärchen / von Wolfgang Kröger",UB 15325,2016.0,174061595,"Kröger, Wolfgang (Verfasser)",174061595,"Kröger, Wolfgang ",S Schulbücher
1099717795,Heimatfilm international / herausgegeben von Jürgen Heizmann,UB 19396,2016.0,133431347,"Heizmann, Jürgen (Herausgeber)",,,"791 Öffentliche Darbietungen, Film, Rundfunk"
1125388714,"Günter Grass, Katz und Maus / von Wolfgang Spreckelsen",UB 15304,2016.0,12145682X,"Spreckelsen, Wolfgang (Verfasser)",12145682X,"Spreckelsen, Wolfgang ",S Schulbücher
1079811257,Grundfragen der allgemeinen Sprachwissenschaft : eine Auswahl / Ferdinand Saussure ; aus dem Französischen übersetzt von Ulrich Bossier ; herausgegeben von Oliver Jahraus,UB 18807,2016.0,118605879 + 124446418 + 121662438,"Saussure, Ferdinand de (Verfasser) + Bossier, Ulrich (Übersetzer) + Jahraus, Oliver (Herausgeber)",118605879,"Saussure, Ferdinand de ","400 Sprache, Linguistik"
1136923098,Großmütiger Rechtsgelehrter oder sterbender Aemilius Paulus Papinianus : Trauerspiel ; Text der Erstausgabe / Andreas Gryphius ; besorgt von Ilse-Marie Barth ; mit einem Nachwort von Werner Keller,UB 8935,2016.0,118543032 + 116063750,"Gryphius, Andreas (Verfasser) + Barth, Ilse-Marie (Herausgeber)",118543032,"Gryphius, Andreas ",830 Deutsche Literatur + B Belletristik
1079813144,Grammatisches Lernlexikon Italienisch / von Valerio Vial,UB 19871,2016.0,1058899058,"Vial, Valerio (Verfasser)",1058899058,"Vial, Valerio ","450 Italienisch, Rumänisch, Rätoromanisch"
1099720834,Glauben und Wissen : ein notwendiger Zusammenhang / Volker Gerhardt,UB 19405,2016.0,12439826X,"Gerhardt, Volker (Verfasser)",12439826X,"Gerhardt, Volker ","200 Religion, Religionsphilosophie + 100 Philosophie"
1099724376,Gewalt als Lebensform : zwei Reden / Jan Philipp Reemtsma,UB 19382,2016.0,119425432,"Reemtsma, Jan Philipp (Verfasser)",119425432,"Reemtsma, Jan Philipp ","300 Sozialwissenschaften, Soziologie, Anthropologie"
1104288079,Geschichte Japans / von Maria-Verena Blümmel [und 6 weitere] ; herausgegeben von Josef Kreiner,UB 18961,2016.0,109305418,"Blümmel, Maria-Verena (Verfasser)",109305418,"Blümmel, Maria-Verena ",950 Geschichte Asiens
109972211X,"Geschichte der Niederlande / Friso Wielenga ; Annegret Klinzmann, M.A., hat den Text ins Deutsche übertragen",UB 19336,2016.0,122237943,"Wielenga, Friso (Verfasser)",122237943,"Wielenga, Friso ",940 Geschichte Europas
1152340069,"Germania : Lateinisch/Deutsch / P. Cornelius Tacitus ; übersetzt, erläutert und mit einem Nachwort herausgegeben von Manfred Fuhrmann",UB 9391,2016.0,118620452 + 119300028,"Tacitus, Cornelius (Verfasser) + Fuhrmann, Manfred (Herausgeber, Übersetzer)",118620452,"Tacitus, Cornelius ","930 Alte Geschichte, Archäologie"
107981082X,Gelassenheit / Galen ; aus dem Griechischen übersetzt und herausgegeben von Kai Brodersen,UB 19319,2016.0,118537202 + 12017796X,"Galenus (Verfasser) + Brodersen, Kai (Herausgeber, Übersetzer)",118537202,Galenus ,"100 Philosophie + 930 Alte Geschichte, Archäologie"
1107804000,"Gedichte, Prosa, Briefe / Karoline von Günderrode ; herausgegeben von Hannelore Schlaffer",UB 9722,2016.0,118543202 + 11728047X,"Günderode, Karoline von (Verfasser) + Schlaffer, Hannelore (Herausgeber)",118543202,"Günderode, Karoline von ",830 Deutsche Literatur + B Belletristik
1125388579,Gedichte des Expressionismus / herausgegeben von Dietrich Bode,UB 8726,2016.0,116215305,"Bode, Dietrich (Herausgeber)",,,830 Deutsche Literatur + B Belletristik
1100381465,Gedichte aus dem Diwan / Muhammad Schams ad-Din Hafis ; ausgewählt und herausgegeben von Johann Christoph Bürgel,UB 9420,2016.0,118544632 + 133993035,"Ḥāfiẓ (Verfasser) + Bürgel, Johann Christoph (Herausgeber)",118544632,Ḥāfiẓ ,890 Literatur in anderen Sprachen + B Belletristik
1079810145,"García Lorcas Drama ""Bodas de sangre"" und die Literaturtheorie : 17 Modellanalysen / herausgegeben von Christian Grünnagel, Natascha Ueckmann und Gisela Febel",UB 17689,2016.0,1038311578 + 1072596369 + 124521525,"Grünnagel, Christian (Herausgeber) + Ueckmann, Natascha (Herausgeber) + Febel, Gisela (Herausgeber)",,,860 Spanische und portugiesische Literatur
1079814655,"Gaetano Donizetti, L'elisir d'amore : melodramma giocoso in due atti : Textbuch Italienisch - Deutsch = Gaetano Donizetti, Der Liebestrank / Libretto von Felice Romani ; übersetzt und herausgegeben von Henning Mehnert",UB 19150,2016.0,119309912 + 118526731 + 143244248,"Romani, Felice (Librettist) + Donizetti, Gaetano (Mitwirkender) + Mehnert, Henning (Übersetzer)",,,780 Musik
1125389230,"Friedrich Hebbel, Maria Magdalena / von Winfried Freund",UB 15361,2016.0,120121751,"Freund, Winfried (Verfasser)",120121751,"Freund, Winfried ",S Schulbücher
1116723778,Freiheit in Krähwinkel : Posse mit Gesang in zwei Abteilungen und drei Akten / Johann Nestroy ; herausgegeben von Jürgen Hein,UB 8330,2016.0,118587080 + 116658606,"Nestroy, Johann (Verfasser) + Hein, Jürgen (Herausgeber)",118587080,"Nestroy, Johann ",830 Deutsche Literatur + B Belletristik
1079811621,Fragen der Philosophie : Erstbegegnungen / Wieland Elfferding,UB 15071,2016.0,124026036,"Elfferding, Wieland (Verfasser)",124026036,"Elfferding, Wieland ",100 Philosophie
1079813799,Expressions et locutions du français moderne / von Brigitte Hamel Rodriguez und Berthe-Odile Simon-Schaefer,UB 19915,2016.0,1238830315 + 1157402062,"Hamel Rodriguez, Brigitte (Verfasser) + Simon-Schaefer, Berthe-Odile (Verfasser)",1238830315 + 1157402062,"Hamel Rodriguez, Brigitte  + Simon-Schaefer, Berthe-Odile ","440 Französisch, romanische Sprachen allgemein"
1112474463,Expressionismus / von Wilhelm Große,UB 15229,2016.0,120959860,"Große, Wilhelm (Verfasser)",120959860,"Große, Wilhelm ",S Schulbücher
1112159010,Eugen Onegin : ein Roman in Versen / Alexander Puschkin ; Übersetzung und Nachwort von Kay Borowsky,UB 427,2016.0,118641816 + 118125281,"Puškin, Aleksandr Sergeevič (Verfasser) + Borowsky, Kay (Übersetzer)",118641816,"Puškin, Aleksandr Sergeevič ",891.8 Slawische Literatur + B Belletristik
1121212220,"""Es schlug mein Herz"" : deutsche Liebeslyrik / herausgegeben von Hans Wagener",UB 18430,2016.0,115397175,"Wagener, Hans (Herausgeber)",,,830 Deutsche Literatur + B Belletristik
1079816364,"Éric-Emmanuel Schmitt, Oscar et la dame rose / Michaela Banzhaf",UB 15443,2016.0,12443889X,"Banzhaf, Michaela (Verfasser)",12443889X,"Banzhaf, Michaela ",S Schulbücher
1121246680,"Epistulae ad Atticum = Briefe an Atticus : Lateinisch/Deutsch / Marcus Tullius Cicero ; ausgewählt, übersetzt und herausgegeben von Dietmar Schmitz",UB 8786,2016.0,118520814 + 115733701,"Cicero, Marcus Tullius (Verfasser) + Schmitz, Dietmar (Herausgeber, Übersetzer)",118520814,"Cicero, Marcus Tullius ",870 Lateinische Literatur
1121212557,"English crime stories / Margery Allingham, Anthony Berkeley, P.D. James, Dick Francis, Dorothy Sayers ; herausgegeben von Armin Arnold",UB 9254,2016.0,118967606 + 119529157 + 120404389 + 119320576 + 118794779 + 121059618,"Allingham, Margery (Verfasser) + Berkeley, Anthony (Verfasser) + James, P. D. (Verfasser) + Francis, Dick (Verfasser) + Sayers, Dorothy L. (Verfasser) + Arnold, Armin (Herausgeber)",118967606 + 119529157 + 120404389 + 119320576 + 118794779,"Allingham, Margery  + Berkeley, Anthony  + James, P. D.  + Francis, Dick  + Sayers, Dorothy L. ",420 Englisch
112700056X,Eine Bibliothek der Weltliteratur / Hermann Hesse,UB 7003,2016.0,11855042X,"Hesse, Hermann (Verfasser)",11855042X,"Hesse, Hermann ","800 Literatur, Rhetorik, Literaturwissenschaft"
1127611216,Educating Rita / Willy Russell ; herausgegeben von Bernhard Reitz,UB 9040,2016.0,119072483,"Russell, Willy (Verfasser)",119072483,"Russell, Willy ",420 Englisch
1099719968,Drown / Junot Díaz ; herausgegeben von Klaus Amann,UB 19912,2016.0,115643605 + 14367692X,"Díaz, Junot (Verfasser) + Amann, Klaus (Herausgeber)",115643605,"Díaz, Junot ",420 Englisch
1115830376,Die zwölf Geschworenen / Reginald Rose ; für die deutsche Bühne dramatisiert von Horst Budjuhn,UB 7821,2016.0,129250295 + 117044008,"Rose, Reginald (Verfasser) + Budjuhn, Horst (Sonstige)",129250295,"Rose, Reginald ",810 Englische Literatur Amerikas + B Belletristik
1099720796,Die Wupper : Schauspiel in fünf Aufzügen / Else Lasker-Schüler ; mit einem Nachwort von Johannes Barth,UB 19415,2016.0,118569880 + 1025493737,"Lasker-Schüler, Else (Verfasser) + Barth, Johannes (Herausgeber)",118569880,"Lasker-Schüler, Else ",830 Deutsche Literatur + B Belletristik
1079813047,Die Vögel : Griechisch/Deutsch / Aristophanes ; übersetzt und herausgegeben von Niklas Holzberg,UB 19356,2016.0,118503987 + 122698614,"Aristophanes (Verfasser) + Holzberg, Niklas (Herausgeber, Übersetzer)",118503987,Aristophanes ,880 Griechische Literatur + B Belletristik
1121212344,Die Troerinnen : Griechisch/Deutsch / Euripides ; übersetzt und herausgegeben von Kurt Steinmann,UB 8424,2016.0,118531395 + 120535130,"Euripides (Verfasser) + Steinmann, Kurt (Herausgeber)",118531395,Euripides ,880 Griechische Literatur + B Belletristik
1079811729,Die Römische Kaiserzeit / von Martin Pujiula,UB 17084,2016.0,,"Pujiula, Martin (Verfasser) + Henke-Bockschatz, Gerhard (Herausgeber)",,"Pujiula, Martin ","930 Alte Geschichte, Archäologie"
1099725836,Die Öffentlichkeit der Literatur : Reden und Randnotizen / Heinrich Detering,UB 19387,2016.0,120309297,"Detering, Heinrich (Verfasser)",120309297,"Detering, Heinrich ","800 Literatur, Rhetorik, Literaturwissenschaft"
1125388137,Die Nase : russisch/deutsch / Nikolaj Gogol ; übersetzt und herausgegeben von Dorothea Trottenberg,UB 9628,2016.0,118540424 + 136874754,"Gogolʹ, Nikolaj Vasilʹevič (Verfasser) + Trottenberg, Dorothea (Übersetzer)",118540424,"Gogolʹ, Nikolaj Vasilʹevič ",891.8 Slawische Literatur + B Belletristik
1155959892,Die missbrauchten Liebesbriefe : Novelle / Gottfried Keller ; mit einem Nachwort von Karl Pörnbacher,UB 6176,2016.0,11856109X,"Keller, Gottfried (Verfasser)",11856109X,"Keller, Gottfried ",830 Deutsche Literatur + B Belletristik
1189223066,Die Jungfrau von Orleans : eine romantische Tragödie / Friedrich Schiller ; Anmerkungen von Ulrich Karthaus,UB 47,2016.0,118607626 + 105968463,"Schiller, Friedrich (Verfasser) + Karthaus, Ulrich (Herausgeber)",118607626,"Schiller, Friedrich ",830 Deutsche Literatur + B Belletristik
1099726298,Die Judenbuche / Annette von Droste-Hülshoff ; herausgegeben von Bernd Kortländer,UB 19414,2016.0,118527533 + 122639359,"Droste-Hülshoff, Annette von (Verfasser) + Kortländer, Bernd (Herausgeber)",118527533,"Droste-Hülshoff, Annette von ",830 Deutsche Literatur + B Belletristik
1112472681,Die Geschichte von dem kleinen MuckDer Zwerg NaseMärchen / Wilhelm Hauff,UB 7702,2016.0,118546864,"Hauff, Wilhelm (Verfasser)",118546864,"Hauff, Wilhelm ",830 Deutsche Literatur + B Belletristik
1098553934,Die Geschichte der Frauenbewegung / Michaela Karl,UB 18788,2016.0,124524168,"Karl, Michaela (Verfasser)",124524168,"Karl, Michaela ","300 Sozialwissenschaften, Soziologie, Anthropologie"
1082762415,"Die deutsche LiteraturTeil: Band 5., Aufklärung und Rokoko / herausgegeben von Otto F. Best",UB 9617,2016.0,,,,,
107981132X,Die Bundesrepublik Deutschland 1949-1989 / von Peter Adamski,UB 17089,2016.0,109286995 + 111754968,"Adamski, Peter (Verfasser) + Henke-Bockschatz, Gerhard (Herausgeber)",109286995,"Adamski, Peter ",943 Geschichte Deutschlands
1121212492,Die Bibliothek von Babel : Erzählungen / Jorge Luis Borges ; aus dem Spanischen übertragen von Karl August Horst und Curt Meyer-Clason ; mit einem Nachwort herausgegeben von José A. Friedl Zapata,UB 9497,2016.0,118513532 + 117010804,"Borges, Jorge Luis (Verfasser) + Horst, Karl August (Übersetzer)",118513532,"Borges, Jorge Luis ",860 Spanische und portugiesische Literatur + B Belletristik
1099725097,Die 95 Thesen : Lateinisch/Deutsch / Martin Luther ; mit Quellen zum Ablassstreit herausgegeben von Johannes Schilling,UB 19329,2016.0,118575449 + 124919065,"Luther, Martin (Verfasser) + Schilling, Johannes (Herausgeber, Übersetzer)",118575449,"Luther, Martin ","230 Theologie, Christentum"
1113215046,Dialoge über natürliche Religion / David Hume ; übersetzt und herausgegeben von Norbert Hoerster,UB 7692,2016.0,118554735 + 119145154,"Hume, David (Verfasser) + Hoerster, Norbert (Übersetzer, Herausgeber)",118554735,"Hume, David ","200 Religion, Religionsphilosophie + 100 Philosophie"
1121212646,Deutsche Unsinnspoesie / herausgegeben von Klaus Peter Dencker,UB 9890,2016.0,119406225,"Dencker, Klaus Peter (Herausgeber)",,,830 Deutsche Literatur + B Belletristik
1116724251,"Deutsche Geschichte in Quellen und DarstellungTeil: Band 4., Gegenreformation und Dreißigjähriger Krieg 1555-1648 / herausgegeben von Bernd Roeck",UB 17004,2016.0,120854325,"Roeck, Bernd (Herausgeber)",,,
1107803756,Deutsche Gedichte / Paul Fleming ; herausgegeben von Volker Meid,UB 2455,2016.0,118533908,"Fleming, Paul (Verfasser)",118533908,"Fleming, Paul ",830 Deutsche Literatur + B Belletristik
1112473661,Der zerbrochne Krug / Heinrich von Kleist ; herausgegeben von Bernd Hamacher,UB 18906,2016.0,118563076 + 132546973,"Kleist, Heinrich von (Verfasser) + Hamacher, Bernd (Herausgeber)",118563076,"Kleist, Heinrich von ",830 Deutsche Literatur + B Belletristik
1121246559,Der Verbrecher aus verlorener Ehre und andere Erzählungen / Friedrich Schiller ; Nachwort von Bernhard Zeller,UB 8891,2016.0,118607626,"Schiller, Friedrich (Verfasser)",118607626,"Schiller, Friedrich ",830 Deutsche Literatur + B Belletristik
1115830007,Der Verbrecher aus verlorener Ehre / Friedrich Schiller ; herausgegeben von Alexander Košenina,UB 19184,2016.0,118607626 + 124394272,"Schiller, Friedrich (Verfasser) + Košenina, Alexander (Herausgeber)",118607626,"Schiller, Friedrich ",830 Deutsche Literatur + B Belletristik
1104289725,Der Tod des Empedokles / Friedrich Hölderlin : herausgegeben von Friedrich Beissner,UB 7500,2016.0,118551981,"Hölderlin, Friedrich (Verfasser)",118551981,"Hölderlin, Friedrich ",830 Deutsche Literatur + B Belletristik
112538848X,Der Spieler : aus den Aufzeichnungen eines jungen Mannes / Fjodor Dostojewskij ; übersetzt und herausgegeben von Elisabeth Markstein,UB 2128,2016.0,118527053 + 136644155,"Dostoevskij, Fëdor Michajlovič (Verfasser) + Markstein, Elisabeth (Übersetzer)",118527053,"Dostoevskij, Fëdor Michajlovič ",891.8 Slawische Literatur + B Belletristik
1125387483,Der Peloponnesische Krieg / Thukydides ; übersetzt und herausgegeben von Helmuth Vretska und Werner Rinner,UB 1808,2016.0,11862234X + 138258384,"Thucydides (Verfasser) + Vretska, Helmuth (Herausgeber, Übersetzer)",11862234X,Thucydides ,"930 Alte Geschichte, Archäologie"
1112472363,Der Nachsommer : eine Erzählung / Adalbert Stifter ; herausgegeben von Benedikt Jeßing,UB 18352,2016.0,118618156 + 123472504,"Stifter, Adalbert (Verfasser) + Jeßing, Benedikt (Herausgeber)",118618156,"Stifter, Adalbert ",830 Deutsche Literatur + B Belletristik
1107804264,Der jüngste Tag : Schauspiel in sieben Bildern / Ödön von Horváth ; herausgegeben von Nicole Streitler,UB 18667,2016.0,118553739,"Horváth, Ödön von (Verfasser)",118553739,"Horváth, Ödön von ",830 Deutsche Literatur + B Belletristik
1099938228,Der Holocaust / von Julian Kümmerle,UB 17090,2016.0,,"Kümmerle, Julian (Verfasser)",,"Kümmerle, Julian ",940 Geschichte Europas
1127611593,Der grüne Heinrich : nach der ersten Fassung von 1854/55 / Gottfried Keller ; herausgegeben von Jörg Drews,UB 18282,2016.0,11856109X + 122101812,"Keller, Gottfried (Verfasser) + Drews, Jörg (Herausgeber)",11856109X,"Keller, Gottfried ",830 Deutsche Literatur + B Belletristik
1081680369,Der glückliche Prinz und andere Märchen / Oscar Wilde ; aus dem Englischen übersetzt und mit einem Nachwort versehen von Hans-Christian Oeser,UB 19388,2016.0,118632779 + 120455137,"Wilde, Oscar (Verfasser) + Oeser, Hans-Christian (Übersetzer)",118632779,"Wilde, Oscar ",820 Englische Literatur + B Belletristik
111274827X,Der Einzige und sein Eigentum / Max Stirner ; mit einem Nachwort herausgegeben von Ahlrich Meyer,UB 3057,2016.0,118618261,"Stirner, Max (Verfasser)",118618261,"Stirner, Max ",100 Philosophie
1082770728,"Der deutsche Idealismus : eine Einführung in die Philosophie von Fichte, Hegel und Schelling / Gerhard Gamm",UB 9655,2016.0,120523426,"Gamm, Gerhard (Verfasser)",120523426,"Gamm, Gerhard ",100 Philosophie
1116994607,Der Briefwechsel mit Heloisa / Abaelard ; übersetzt und mit einem Anhang herausgegeben von Hans-Wolfgang Krautz,UB 3288,2016.0,11850004X + 118548980 + 110084977,"Abaelard, Peter (Verfasser) + Héloïse (Verfasser) + Krautz, Hans-Wolfgang (Herausgeber)",11850004X + 118548980,"Abaelard, Peter  + Héloïse ","100 Philosophie + 230 Theologie, Christentum"
1121247105,Der Begriff Angst / Søren Kierkegaard ; aus dem Dänischen übersetzt von Gisela Perlet ; mit einem Nachwort herausgegeben von Uta Eichler,UB 8792,2016.0,118562002 + 107945088,"Kierkegaard, Søren (Verfasser) + Perlet, Gisela (Übersetzer)",118562002,"Kierkegaard, Søren ","100 Philosophie + 230 Theologie, Christentum + 150 Psychologie"
1097232069,Decameron : zwanzig ausgewählte Novellen ; Italienisch/Deutsch / Giovanni Boccaccio ; übersetzt und herausgegeben von Peter Brockmeier,UB 8449,2016.0,11851217X + 116553804,"Boccaccio, Giovanni (Verfasser) + Brockmeier, Peter (Übersetzer, Herausgeber)",11851217X,"Boccaccio, Giovanni ","850 Italienische, rumänische, rätoromanische Literatur + B Belletristik"
1104286858,Death of a salesman : certain private conversations in two acts and a requiem / Arthur Miller ; herausgegeben von Manfred und Gunda Pütz,UB 9172,2016.0,118582496,"Miller, Arthur (Verfasser)",118582496,"Miller, Arthur ",420 Englisch
994103352,De captivitate Babylonica ecclesiae : Lateinisch/Deutsch = Von der babylonischen Gefangenschaft der Kirche / Martin Luther ; übersetzt und herausgegeben von Hans-Hermann Tiemann,UB 18616,2016.0,118575449 + 111650461,"Luther, Martin (Verfasser) + Tiemann, Hans-Hermann (Übersetzer, Herausgeber)",118575449,"Luther, Martin ","230 Theologie, Christentum"
1156683769,Das Urteil und andere Prosa / Franz Kafka ; herausgegeben von Michael Müller,UB 9677,2016.0,118559230 + 128637544,"Kafka, Franz (Verfasser) + Müller, Michael (Herausgeber)",118559230,"Kafka, Franz ",830 Deutsche Literatur + B Belletristik
1079813527,Das Unbewusste / Sigmund Freud ; herausgegeben von Lothar Bayer und Hans-Martin Lohmann,UB 18955,2016.0,118535315 + 128823267 + 115666001,"Freud, Sigmund (Verfasser) + Bayer, Lothar (Herausgeber) + Lohmann, Hans-Martin (Herausgeber)",118535315,"Freud, Sigmund ",150 Psychologie
1115829874,Das Schiff Esperanza : Hörspiel / Fred von Hoerschelmann,UB 8762,2016.0,122841506,"Hoerschelmann, Fred von (Verfasser)",122841506,"Hoerschelmann, Fred von ",830 Deutsche Literatur + B Belletristik
1127611062,Das Schiff Esperanza : Hörspiel / Fred von Hoerschelmann ; Nachwort von Max Kämper,UB 8762,2016.0,122841506,"Hoerschelmann, Fred von (Verfasser)",122841506,"Hoerschelmann, Fred von ",830 Deutsche Literatur + B Belletristik
1079810250,Das römische Kochbuch / Marcus Gavius Apicius ; aus dem Lateinischen übersetzt und kommentiert von Robert Maier,UB 19383,2016.0,119024667 + 137823754,"Apicius (Verfasser) + Maier, Robert (Übersetzer, Herausgeber)",119024667,Apicius ,640 Hauswirtschaft und Familienleben
1099727022,Das Neue Leben / Dante Alighieri ; aus dem Italienischen übersetzt von Thomas Vormbaum,UB 19216,2016.0,118523708 + 128788283,"Dante, Alighieri (Verfasser) + Vormbaum, Thomas (Übersetzer)",118523708,"Dante, Alighieri ","850 Italienische, rumänische, rätoromanische Literatur + B Belletristik"
1084646838,Das Herzmære und andere Verserzählungen : Mittelhochdeutsch/Neuhochdeutsch / Konrad von Würzburg ; nach den Textausgaben von Eduard Schröder übersetzt und kommentiert von Lydia Miklautsch,UB 19381,2016.0,118565133 + 112727212,"Konrad, von Würzburg (Verfasser) + Miklautsch, Lydia (Herausgeber, Übersetzer)",118565133,"Konrad, von Würzburg ",830 Deutsche Literatur + B Belletristik
1088807771,Das Fräulein von Scuderi : Erzählung aus dem Zeitalter Ludwig des Vierzehnten / E.T.A. Hoffmann,UB 25,2016.0,118552465,"Hoffmann, E. T. A. (Verfasser)",118552465,"Hoffmann, E. T. A. ",830 Deutsche Literatur + B Belletristik
1121212131,"Das Buch der daoistischen Weisheit / Zhuangzi ; Auswahl, Einleitung und Anmerkungen von Günter Wohlfart ; Übersetzung von Stephan Schuhmacher",UB 18256,2016.0,118520768 + 120402769 + 123009596,"Zhuangzi (Verfasser) + Wohlfart, Günter (Herausgeber) + Schuhmacher, Stephan (Übersetzer)",118520768,Zhuangzi ,100 Philosophie
