,GND,GND_name,GND_gender,GND_birth,GND_death,GND_occupation,GND_country
7271,120218992,"Fritsch, Werner",Männlich,1960,,Schriftsteller + Dramatiker + Filmregisseur + Regisseur + Librettist + Regisseur + Schauspieler + Schriftsteller,Deutschland
7272,120227649,"Dannhauer, Johann Conrad",Männlich,1603-03-24,1666-11-07,Evangelischer Theologe + Hochschullehrer + Pfarrer + Schriftsteller,Deutschland
7273,120236346,"Lentz, Georg",Männlich,1928-06-21,2009-01-18,Schriftsteller,Deutschland + Frankreich
7274,120236974,"Willemsen, Roger",Männlich,1955-08-15,2016-02-07,Moderator + Literaturwissenschaftler + Filmproduzent + Regisseur + Sprecher + Schriftsteller + Schauspieler + Librettist + Hochschullehrer,Deutschland + Großbritannien
7275,120237563,"Dobler, Franz",Männlich,1959-11-18,,Schriftsteller + Übersetzer + Musikjournalist + Herausgeber,Deutschland
7276,120242796,"Riedemann, Peter",Männlich,1506,1556,,Tschechische Republik
7277,120243520,"Tuckermann, Anja",Weiblich,1961,,Schriftstellerin + Journalistin + Redakteurin,Deutschland
7278,120246910,"Dische, Irene",Weiblich,1952-02-13,,Schriftstellerin + Regisseurin,USA + Österreich
7279,120246954X,"Dirks, Walter",Männlich,1901-01-09,1975-09-14,Maler,Deutschland
7280,120253100,"Schwarz, Annelies",Weiblich,1938-10-20,,Schriftstellerin + Malerin + Lehrerin,Deutschland + Tschechische Republik
7281,120259885,"Daeninckx, Didier",Unbekannt,1949,,Schriftsteller + Drehbuchautor,Frankreich
7282,120260123,"Cunradi, Johann Heinrich",Unbekannt,1612-08-04,1684-05-24,Jurist,Polen + Deutschland
7283,120260255,"Zeindler, Peter",Männlich,1934-02-18,2023-05-07,Schriftsteller + Journalist + Pädagoge + Schriftsteller,Schweiz + Deutschland
7284,120261057,"Hemeling, Johann",Männlich,1610,1684-12-09,Rechenmeister + Schreibmeister + Schriftsteller + Kirchenlieddichter + Selbstverleger,Deutschland
7285,120262592,"Barth, Peter",Männlich,1898-06-02,1984-03-01,Schriftsteller + Lyriker + Apotheker,Rumänien
7286,120265583,"Lobe, Jochen",Unbekannt,1937,,Schriftsteller,Deutschland
7287,120267756,"Goldt, Max",Männlich,1958-09-15,,Schriftsteller + Komponist + Musiker + Schauspieler + Sprecher + Sänger,Deutschland
7288,120268345,"Dean, Martin R.",Männlich,1955,,Schriftsteller + Essayist + Journalist,Schweiz
7289,120270137,"Rieger, Franz",Männlich,1923,2005,Schriftsteller,Österreich
7290,120270145,"Sybilla Ursula, Schleswig-Holstein-Sonderburg, Herzogin",Unbekannt,1629,1671,,Deutschland
7291,120270234,"Blarer, Thomas",Männlich,1499,1567,Bürgermeister + Kirchenlieddichter + Humanist + Jurist + Reformator + Bürgermeister + Reichsvogt,Deutschland + Schweiz
7292,120282836,"Wüstefeld, Michael",Männlich,1951-09-12,,Schriftsteller + Lyriker + Librettist + Ingenieur,Deutschland
7293,120283190,"Böhme, Thomas",Männlich,1955-11-24,,Schriftsteller + Fotograf + Herausgeber,Deutschland
7294,120285843,"Höller, Hans",Männlich,1947,,Germanist + Hochschullehrer,Österreich
7295,120295245,"Werner, Markus",Männlich,1944-12-27,2016-07-03,Schriftsteller + Germanist,Schweiz
7296,120295571,"Looser, Guido",Unbekannt,1892,1937,,Schweiz
7297,120296233,"Gersdorf, Henriette Catharina von",Weiblich,1648-10-06,1726-03-06,Schriftstellerin + Lyrikerin + Kirchenlieddichterin + Pietistin,Deutschland
7298,120301911,"Tondern, Harald",Unbekannt,1941,,Schriftsteller,Deutschland
7299,120302276,"Osten, Hedwig von der",Weiblich,1613,1676-05-09,Liederdichterin,Polen + Deutschland
7300,120305151,"Wunberg, Gotthart",Männlich,1930-12-25,2020-02-05,Literaturwissenschaftler,Deutschland
7301,120309092,"Herfurtner, Rudolf",Männlich,1947,,Kinderbuchautor + Schriftsteller + Drehbuchautor,Deutschland
7302,120309297,"Detering, Heinrich",Männlich,1959,,Literaturwissenschaftler + Übersetzer + Lyriker,Deutschland + Dänemark
7303,120311798,"Gregor, Manfred",Männlich,1929-03-07,2018-02-04,Journalist + Schriftsteller,Deutschland
7304,120313170,"Diebolt, Lauber",Männlich,,,Schreiber + Verleger,Frankreich + Deutschland
7305,120315106,"Ani, Friedrich",Männlich,1959-01-07,,Schriftsteller + Journalist + Jugendbuchautor + Drehbuchautor,Deutschland
7306,120317966,"Römbell, Manfred",Männlich,1941-12-03,2010-06-22,Rechtspfleger + Schriftsteller,Deutschland
7307,120319950,"Körner, Wolfgang Hermann",Männlich,1941,,Schriftsteller,Deutschland
7308,120324253,"Traunsdorff, Johann Heinrich",Unbekannt,,,Schriftsteller + Spruchdichter,Deutschland
7309,120336618,"Seidemann, Maria",Weiblich,1944-10-16,2010-09-07,Schriftstellerin + Kinderbuchautorin + Drehbuchautorin,Deutschland
7310,120338041,"Häfner, Eberhard",Unbekannt,1941,,Schriftsteller,Deutschland
7311,1203384963,"Quellmelz, Barbara",Weiblich,1944,,Chorleiterin + Schlagzeugerin,Deutschland
7312,120345773,"Noack, Barbara",Weiblich,1924-09-28,2022-12-20,Schriftstellerin + Journalistin + Drehbuchautorin + Illustratorin,Deutschland
7313,120358425,"Poppe, Grit",Weiblich,1964-01-25,,Kinderbuchautorin + Jugendbuchautorin,Deutschland
7314,120360071,"Wagner, Bernd",Männlich,1948-05-30,,Schriftsteller + Lyriker + Herausgeber + Lehrer + Journalist,Deutschland
7315,120360543,"Pfitzer, Johann Nicolaus",Unbekannt,1634,1674,Arzt,
7316,120360721,"Lewitscharoff, Sibylle",Weiblich,1954-04-16,2023-05-13,Schriftstellerin + Dramatikerin + Religionswissenschaft,Deutschland
7317,120367882,"Kreidl, Margret",Weiblich,1964-01-02,,Schriftstellerin,Österreich
7318,120368242,"Pluch, Thomas",Männlich,1934,1992-05-21,Schriftsteller + Journalist,Österreich
7319,120371715,"Schlingensief, Christoph",Männlich,1960-10-24,2010-08-21,Regisseur + Filmregisseur + Theaterregisseur + Opernregisseur + Aktionskünstler + Drehbuchautor,Deutschland
7320,120372967,"Rinke, Moritz",Männlich,1967-08-16,,Journalist + Dramatiker + Schriftsteller + Drehbuchautor,Deutschland
7321,120374943,"Krawczyk, Stephan",Männlich,1955,,Liedermacher + Komponist + Sänger + Schriftsteller,Deutschland
7322,120376148,"Rathlef, Ernst Lorenz Michael",Männlich,1742,1791,Beamter + Schriftsteller + Schriftsteller,Deutschland
7323,12037627X,"Szymanski, Silvia",Unbekannt,1958,,Schriftstellerin + Sängerin,Deutschland
7324,120376555,"Niehaus, Michael",Männlich,1959,,Literaturwissenschaftler,Deutschland
7325,120380560,"Weeber, Karl-Wilhelm",Männlich,1950,,Historiker + Dozent + Klassischer Philologe + Althistoriker,Deutschland
7326,120380928X,"Fischer, Kuno",Männlich,,,Schauspieler,Land unbekannt
7327,120385406,"Bittner, Wolfgang",Männlich,1941-07-29,,Schriftsteller + Kinderbuchautor + Jurist,Deutschland
7328,120386712,"Delerm, Philippe",Unbekannt,1950,,Schriftsteller,Frankreich
7329,120386852,"Schimmang, Jochen",Männlich,1948,,Schriftsteller + Literaturkritiker + Übersetzer,Deutschland
7330,120387115,"Lucke, Hans",Männlich,1927-04-25,2017-08-27,Schauspieler + Autor + Regisseur + Drehbuchautor + Schauspieler + Dramatiker + Dramaturg,Deutschland
7331,1203911475,"Schlesinger, Klaus",Männlich,,,,Deutschland
7332,120392445,"Dischereit, Esther",Weiblich,1952,,Schriftstellerin + Pädagogin + Schriftsetzerin + Librettistin,Deutschland
7333,120394367,"Morsbach, Petra",Weiblich,1956,,Schriftstellerin + Dramaturgin + Regisseurin + Philologin + Slawistin,Russland + Deutschland + Schweiz
7334,120398567,"Weston, Elizabeth Johanna",Weiblich,1582-11-02,1612-11-28,Schriftstellerin,Großbritannien + Tschechische Republik
7335,120399288,"Werner, Johannes",Unbekannt,1468,1528,Mathematiker + Astronom + Geistlicher,Deutschland
7336,120400715,"Scherg, Georg",Männlich,1917-01-19,2002-12-20,Schriftsteller + Schriftsteller,Rumänien + Deutschland
7337,120402769,"Wohlfart, Günter",Männlich,1943,,Philosoph + Schriftsteller + Hochschullehrer,China + Deutschland + Frankreich
7338,1204162581,"Yildiz, Yasemin",Unbekannt,1987,,,Land unbekannt
7339,120417308,"Menzinger, Stefanie",Weiblich,1965,,Schriftstellerin + Germanistin + Slawistin,Deutschland
7340,120420767,"Deinert, Wilhelm",Unbekannt,1933-03-29,2012-05-02,Schriftsteller + Lyriker + Sachbuchautor + Literaturwissenschaftler,Deutschland
7341,120423774,"Gerstl, Elfriede",Weiblich,1932-06-16,2009-04-09,Schriftstellerin,Österreich
7342,120424460,"Schlattner, Eginald",Männlich,1933-09-13,,Schriftsteller + Pfarrer,Deutschland + Rumänien
7343,120430231,"Haffner, Karl",Männlich,1804-11-08,1876-02-29,Schriftsteller + Dramatiker + Librettist + Liederdichter + Komponist + Schauspieler + Schauspieler + Dramatiker,Deutschland + Österreich
7344,120430991,"Asscher-Pinkhof, Clara",Weiblich,1896-10-25,1984-11-25,Kinderbuchautorin + Lehrerin,Niederlande
7345,120435233,"Gröschner, Annett",Weiblich,1964,,Schriftstellerin + Journalistin + Historikerin + Autorin,Deutschland
7346,120440210,"Tannen, Deborah",Weiblich,1945-06-07,,Linguistin,USA
7347,120448041,"Hermann, Judith",Weiblich,1970-05-15,,Schriftstellerin,Deutschland
7348,120448289,"Spinnen, Burkhard",Männlich,1956-12-28,,Schriftsteller + Dozent,Deutschland
7349,120448807,"Schertenleib, Hansjörg",Männlich,1957-11-04,,Schriftsteller + Übersetzer + Schriftsetzer,Irland + Deutschland + Schweiz
7350,120449544,"Walser, Johanna",Weiblich,1957,,Schriftstellerin + Übersetzerin,Deutschland
7351,120450321,"Kurbjuweit, Dirk",Männlich,1962-11-03,,Journalist + Redakteur + Schriftsteller + Drehbuchautor + Schauspieler,Deutschland
7352,120453479,"Ahrens, Henning",Männlich,1964-11-22,,Übersetzer + Anglist + Schriftsteller + Lyriker,Deutschland
7353,120453487,"Grond, Walter",Männlich,1957,,Schriftsteller,Österreich
7354,120455137,"Oeser, Hans-Christian",Männlich,1950-06-12,,Übersetzer + Herausgeber + Autor + Sprecher + Reisebuchautor,Irland + Deutschland
7355,120455293,"Czechowski, Heinz",Männlich,1935-02-07,2009-10-21,Schriftsteller + Lyriker + Dramaturg + Librettist,Deutschland
7356,120457504,"Schweikert, Ruth",Weiblich,1964-07-15,2023-06-04,Schriftstellerin,Deutschland + Schweiz
7357,1204580014,"Stamm, Carl",Männlich,,,,Deutschland
7358,120459191,"Marthaler, Christoph",Männlich,1951-10-17,,Theaterregisseur + Komponist + Komponist + Komponist + Regisseur,Deutschland + Schweiz
7359,120459469,"Askan, Katrin",Unbekannt,1966,,Schriftstellerin,Deutschland
7360,120460947,"Zacharieva, Rumjana",Unbekannt,1950,,Schriftstellerin + Übersetzerin,Bulgarien + Deutschland
7361,120462664,"Reber, Sabine",Weiblich,1970,,Schriftstellerin + Journalistin,Schweiz + Irland
7362,12046490X,"Neumeister, Andreas",Männlich,1959,,Schriftsteller,Deutschland
7363,120465272,"Reza, Yasmina",Weiblich,1959-05-01,,Schriftstellerin + Dramaturgin + Musikerin + Regisseurin + Schauspielerin + Drehbuchautorin + Dramatikerin,Frankreich
7364,120466937,"Schmidt, Kathrin",Weiblich,1958,,Schriftstellerin + Lyrikerin + Psychologin + Redakteurin + Sozialwissenschaftlerin,Deutschland
7365,120467356,"Stuckrad-Barre, Benjamin von",Männlich,1975-01-27,,Schriftsteller + Musiker + Drehbuchautor + Moderator + Journalist,Deutschland
7366,120477750,"Scheib, Asta",Weiblich,1939-07-27,,Schriftstellerin + Redakteurin + Drehbuchautorin,Deutschland
7367,120480301,"Habrecht, Isaak",Männlich,1589-11-25,1633-10-10,Astronom + Mathematiker + Arzt,Deutschland + Frankreich
7368,120482371,"Beil, Ulrich Johannes",Männlich,1957,,Germanist + Lyriker + Literaturwissenschaftler + Medienwissenschaftler,Deutschland + Schweiz + Japan
7369,12048241X,"Stephan, Cora",Weiblich,1951,,Schriftstellerin + Historikerin + Lehrerin + Redakteurin,Deutschland + Frankreich
7370,120482509,"Naters, Elke",Unbekannt,1963,,Schriftstellerin + Fotografin + Kostümbildnerin + Designerin,Deutschland + Südafrika
7371,120490463,"Hüttenegger, Bernhard",Männlich,1948,,Schriftsteller + Literaturkritiker,Österreich
7372,120494159,"Torossi, Eleni",Weiblich,1947-04-07,2022-10-09,Schriftstellerin,Deutschland + Griechenland
7373,120495635,"Döbler, Hannsferdinand",Unbekannt,1919-06-29,2004-12-25,Schriftsteller,Deutschland
7374,120497077,"Droste, Wiglaf",Männlich,1961-06-27,2019-05-15,Schriftsteller + Satiriker + Sprecher + Sänger + Musiker + Übersetzer,Deutschland
7375,120499975,"Kelter, Jochen",Männlich,1946,,Schriftsteller + Lyriker + Übersetzer,Deutschland + Schweiz
7376,120501783,"Klein, Georg",Unbekannt,1953,,Schriftsteller,Deutschland
7377,120503026,"Raimund, Hans",Männlich,1945,,Schriftsteller + Übersetzer + Lehrer + Lyriker,Österreich
7378,120512866,"Sacks, Oliver W.",Männlich,1933-07-09,2015-08-30,Arzt + Neurologe + Schriftsteller,Großbritannien + USA
7379,120514176,"Rivas, Manuel",Männlich,1957,,Schriftsteller + Lyriker + Essayist + Journalist,Spanien
7380,120516918,"Overath, Angelika",Weiblich,1957,,Schriftstellerin + Journalistin + Literaturkritikerin,Deutschland + Schweiz
7381,120517159,"Frei, Otto",Männlich,1924-03-15,1990-07-15,Journalist + Schriftsteller,Italien + Deutschland + Schweiz
7382,120518481,"Züfle, Manfred",Männlich,1936-06-30,2007-03-29,Publizist + Schriftsteller + Schriftsteller,Deutschland + Schweiz
7383,120519364,"Regenass, René",Männlich,1935-05-15,2024-11-20,Schriftsteller + Redakteur + Schriftsteller + Dramaturg,Schweiz + Deutschland
7384,120525283,"Grieninger, Augustin",Unbekannt,1635,1692,,
7385,120526107,"Schulze, Ingo",Männlich,1962-12-15,,Schriftsteller + Dramaturg,Deutschland
7386,120532387,"Herbst, Alban Nikolai",Männlich,1955,,Schriftsteller + Librettist,Deutschland
7387,120533405,"Dedekind, Constantin Christian",Männlich,1628-04-02,1713,Komponist + Schriftsteller + Musiker + Steuerbeamter + Dramatiker,Deutschland
7388,120535084,"Gellius, Johann Gottfried",Unbekannt,1732,1781,Theologe,
7389,120536331,"Lander, Jeannette",Unbekannt,1931,2017,Schriftstellerin,Juden + USA + Deutschland
7390,12053715X,"Zaimoglu, Feridun",Männlich,1964-12-04,,Schriftsteller + Journalist + Künstler + Drehbuchautor,Deutschland + Türkei
7391,120541122,"Pfeifer, Tadeus",Männlich,1949-04-05,2010,Schriftsteller + Literaturkritiker + Kunstkritiker + Schriftsteller,Schweiz + Deutschland
7392,120555573,"Bekker, Alfred",Männlich,1964-09-27,,Schriftsteller + Lehrer,Deutschland
7393,120560216,"Druskowitz, Helene von",Weiblich,1858-05-02,1918-05-31,Schriftstellerin,Österreich
7394,120562987,"Bohrer, Karl Heinz",Männlich,1932-09-26,2021-08-04,Literaturwissenschaftler + Hochschullehrer + Publizist,Deutschland
7395,120570874,"Stein, Benjamin",Männlich,1970,,Schriftsteller + Lyriker + Verleger + Unternehmensberater + Redakteur,Deutschland
7396,120574330,"Schilling, Heinz",Männlich,1942-05-23,,Historiker + Hochschullehrer + Sachbuchautor + Publizist,Deutschland
7397,120578069,"Pehnt, Annette",Weiblich,1967-07-25,,Schriftstellerin + Literaturwissenschaftlerin + Journalistin,Deutschland
7398,120580217,"Baierl, Helmut",Männlich,1926-12-23,2005-09-12,Schriftsteller + Dramatiker + Drehbuchautor + Dramatiker,Deutschland
7399,120596679,"Rothmann, Ralf",Männlich,1953,,Schriftsteller,Deutschland
7400,120596954,"Wolf, Arnoldine Charlotte Henriette",Weiblich,1769,1820,Schriftstellerin + Lyrikerin,Deutschland
7401,120606488,"Wackwitz, Stephan",Männlich,1952,,Germanist + Lektor <Verlag> + Schriftsteller + Übersetzer,USA + Deutschland + Japan + Indien
7402,12060812X,"Kämpchen, Heinrich",Männlich,1847-05-23,1912-03-06,Schriftsteller + Bergmann,Deutschland
7403,120618214,"Sulzer, Alain Claude",Männlich,1953-02-17,,Schriftsteller + Bibliothekar + Journalist,Frankreich + Schweiz
7404,120618613,"Vogel, Juliane",Weiblich,1959,,Literaturwissenschaftlerin + Hochschullehrerin,Deutschland + Österreich
7405,120618869,"Levoy, Myron",Männlich,1930-01-30,2019-12-30,Schriftsteller + Kinderbuchautor,USA
7406,120628244,"Nünning, Vera",Unbekannt,1961,,Philologin + Anglistin + Hochschullehrerin,Deutschland
7407,120628252,"Nünning, Ansgar",Männlich,1959,,Anglist + Amerikanist + Literaturwissenschaftler,Deutschland + USA
7408,120634082,"Lauterbach, Johann",Männlich,1531-06-16,1593-10-11,Lehrer + Rektor + Schriftsteller,Deutschland
7409,120635526,Boppe,Unbekannt,,,,Deutschland
7410,120640600,"Henneberg, Claus",Männlich,1928,,Buchhändler + Schriftsteller,Deutschland
7411,12064536X,"Rettenpacher, Simon",Männlich,1634-10-19,1706-05-09,Schriftsteller + Schriftsteller + Bibliothekar,Deutschland + Österreich
7412,120649799,"Schmidt, Alfred Paul",Unbekannt,1941,,Schriftsteller + Drehbuchautor,Österreich
7413,120649845,"Scheibelreiter, Ernst",Männlich,1897-11-13,1973-03-03,Schriftsteller + Schriftsteller,Österreich + Deutschland
7414,120650215,"Zopfi, Emil",Männlich,1943-01-04,,Schriftsteller + Elektroingenieur + Bergsteiger,Schweiz
7415,120651106,"Seiler, Lutz",Männlich,1963-06-08,,Lyriker + Schriftsteller,Deutschland
7416,120651335,"Stolterfoht, Ulf",Unbekannt,1963-06-08,,Schriftsteller + Lyriker + Übersetzer + Essayist + Gastdozent,Deutschland
7417,120651386,"Donhauser, Michael",Männlich,1956-10-27,,Schriftsteller + Lyriker + Übersetzer + Librettist,Österreich + Liechtenstein
7418,120655713,"Hummelt, Norbert",Männlich,1962-12-30,,Schriftsteller + Publizist + Übersetzer,Deutschland
7419,120662515,"Bryson, Bill",Männlich,1951-12-08,,Schriftsteller + Journalist,USA + Großbritannien
7420,120666553,"Heidenreich, Elke",Weiblich,1943-02-15,,Schriftstellerin + Kabarettistin + Sprecherin + Moderatorin + Literaturkritikerin + Journalistin + Schauspielerin + Librettistin + Musikerin,Deutschland
7421,120667150,"Engin, Osman",Männlich,1960,,Schriftsteller + Sozialpädagoge,Türkei + Deutschland
7422,120667940,"Stephani, Claus",Männlich,1938-07-25,,Schriftsteller + Ethnologe + Journalist,Deutschland + Rumänien
7423,120668602,"Walther, Joachim",Männlich,1943-10-06,2020-05-18,Schriftsteller + Lektor <Verlag> + Herausgeber + Schlosser,Deutschland
7424,120669013,"Duvanel, Adelheid",Weiblich,1936,1996,Schriftstellerin + Künstlerin,Schweiz
7425,120671883,"Grosse, Carl",Unbekannt,1768-06-05,1847-03-15,Schriftsteller + Mineraloge + Geologe,Deutschland
7426,120672197,"Behr, Hans-Georg",Männlich,1937,2010,Journalist + Psychologe + Schriftsteller,Österreich + Deutschland
7427,120674831,"Grüning, Uwe",Männlich,1942-01-16,2024-07-23,Schriftsteller + Lyriker + Übersetzer + Politiker + Librettist,Deutschland + Polen
7428,120680300,"Calaminus, Georg",Männlich,1545-04-23,1595-12-11,Schriftsteller + Dramatiker + Gymnasiallehrer + Dramatiker,Österreich + Deutschland
7429,120680661,"Haefs, Hanswilhelm",Männlich,1935-11-11,2015-02-24,Publizist + Übersetzer + Redakteur,Belgien + Spanien + Kroatien + Deutschland
7430,120683679,"Staudacher, Wilhelm",Unbekannt,1928-03-16,1995-07-23,Schriftsteller + Stadtkämmerer + Mundartschriftsteller,Deutschland
7431,120698544,"Rotenberg, Stella",Weiblich,1916,2013,Schriftstellerin,Österreich + Großbritannien
7432,120698781,"Rabsch, Udo",Männlich,1944,,Schriftsteller + Arzt,Polen + Deutschland
7433,120706768,"Dangel-Pelloquin, Elsbeth",Weiblich,1947-10-29,,Linguistin + Literaturwissenschaftlerin + Autorin,Schweiz
7434,120713039,"Seckendorff, Karl Sigmund von",Männlich,1744-11-26,1785-04-26,Diplomat + Offizier + Schriftsteller + Komponist,Deutschland
7435,120716844,"Unger, Heinz Rudolf",Männlich,1938-08-07,2018-02-12,Schriftsteller + Schriftsteller,Österreich + Deutschland
7436,120716860,"Friedl, Hermann",Männlich,1920-02-21,1988-12-04,Schriftsteller + Arzt,Österreich
7437,120719401,"Feldes, Roderich",Männlich,1946,1996,Schriftsteller,Deutschland
7438,120729369,"Hotschnig, Alois",Männlich,1959-10-03,,Schriftsteller + Librettist + Germanist + Anglist,Österreich
7439,120729385,"Janacs, Christoph",Männlich,1955,,Schriftsteller + Übersetzer,Österreich
7440,120729393,"Vogel, Alois",Männlich,1922-01-01,2005-04-02,Schriftsteller,Österreich
7441,120729407,"Klinger, Kurt",Männlich,1928-07-11,2003-04-23,Schriftsteller + Schriftsteller + Dramaturg + Theaterdirektor,Österreich + Deutschland
7442,120729423,"Mander, Matthias",Unbekannt,1933,,Schriftsteller + Redakteur + Lektor <Hochschule>,Österreich
7443,12073169X,"Brunner, Horst",Männlich,1940,,Germanist + Literaturwissenschaftler + Hochschullehrer + Philologe,Deutschland
7444,120738384,"Itzinger, Karl",Unbekannt,1888,1948,,Österreich
7445,120739496,"Hartmann, Heiko Michael",Unbekannt,1957,,Schriftsteller,Deutschland
7446,120739755,"Latzko, Andreas",Männlich,1876-09-01,1943-09-11,Schriftsteller + Publizist + Pazifist,Deutschland + Ungarn + Österreich + Niederlande
7447,120740605,"Eilert, Bernd",Männlich,1949-06-20,,Schriftsteller + Regisseur + Drehbuchautor,Deutschland
7448,120741482,"Maiwald, Klaus",Männlich,1960,,Philologe,Deutschland
7449,12074242X,"Steinecke, Hartmut",Männlich,1940-03-12,2020-01-25,Philologe + Literaturwissenschaftler + Hochschullehrer,Deutschland
7450,120752468,"Nendorf, Johann",Männlich,1575-01-26,1647-02-23,Rektor + Gymnasiallehrer + Dramatiker,Deutschland
7451,12076122X,"Ivanji, Ivan",Männlich,1929-01-24,2024-05-09,Diplomat + Schriftsteller + Übersetzer,Österreich + Serbien
7452,120762811,"De Luca, Erri",Männlich,1950,,Schriftsteller + Übersetzer,Italien + Deutschland
7453,120763494,"Heiz, André Vladimir",Männlich,1951,,Schriftsteller + Maler,Schweiz
7454,120763796,"Opiz, Jan Ferdinand",Männlich,1741,1812,Schriftsteller,Tschechische Republik
7455,120768542,"Velius, Caspar Ursinus",Männlich,1493,1539-03-05,Schriftsteller + Humanist + Hofmeister,Deutschland + Österreich
7456,120769743,"Viragh, Christina",Weiblich,1953,,Schriftstellerin + Übersetzerin,Ungarn + Schweiz + Italien
7457,120771144,"Loschütz, Gert",Männlich,1946-10-09,,Schriftsteller + Dramatiker + Drehbuchautor + Übersetzer,Deutschland
7458,120777193,"Gueinz, Christian",Männlich,1592-10-13,1650-04-03,Pädagoge + Linguist + Grammatiker + Jurist + Kirchenlieddichter + Gymnasiallehrer + Rektor,Deutschland
7459,12077822X,"Steinfest, Heinrich",Männlich,1961,,Künstler + Schriftsteller,Österreich + Deutschland
7460,120790009,"Lindau, Wilhelm Adolf",Männlich,1774-05-24,1849-06-01,Schriftsteller + Übersetzer,Deutschland
7461,120796783,"Curtius, Michael Conrad",Männlich,1724-08-18,1802-08-22,Philologe + Jurist + Historiker + Hochschullehrer,Deutschland
7462,120804123,"Bremer, Jan Peter",Unbekannt,1965,,Schriftsteller,Deutschland
7463,120805758,"Luserke-Jaqui, Matthias",Männlich,1959,,Germanist + Hochschullehrer + Musiker + Herausgeber,Deutschland
7464,120807173,"Blaeulich, Max",Männlich,1952,,Schriftsteller + Maler,Polen + Österreich
7465,120810964,"Şenocak, Zafer",Männlich,1961,,Schriftsteller + Lyriker,Deutschland + Türkei
7466,120812959,"Christian, Schlesien-Liegnitz-Brieg, Herzog, 1618-1672",Männlich,1618-04-19,1672-02-28,,Polen + Deutschland
7467,120815834,"Scholz, Leander",Männlich,1969,,Schriftsteller + Kulturwissenschaftler + Philosoph,Deutschland
7468,120818493,"Zelter, Joachim",Männlich,1962-08-26,,Schriftsteller + Anglist + Schauspieler + Schriftsteller,Deutschland
7469,120821044,"Stamm, Peter",Männlich,1963-01-18,,Schriftsteller + Dramatiker + Journalist + Anglistik + Übersetzer,Schweiz
7470,120823721,"Hörler, Rolf",Männlich,1933-09-26,2007-08-17,Lyriker + Schriftsteller,Schweiz
7471,120825074,"Ammaniti, Niccolò",Männlich,1966,,Schriftsteller + Drehbuchautor + Biologe,Italien
7472,120837323,"Khan, Sarah",Weiblich,1971,,Schriftstellerin + Journalistin + Drehbuchautorin,Deutschland
7473,120839636,"Meißner, Tobias O.",Männlich,1967,,Schriftsteller,Deutschland
7474,120841916,"Babendererde, Antje",Weiblich,1963,,Schriftstellerin + Töpferin + Arbeitstherapeutin,Deutschland
7475,120847868,"Storz, Oliver",Männlich,1929-04-30,2011-07-06,Filmproduzent + Schriftsteller + Drehbuchautor + Regisseur + Kritiker + Dramaturg,Deutschland
7476,120849607,"Lebert, Benjamin",Männlich,1982-01-09,,Schriftsteller + Kinderbuchautor,Deutschland
7477,120855089,"Fischer, Johann Carl Christian",Unbekannt,1765,1816,,Land unbekannt
7478,120858223,"Peters, Christoph",Männlich,1966,,Schriftsteller + Maler,Deutschland
7479,120863855,"Mankell, Henning",Männlich,1948-02-03,2015-10-05,Schriftsteller + Theaterregisseur,Moçambique + Schweden
7480,120867036,"Sartorius, Joachim",Männlich,1946-03-19,,Herausgeber + Lyriker + Übersetzer + Publizist + Diplomat + Jurist + Schriftsteller + Funktionär,Deutschland
7481,120869322,"Doherty, Berlie",Weiblich,1943-11-06,,Schriftstellerin,Großbritannien
7482,120869837,"Heymair, Magdalena",Unbekannt,1535,1590,Pädagogin + Lehrerin + Schriftstellerin + Autorin,Slowakei + Deutschland
7483,120871114,"Tomasi di Lampedusa, Giuseppe",Männlich,1896-12-23,1957-07-23,Schriftsteller,Italien
7484,120873192,"Martin, Annette",Unbekannt,1959,,,
7485,1208740903,"Gerhardt, Rainer",Männlich,,,Pfarrer,Deutschland
7486,120878518,"Tawada, Yōko",Weiblich,1960,,Schriftstellerin,Japan + Deutschland
7487,12087914X,"Schmidt, Ilse",Unbekannt,1919,,Soldatin + Sekretärin + Bibliotheksassistentin,Deutschland
7488,120882434,"Geipel, Ines",Weiblich,1960-07-07,,Germanistin + Autorin + Sportlerin + Hochschullehrerin,Deutschland
7489,120883155,"Pakleppa, Fabienne",Weiblich,1950-09-27,,Schriftstellerin + Biografin,Deutschland + Schweiz
7490,120887657,"Nesbø, Jo",Männlich,1960-03-29,,Kriminalschriftsteller + Autor + Wirtschaftswissenschaftler + Journalist + Rockmusiker,Norwegen
7491,120887967,"Röckel, Susanne",Weiblich,1953,,Schriftstellerin + Übersetzerin,Deutschland
7492,120891158,"Singh, Rajvinder",Männlich,1956-01-04,2021-12-16,Literaturwissenschaftler + Lyriker + Sprecher + Sprecher,Indien + Deutschland
7493,1208936298,"Kläber, Kurt",Männlich,1897-11-04,1959-12-09,Schriftsteller,Schweiz + Deutschland
7494,120896605,"Kinskofer, Lieselotte",Weiblich,1959-12-05,,Schriftstellerin + Drehbuchautorin + Journalistin + Redakteurin,Deutschland
7495,120897318,"Lerche, Doris",Unbekannt,1945,,Schriftstellerin + Illustratorin,
7496,120898640,"Pflüger, Birgit",Unbekannt,1960,,,
7497,120901951,"Kelling, Gerhard",Männlich,1942-01-14,,Dramaturg + Dramatiker + Schriftsteller + Übersetzer + Dramatiker,Deutschland
