,GND,searchphrase,BDSL_hits_2000_all
2722,118177028,Sandra Kellein,0.0
2723,118179527,Wolf Haas,118.0
2724,118180738,Mariella Mehr,15.0
2725,118181505,Alex Capus,33.0
2726,118182978,Klaus Beuchler,0.0
2727,118183419,Gunter E. Grimm,51.0
2728,118184555,Jakob Arjouni,43.0
2729,118185942,Michael Winter,13.0
2730,118186043,Georg M. Oswald,31.0
2731,118188860,Franz-Maria Sonner,1.0
2732,1181897874,Jörg Sobiella,0.0
2733,118191012,Jörg Bernig,36.0
2734,118191152,Gerhard Roth,172.0
2735,118195743,Karin Reschke,2.0
2736,118196421,Herbert Genzmer,5.0
2737,118198157,Hera Lind,4.0
2738,11819853X,Konstanze Fliedl,99.0
2739,118200283,Wolfgang Büscher,25.0
2740,1182074820,Greta Thunberg,2.0
2741,1182266460,Johann Friedrich Mohn,0.0
2742,118500015,Johannes Aal,2.0
2743,118500074,Thomas Abbt,9.0
2744,118500147,Matthias Abele von und zu Lilienberg,2.0
2745,11850021X,a Sancta Clara Abraham,19.0
2746,118500279,Hans Assmann von Abschatz,2.0
2747,11850035X,Alexander Abusch,1.0
2748,118500422,Herbert Achternbusch,34.0
2749,118500619,Joseph Addison,5.0
2750,118500643,Johannes Adelphus,8.0
2751,118500651,Johann Christoph Adelung,28.0
2752,118500686,Alfred Adler,9.0
2753,118500708,H. G. Adler,398.0
2754,118500775,Theodor W. Adorno,1085.0
2755,118500856,Aeschylus,44.0
2756,118501038,Shemuʾel Yosef ʿAgnon,0.0
2757,118501062,Georg Agricola,7.0
2758,118501070,Johannes Agricola,7.0
2759,118501089,Rudolf Agricola,9.0
2760,118501232,Ilse Aichinger,372.0
2761,118501259,Čingiz Ajtmatov,0.0
2762,118501380,Edward Albee,0.0
2763,118501402,Hans Albers,1.0
2764,118501518,Aegidius Albertinus,13.0
2765,118501526,Lou Albert-Lasard,0.0
2766,118501550,Erasmus Alberus,6.0
2767,118501593,der Meister Albrant,1.0
2768,118501623,von Halberstadt Albrecht,7.0
2769,118501631,von Johannsdorf Albrecht,6.0
2770,11850164X,von Scharfenberg Albrecht,71.0
2771,118501712,Anita Albus,4.0
2772,118501771,Mateo Alemán,11.0
2773,11850178X,Jean Le Rond d' Alembert,3.0
2774,118502026,Alkuin,16.0
2775,118502107,Hermann Allmers,25.0
2776,118502255,Peter Altenberg,97.0
2777,118502263,Wolfgang Altendorf,1.0
2778,11850228X,Johannes Althusius,0.0
2779,118502433,Gustinus Ambrosi,1.0
2780,118502492,Pharao  Ägypten Echnaton,1.0
2781,118502549,Jean Améry,296.0
2782,118502751,Günther Anders,139.0
2783,118502786,Alfred Andersch,206.0
2784,118502794,Hans Christian Andersen,57.0
2785,118502867,Oswald Andrae,2.0
2786,118502883,Johann Valentin Andreä,99.0
2787,118502905,Capellanus Andreas,26.0
2788,118502921,Lou Andreas-Salomé,275.0
2789,118502956,Stefan Andres,216.0
2790,118503006,Leopold von Andrian-Werburg,22.0
2791,118503111,Silesius Angelus,62.0
2792,118503200,Mathilde Franziska Anneke,24.0
2793,118503243,Gabriele D'Annunzio,34.0
2794,118503251,Jean Anouilh,7.0
2795,118503472,Herzog  Braunschweig-Lüneburg Anton Ulrich,43.0
2796,11850357X,Ludwig Anzengruber,25.0
2797,118503634,Guillaume Apollinaire,26.0
2798,118503677,Rhodius Apollonius,1.0
2799,11850374X,Madaurensis Apuleius,13.0
2800,118503839,Johann Wilhelm von Archenholz,7.0
2801,118503855,Archilochus,3.0
2802,118503901,Erich Arendt,54.0
2803,11850391X,Hannah Arendt,722.0
2804,118503952,Ludovico Ariosto,36.0
2805,118503987,Aristophanes,27.0
2806,118504061,Frank Arnau,5.0
2807,118504118,Ernst Moritz Arndt,94.0
2808,118504134,Johann Arndt,48.0
2809,118504177,Achim von Arnim,457.0
2810,118504185,Bettina von Arnim,360.0
2811,118504207,der Priester Arnold,1.0
2812,118504398,Hans Arp,40.0
2813,11850441X,Fernando Arrabal,0.0
2814,118504495,Antonin Artaud,26.0
2815,118504533,H. C. Artmann,161.0
2816,118504568,Cäsar von Arx,5.0
2817,118505025,Erich Auerbach,174.0
2818,118505033,Raoul Auernheimer,7.0
2819,11850505X,Joseph von Auffenberg,4.0
2820,118505076,Herzog  Braunschweig-Lüneburg August,12.0
2821,118505084,König  Polen August II.,7.0
2822,118505114,Heiliger  Aurelius Augustinus,57.0
2823,118505165,Decimus Magnus Ausonius,1.0
2824,118505173,Jane Austen,9.0
2825,11850522X,Johannes Aventinus,6.0
2826,11850536X,Andreas Baader,4.0
2827,118505378,Franz von Baader,22.0
2828,118505394,Johannes Baader,11.0
2829,118505505,Carl Philipp Emanuel Bach,7.0
2830,11850553X,Johann Sebastian Bach,46.0
2831,118505602,Ingeborg Bachmann,1557.0
2832,118505645,Johann Jakob Bachofen,52.0
2833,118505653,Michail Michajlovič Bachtin,79.0
2834,118505696,Francis Bacon,19.0
2835,118505777,Leo Baeck,8.0
2836,118505904,Jens Baggesen,20.0
2837,118505955,Hermann Bahr,229.0
2838,11850598X,Carl Friedrich Bahrdt,12.0
2839,118506005,Rudolf Bahro,1.0
2840,118506137,Jakob Balde,69.0
2841,118506196,James Baldwin,7.0
2842,118506234,Hugo Ball,272.0
2843,118506331,Balthus,4.0
2844,118506358,Honoré de Balzac,69.0
2845,118506366,Peter Bamm,1.0
2846,11850651X,Henri Barbusse,6.0
2847,118506528,John Barclay,5.0
2848,118506617,Ernst Barlach,115.0
2849,118506749,Emil Barth,6.0
2850,118506803,Karl Barth,29.0
2851,118506862,Roland Barthes,93.0
2852,118507036,Valentinus Basilius,1.0
2853,118507109,Georges Bataille,37.0
2854,118507184,Charles Baudelaire,178.0
2855,118507206,Wolf Heinrich von Baudissin,3.0
2856,118507303,Josef Martin Bauer,4.0
2857,11850732X,Ludwig Amandus Bauer,3.0
2858,118507362,Walter Bauer,27.0
2859,118507397,Wolfgang Bauer,73.0
2860,118507400,Eduard von Bauernfeld,13.0
2861,118507591,Reinhard Baumgart,19.0
2862,118507605,Alexander Gottlieb Baumgarten,88.0
2863,118507753,Konrad Bayer,47.0
2864,11850777X,Pierre Bayle,10.0
2865,118507850,Pierre Augustin Caron de Beaumarchais,8.0
2866,118507877,Simone de Beauvoir,18.0
2867,118507893,August Bebel,3.0
2868,118507923,Johann Joachim Becher,3.0
2869,118507931,Johannes Robert Becher,88.0
2870,118507958,Ulrich Becher,37.0
2871,118508091,Jürgen Becker,96.0
2872,118508121,Rudolf Zacharias Becker,13.0
2873,118508172,Samuel Beckett,131.0
2874,118508253,Johann Beer,94.0
2875,118508288,Ludwig van Beethoven,111.0
2876,118508342,Michael Beheim,33.0
2877,118508350,Martin Beheim-Schwarzbach,1.0
2878,118508849,Hans Bender,37.0
2879,118508946,Mosheh Yaʿaḳov Ben Gavriʾel,0.0
2880,118509039,Walter Benjamin,2951.0
2881,118509047,Gottfried Benn,884.0
2882,118509152,Henry Benrath,11.0
2883,118509179,Max Bense,44.0
2884,118509233,Richard Benz,1.0
2885,118509322,Alban Berg,48.0
2886,11850939X,Werner Bergengruen,64.0
2887,118509497,C. C. Bergius,4.0
2888,118509578,Henri Bergson,24.0
2889,118509659,Götz von Berlichingen,63.0
2890,118509683,Gottfried Bermann Fischer,5.0
2891,118509861,Thomas Bernhard,1498.0
2892,118509993,Eduard Bernstein,0.0
2893,118510010,Alexander von Bernus,3.0
2894,11851007X,von Regensburg Berthold,31.0
2895,118510169,Friedrich Justin Bertuch,68.0
2896,11851024X,Johann von Besser,16.0
2897,118510304,Hans Bethge,9.0
2898,11851038X,Hugo Bettauer,31.0
2899,118510649,Peter Bichsel,81.0
2900,118510665,Jakob Bidermann,36.0
2901,118510703,Gabriel Biel,1.0
2902,118510754,Horst Bienek,73.0
2903,118510762,Otto Julius Bierbaum,42.0
2904,118510789,Wolf Biermann,76.0
2905,118510894,Theobald Billicanus,0.0
2906,118511165,Hans-Georg Noack,1.0
2907,118511262,Heilige  von Schweden Birgitta,4.0
2908,118511270,Sigmund von Birken,157.0
2909,118511335,Charitas Bischoff,0.0
2910,11851136X,Otto von Bismarck,16.0
2911,118511653,Franz Blei,51.0
2912,118511688,Charlotte Lady Blennerhassett,3.0
2913,118511742,Ernst Bloch,285.0
2914,11851184X,Wilhelm Blos,5.0
2915,118511947,Robert Blum,13.0
2916,118511955,Ruth Blum,0.0
2917,118511963,Alois Blumauer,22.0
2918,118512099,Hans Friedrich Blunck,19.0
2919,118512161,Johannes Bobrowski,282.0
2920,11851217X,Giovanni Boccaccio,114.0
2921,118512285,Eberhard von Bodenhausen,1.0
2922,118512293,Friedrich Bodenstedt,6.0
2923,118512315,Johann Jakob Bodmer,112.0
2924,118512579,Jakob Böhme,205.0
2925,118512676,Heinrich Böll,565.0
2926,118512706,Wilhelm Bölsche,48.0
2927,118512749,Ludwig Börne,134.0
2928,11851282X,Anicius Manlius Severinus Boethius,29.0
2929,11851296X,August Bohse,13.0
2930,1185129782,Richard von Volkmann,4.0
2931,118512986,Nicolas Boileau Despréaux,4.0
2932,11851301X,Sulpiz Boisserée,6.0
2933,118513087,Konrad Bollstatter,1.0
2934,118513117,Bernard Bolzano,46.0
2935,118513176,Heiliger  Kardinal Johannes Bonaventura,4.0
2936,118513214,Dietrich Bonhoeffer,67.0
2937,118513435,Rudolf Borchardt,218.0
2938,118513451,Wolfgang Borchert,175.0
2939,118513532,Jorge Luis Borges,70.0
2940,11851363X,Nicolas Born,101.0
2941,118513648,Stephan Born,2.0
2942,11851380X,Hieronymus Bosch,7.0
2943,118513931,Hermann Bote,41.0
2944,118514067,Margret Boveri,23.0
2945,118514210,Ulrich Bräker,35.0
2946,118514245,Otto Brahm,12.0
2947,118514393,Alois Brandstetter,36.0
2948,11851444X,Willy Brandt,28.0
2949,118514474,Sebastian Brant,226.0
2950,118514512,Thomas Brasch,61.0
2951,118514644,Volker Braun,308.0
2952,118514660,Rudolf Braunburg,0.0
2953,118514687,Rudolf Braune,9.0
2954,118514768,Bertolt Brecht,3179.0
2955,118514776,Willi Bredel,19.0
2956,118514814,Alfred Edmund Brehm,5.0
2957,118514865,Joseph Breitbach,42.0
2958,118514881,Johann Jakob Breitinger,44.0
2959,118515055,Clemens Brentano,518.0
2960,118515063,Franz Brentano,21.0
2961,11851508X,Sophie Brentano,28.0
2962,118515128,Johannes Brenz,7.0
2963,118515187,André Breton,25.0
2964,118515276,Jurij Brězan,29.0
2965,118515373,Gertrud von den Brincken,8.0
2966,118515470,Rolf Dieter Brinkmann,297.0
2967,118515500,Friederike Brion,11.0
2968,118515551,Hermann Broch,762.0
2969,11851556X,Bazon Brock,4.0
2970,118515586,Barthold Heinrich Brockes,110.0
2971,118515624,Max Brod,206.0
2972,118515667,Karl Bröger,3.0
2973,118515691,Arnolt Bronnen,40.0
2974,118515802,Ferdinand Bruckner,33.0
2975,118515810,Karl Bruckner,5.0
2976,11851587X,Christine Brückner,37.0
2977,118515969,Heinrich Brüning,0.0
2978,118516043,von Schönebeck Brun,2.0
2979,118516051,Friederike Brun,36.0
2980,118516213,Thomas Brunner,7.0
2981,118516310,Fritz Brupbacher,0.0
2982,118516329,Günter Brus,18.0
2983,118516345,Kaspar Brusch,1.0
2984,118516388,Günter de Bruyn,122.0
2985,118516418,Theodor de Bry,2.0
2986,118516477,Martin Buber,181.0
2987,118516485,Margarete Buber-Neumann,5.0
2988,118516507,Martin Bucer,74.0
2989,118516620,Werner Bucher,9.0
2990,118516639,Lothar-Günther Buchheim,9.0
2991,118516744,Andreas Heinrich Bucholtz,3.0
2992,11851685X,Johann Franz Buddeus,0.0
2993,118516906,Georg Büchner,1152.0
2994,11851699X,Jakob Bührer,1.0
2995,118517023,Bernhard von Bülow,1.0
2996,11851704X,Johannes Bünderlin,0.0
2997,118517090,Elise Bürger,6.0
2998,118517104,Gottfried August Bürger,83.0
2999,118517171,Josef Büscher,1.0
3000,118517287,Johannes Bugenhagen,6.0
3001,118517325,Inga Buhmann,0.0
3002,118517376,Michail Bulgakov,17.0
3003,118517384,Heinrich Bullinger,131.0
3004,118517406,Rudolf Bultmann,6.0
3005,118517511,Carl Jacob Burckhardt,17.0
3006,11851752X,Jacob Burckhardt,115.0
3007,118517600,Hermann Burger,95.0
3008,118517708,Edmund Burke,15.0
3009,118517821,Hermann Burte,7.0
3010,118517880,Wilhelm Busch,178.0
3011,118518208,Baron  George Gordon Byron Byron,64.0
3012,118518275,Gaius Iulius Caesar,8.0
3013,118518283,von Heisterbach Caesarius,24.0
3014,118518305,Alessandro di Cagliostro,10.0
3015,118518399,Pedro Calderón de la Barca,44.0
3016,118518437,Georg Calixt,0.0
3017,11851847X,Franz Callenbach,8.0
3018,118518534,Jean Calvin,15.0
3019,118518542,Italo Calvino,32.0
3020,118518569,Joachim Camerarius,23.0
3021,118518658,Joachim Heinrich Campe,90.0
3022,118518666,Julius Campe,9.0
3023,118518739,Albert Camus,54.0
3024,118518801,Elias Canetti,810.0
3025,118518836,Petrus Canisius,1.0
3026,118518968,Wolfgang Capito,2.0
3027,118518992,Truman Capote,1.0
3028,118519158,Rudolf Carnap,4.0
3029,118519182,Hans Carossa,29.0
3030,11851928X,Lewis Carroll,17.0
3031,118519352,Carl Gustav Carus,29.0
3032,118519417,Giacomo Girolamo Casanova,19.0
3033,118519468,Georg Cassander,0.0
3034,118519522,Ernst Cassirer,161.0
3035,118519565,Sébastien Châteillon,5.0
3036,118519573,Baldassare Castiglione,6.0
3037,118519719,Gaius Valerius Catullus,6.0
3038,118519832,Nicolae Ceauşescu,0.0
3039,118519859,Paul Celan,2287.0
3040,118519891,Konrad Celtis,71.0
3041,11851993X,Miguel de Cervantes Saavedra,127.0
3042,118519948,Aimé Césaire,1.0
3043,118519964,Paul Cézanne,34.0
3044,118519980,Marc Chagall,10.0
3045,118520040,Adelbert von Chamisso,291.0
3046,118520059,Raymond Chandler,2.0
3047,118520113,Charlie Chaplin,22.0
3048,11852013X,Erwin Chargaff,11.0
3049,118520199,Daniil Charms,5.0
3050,118520237,François-René de Chateaubriand,21.0
3051,118520245,Geoffrey Chaucer,9.0
3052,118520393,G. K. Chesterton,5.0
3053,118520512,Daniel Chodowiecki,23.0
3054,118520547,de Troyes Chrétien,133.0
3055,118520555,Lena Christ,26.0
3056,118520563,Richard Christ,56.0
3057,118520768,Zhuangzi,5.0
3058,118520792,Hanns Cibulka,29.0
3059,118520814,Marcus Tullius Cicero,27.0
3060,118520857,Oscar Walter Cisek,27.0
3061,118521039,Paul Claudel,16.0
3062,11852108X,Eduard Claudius,12.0
3063,118521098,Matthias Claudius,215.0
3064,118521101,Heinrich Clauren,12.0
3065,11852111X,Carl von Clausewitz,10.0
3066,118521330,Johannes Cochlaeus,9.0
3067,118521349,Jean Cocteau,11.0
3068,118521446,Daniel Cohn-Bendit,1.0
3069,11852156X,Heinrich Joseph von Collin,8.0
3070,118521691,Johann Amos Comenius,25.0
3071,118521748,Auguste Comte,0.0
3072,118521861,Joseph Conrad,65.0
3073,11852190X,Hermann Conring,0.0
3074,118521985,Adam Contzen,0.0
3075,118522027,James Cook,26.0
3076,118522175,Pierre Corneille,34.0
3077,11852240X,Johann Friedrich von Cotta,41.0
3078,118522450,Gustave Courbet,5.0
3079,118522469,Hedwig Courths-Mahler,15.0
3080,118522620,Stephen Crane,0.0
3081,118522833,Oswald Croll,4.0
3082,118522841,Oliver Cromwell,1.0
3083,11852285X,Johann Friedrich von Cronegk,3.0
3084,118522914,Franz Theodor Csokor,35.0
3085,118522922,Hellmut von Cube,0.0
3086,118523058,Ernst Robert Curtius,74.0
3087,118523066,Ludwig Curtius,0.0
3088,118523074,Quintus Curtius Rufus,0.0
3089,11852321X,Simon Dach,67.0
3090,118523260,Erich von Däniken,0.0
3091,118523368,Friedrich Christoph Dahlmann,2.0
3092,118523392,Felix Dahn,26.0
3093,11852349X,Carl Dallago,42.0
3094,118523627,Konrad Dangkrotzheim,0.0
3095,118523708,Alighieri Dante,162.0
3096,118523732,Georges Jacques Danton,1.0
3097,118523813,Charles Darwin,44.0
3098,118523856,Petrus Dasypodius,1.0
3099,11852402X,Angela Y. Davis,5.0
3100,118524275,Daniel Defoe,52.0
3101,118524313,Franz Josef Degenhardt,12.0
3102,118524518,Hans Delbrück,9.0
3103,118524534,Gilles Deleuze,81.0
3104,118524658,Demosthenes,1.0
3105,11852478X,Ludwig Derleth,8.0
3106,118524844,René Descartes,43.0
3107,118524860,Karlheinz Deschner,22.0
3108,118524917,Paul Dessau,18.0
3109,118524933,Max Dessoir,1.0
3110,118525042,Eduard Devrient,1.0
3111,118525069,John Dewey,3.0
3112,118525212,Uwe Dick,5.0
3113,118525239,Charles Dickens,44.0
3114,118525255,Emily Dickinson,16.0
3115,118525263,Denis Diderot,129.0
3116,118525484,Adolph Diesterweg,0.0
3117,118525514,von der Glesse Dietrich,13.0
3118,118525522,von Freiberg Dietrich,8.0
3119,118525654,Friedrich Christian Diez,1.0
3120,118525670,Walter Matthias Diggelmann,18.0
3121,118525697,Johann Michael Dilherr,5.0
3122,118525727,Wilhelm Dilthey,95.0
3123,118525751,Franz von Dingelstedt,3.0
3124,118526103,Otto Dix,9.0
3125,118526162,Heimito von Doderer,371.0
3126,118526200,Alfred Döblin,1038.0
3127,118526243,Ignaz von Döllinger,0.0
3128,11852643X,Hedwig Dohm,85.0
3129,118526618,Harry Domela,3.0
3130,118526634,Hilde Domin,121.0
3131,118526952,Tankred Dorst,115.0
3132,118527002,John Dos Passos,13.0
3133,118527053,Fëdor Michajlovič Dostoevskij,118.0
3134,11852710X,Arthur Conan Doyle,8.0
3135,11852741X,Ingeborg Drewitz,46.0
3136,118527533,Annette von Droste-Hülshoff,557.0
3137,11852755X,Johann Gustav Droysen,5.0
3138,118527665,Emil Du Bois-Reymond,1.0
3139,118527673,Charles Du Bos,1.0
3140,11852772X,Marcel Duchamp,11.0
3141,118527754,Konrad Duden,4.0
3142,118527797,Eugen Dühring,3.0
3143,11852786X,Albrecht Dürer,82.0
3144,118527908,Friedrich Dürrenmatt,669.0
3145,11852805X,Alexandre Dumas,12.0
3146,118528068,Alexandre Dumas,12.0
3147,118528084,Daphne Du Maurier,0.0
3148,118528254,Marguerite Duras,16.0
3149,118528300,Lawrence Durrell,1.0
3150,118528408,Bob Dylan,19.0
3151,118528521,von Cersne Eberhard,4.0
3152,118528599,Erich Ebermayer,8.0
3153,118528661,Marie von Ebner-Eschenbach,223.0
3154,11852870X,Johannes Eck,34.0
3155,118528777,Johann Peter Eckermann,39.0
3156,118528823,Meister Eckhart,417.0
3157,11852884X,Umberto Eco,41.0
3158,118528882,Johann Christian Edelmann,4.0
3159,11852903X,Axel Eggebrecht,4.0
3160,118529129,Werner Egk,1.0
3161,118529277,Christian von Ehrenfels,5.0
3162,118529374,Günter Eich,204.0
3163,118529390,Joseph von Eichendorff,666.0
3164,118529412,Carl Friedrich Eichhorn,0.0
3165,118529501,von Repgow Eike,44.0
3166,118529528,von Oberg Eilhart,56.0
3167,118529560,Einhard,28.0
3168,118529579,Albert Einstein,38.0
3169,118529587,Carl Einstein,173.0
3170,11852965X,Luise von Kobell,1.0
3171,118529692,Hanns Eisler,124.0
3172,118529706,Kurt Eisner,19.0
3173,118529714,Conrad Ekhof,4.0
3174,118529722,Sangallensis Eccardus IV.,36.0
3175,118529765,Erzherzogin  Österreich Eleonore,5.0
3176,11852982X,Norbert Elias,26.0
3177,118529846,George Eliot,26.0
3178,118529854,T. S. Eliot,69.0
3179,118529927,Heilige  Landgräfin  Thüringen Elisabeth,18.0
3180,118529935,Elisabeth Charlotte d' Orléans,17.0
3181,11853002X,Ralph Ellison,1.0
3182,118530062,Paul Eluard,6.0
3183,118530259,Michael Ende,186.0
3184,118530356,Gerrit Engelke,7.0
3185,118530364,Bernt Engelmann,2.0
3186,118530380,Friedrich Engels,30.0
3187,118530518,Gudrun Ensslin,5.0
3188,118530534,Hans Magnus Enzensberger,401.0
3189,118530666,Desiderius Erasmus,309.0
3190,118530895,Max Ernst,65.0
3191,118530909,Paul Ernst,138.0
3192,11853100X,Matthias Erzberger,0.0
3193,118531212,Hermann Essig,4.0
3194,118531395,Euripides,92.0
3195,118531603,Max Eyth,8.0
3196,118531719,Felix Fabri,27.0
3197,118531735,Georg Fabricius,4.0
3198,118531751,Wilhelm Fabricius Hildanus,0.0
3199,118531832,Otto Falckenberg,0.0
3200,118531905,Hans Fallada,268.0
3201,118532014,Franz Fassbind,4.0
3202,118532022,Rainer Werner Fassbinder,124.0
3203,118532081,William Faulkner,25.0
3204,118532146,Felix Fechenbach,2.0
3205,118532154,Gustav Theodor Fechner,36.0
3206,118532162,Paul Fechter,5.0
3207,118532200,Heinrich Federer,9.0
3208,118532235,Johann Hinrich Fehrs,5.0
3209,118532294,Barthold Feind,4.0
3210,118532367,Franz Michael Felder,89.0
3211,118532596,Joachim Fernau,1.0
3212,118532650,Ignaz Aurelius Fessler,1.0
3213,118532669,Joachim Fest,15.0
3214,118532693,Ernst von Feuchtersleben,12.0
3215,118532715,Lion Feuchtwanger,310.0
3216,118532723,Marta Feuchtwanger,14.0
3217,118532758,Ludwig Feuerbach,26.0
3218,118532766,Ritter von  Paul Johann Anselm Feuerbach,8.0
3219,118532839,Hubert Fichte,212.0
3220,118532847,Johann Gottlieb Fichte,208.0
3221,118532871,Ludwig von Ficker,34.0
3222,118532960,Henry Fielding,5.0
3223,118533061,Werner Finck,3.0
3224,11853307X,Ludwig Finckh,3.0
3225,118533185,Johann Fischart,119.0
3226,118533231,Carl Fischer,5.0
3227,118533436,Marie Louise Fischer,0.0
3228,118533592,F. Scott Fitzgerald,5.0
3229,118533649,Matthias Flacius,5.0
3230,118533665,Otto Flake,10.0
3231,118533754,Gustave Flaubert,115.0
3232,118533797,Konrad Fleck,44.0
3233,118533886,Marieluise Fleißer,145.0
3234,118533908,Paul Fleming,141.0
3235,118533940,Walter Flex,20.0
3236,118533991,Wilhelm Flitner,2.0
3237,11853419X,Elisabeth Förster-Nietzsche,36.0
3238,118534211,Hans Folz,42.0
3239,118534262,Theodor Fontane,2380.0
3240,118534289,Georg Forberger,0.0
3241,118534327,Auguste Forel,1.0
3242,118534416,Georg Forster,491.0
3243,118534424,Georg Forster,491.0
3244,118534432,Johann Reinhold Forster,20.0
3245,11853453X,Michel Foucault,123.0
3246,118534556,Friedrich de La Motte- Fouqué,138.0
3247,118534629,Erasmus Francisci,11.0
3248,11853467X,Sebastian Franck,28.0
3249,118534688,August Hermann Francke,17.0
3250,118534734,Anne Frank,31.0
3251,118534793,Leonhard Frank,73.0
3252,118534904,Viktor E. Frankl,3.0
3253,118534912,Benjamin Franklin,3.0
3254,118534955,Kaiser  Heiliges Römisches Reich Franz II.,7.0
3255,118534963,Heiliger  von Assisi Franz,15.0
3256,118535013,Kaiser  Österreich Franz Joseph I.,6.0
3257,118535102,von Meißen Heinrich,100.0
3258,118535161,Gottlob Frege,6.0
3259,11853517X,Bruno Frei,3.0
3260,118535188,Freidank,25.0
3261,118535196,Ferdinand Freiligrath,121.0
3262,118535269,Gustav Frenssen,34.0
3263,118535315,Sigmund Freud,785.0
3264,118535455,Gustav Freytag,227.0
3265,118535560,Egon Friedell,25.0
3266,118535579,Richard Friedenthal,8.0
3267,118535587,Johann Konrad Friederich,4.0
3268,118535749,König  Preußen Friedrich II.,104.0
3269,118535854,von Sonnenburg Friedrich,7.0
3270,118535897,Ernst Friedrich,353.0
3271,11853596X,Kurfürst  Brandenburg Friedrich Wilhelm,3.0
3272,118535978,König  Preußen Friedrich Wilhelm I.,23.0
3273,118535994,König  Preußen Friedrich Wilhelm IV.,23.0
3274,11853601X,Jakob Friedrich Fries,2.0
3275,118536109,Max Frisch,684.0
3276,11853629X,Friedrich Fröbel,3.0
3277,118536389,Erich Fromm,11.0
3278,118536419,Emil Frommel,1.0
3279,118536532,Christopher Fry,0.0
3280,118536613,Jürgen Fuchs,59.0
3281,118536672,Franz Fühmann,253.0
3282,118536702,Louis Fürnberg,26.0
3283,118536710,Max Fürst,11.0
3284,118536745,Johann Heinrich Füssli,26.0
