,GND,searchphrase,BDSL_hits_2000_all
8942,140047522,Gerhard Fritsch,53.0
8943,14005832X,von Limburg Schenk,0.0
8944,14009931X,Milo Rau,40.0
8945,14015731X,Job Hartmann von Enenkel,0.0
8946,140168079,Friedrich Krasser,0.0
8947,140271309,Christoph Derschau,0.0
8948,140293140,Johann Friedrich Teller,0.0
8949,140372318,Helene Hegemann,28.0
8950,140435050,Gert Neumann,18.0
8951,140568158,Marie-Sabine Roger,1.0
8952,14058143X,Mark Fisher,0.0
8953,140594701,Karl August Gottlieb Seidel,0.0
8954,140598308,Alexander R. Galloway,1.0
8955,140809619,Philipp Schönthaler,19.0
8956,140844384,von Schlüsselfelder Heinrich,0.0
8957,140886648,Johannes Hübner,1.0
8958,140907459,Valentin Triller,0.0
8959,140917462,Luc Spada,0.0
8960,140920854,Julie Anne Peters,0.0
8961,140949526,Andreas Thom,59.0
8962,141012447,Erika Molny,0.0
8963,141171634,von Hopfgarten Dietrich,6.0
8964,141192011,Albert Geiger,0.0
8965,141304278,Horst Ademeit,1.0
8966,141349123,Bruno Bauer,5.0
8967,141473444,Kaspar Gottlieb Lindner,0.0
8968,141477482,Eduard Michael Kafka,1.0
8969,141640537,Elfriede Kern,15.0
8970,141748621,Rahel Hutmacher,2.0
8971,141779861,Stefan Reisner,0.0
8972,141825049,Marcus Braun,3.0
8973,14184843X,Hans-Joachim Simm,13.0
8974,141855746,Apollonia Elisabeth von Massow,0.0
8975,141869674,Dorothee Elmiger,29.0
8976,141964758,Thomas Ostermeier,5.0
8977,14197169X,Anna-Elisabeth Mayer,7.0
8978,141991569,Michael Staudacher,1.0
8979,142026263,Matthias Geske,0.0
8980,142031372,Georg Messerschmidt,0.0
8981,142043222,Karl Kleinschmidt,0.0
8982,142073318,Pierre Imhasly,1.0
8983,142079618,Balthasar Walther,1.0
8984,142150266,Thomas Wörtche,10.0
8985,142168262,Alfons Petzold,6.0
8986,142241156,Max Kegel,0.0
8987,142262595,Christoph Semler,0.0
8988,142290742,Paul Didymus,0.0
8989,142441007,Robert Springer,0.0
8990,142482234,Moritz Stetter,2.0
8991,142483435,Joachim Beccau,0.0
8992,142519456,Theodor Kroeger,6.0
8993,142549940,Eugen Ruge,41.0
8994,142740195,Katrine von Hutten,0.0
8995,142826790,Georg Christoph Kellner,0.0
8996,142839485,Annette Bühler-Dietrich,36.0
8997,143129937,Lothar Treuge,0.0
8998,143150138,August Wilhelm Leopold Rahmel,0.0
8999,143251872,Elisabeth von Senitz,0.0
9000,143302795,Anna Weidenholzer,1.0
9001,143459759,Ursula K. Heise,6.0
9002,143461702,Johannes Baader,11.0
9003,143470396,Gabriele Eckart,50.0
9004,143502832,Michael Joyce,0.0
9005,143588125,Friedrich Schmidt,63.0
9006,143638238,Inga Römer,2.0
9007,143757598,Bettina Kupfer,0.0
9008,143777432,Jackie Thomae,6.0
9009,143811959,Marianna Salzmann,25.0
9010,144054655,Gerhard Plumpe,23.0
9011,170134490,Karl-Heinz Berger,0.0
9012,170199894,David W. Kalisch,4.0
9013,170350940,Joachim Burmeister,1.0
9014,170444244,Jean Krier,8.0
9015,171037618,Richard Specht,0.0
9016,171075277,Dieter Schubert,2.0
9017,171112032,Christian Gregor,7.0
9018,171899148,Jinping Xi,0.0
9019,171933184,Karin Struck,22.0
9020,17193539X,Roland Koch,4.0
9021,171935942,Ulrich Sander,0.0
9022,171937864,Adolf Uzarski,1.0
9023,171938933,Norbert Johannimloh,16.0
9024,171943635,Norbert Niemann,21.0
9025,171990870,Hanspeter Brode,1.0
9026,172061024,Helmut Eisendle,14.0
9027,172076064,Renate Fischetti,0.0
9028,172082439,Tegernseensis Froumundus,0.0
9029,172128129,Dieter Hasselblatt,0.0
9030,17213157X,Eduard Friedrich Richard Heinel,0.0
9031,172135206,Bruder Hermann I.,16.0
9032,172181739,Martina Kayser,0.0
9033,172235618,Susan Sniader Lanser,1.0
9034,172242894,Ulrich Maché,3.0
9035,172285097,Rolf Niederhauser,5.0
9036,172511461,von Jerxheim Konemann,1.0
9037,172514975,Kerstin Stüssel,35.0
9038,172740487,Ignatz Ertl,0.0
9039,172831180,Konrad Lorenz,5.0
9040,172957923,Norbert Wiener,0.0
9041,172960576,Caspar Dornau,0.0
9042,173090257,Bill Brown,0.0
9043,173150594,Uta Plate,0.0
9044,173242995,Johann August Klein,2.0
9045,173291589,Ulrike Kolb,12.0
9046,173369790,Christian David,30.0
9047,173590225,Peter Maiwald,3.0
9048,173678394,Carl Wald,6.0
9049,173991939,Adolf Frey,1.0
9050,174039735,Otto Rombach,3.0
9051,174046561,Hippolyt August Schaufert,0.0
9052,174082770,Sebastian Graeb-Könneker,1.0
9053,174085907,Hermann Albrecht Schüller,0.0
9054,174167393,Wolfgang Menzel,40.0
9055,174171374,Henning Witte,0.0
9056,17427484X,Alexander Spoerl,2.0
9057,174300468,Rudolf Schwarzkogler,0.0
9058,174316968,Mauricio Kagel,3.0
9059,174322518,Bernhard von der Marwitz,0.0
9060,174389558,Katja Behrens,8.0
9061,188580190,Jean-Louis Baudry,0.0
9062,18941619X,Johann Grasse,1.0
9063,189417161,Carl Maria Weber,30.0
9064,189449993,Winfried Hönes,0.0
9065,189458852,Wilfried Happel,0.0
9066,189477016,Hermann Hersch,0.0
9067,189479183,Wilhelm Jacoby,0.0
9068,189486074,Wilhelm Lübke,2.0
9069,189492945,Werner Reinert,0.0
9070,189498056,Theodor Seidenfaden,1.0
9071,189503548,Hans K. Wehren,3.0
9072,189528966,Samuel Christoph Wagener,0.0
9073,189549025,Hermann Baumgarten,0.0
9074,189564938,Albert Knapp,1.0
9075,189568798,Johan Oldecop,0.0
9076,189579145,Arnold Ruge,20.0
9077,115763244,Peter J. Brenner,53.0
9078,115835148,Hans Gerd Rötzer,12.0
9079,115889159,Sonja Hilzinger,53.0
9080,116260092,Jan Knopf,80.0
9081,118127578,Bernhard H. F. Taureck,3.0
9082,11850519X,J. L. Austin,30.0
9083,118530585,Epicurus,2.0
9084,118597396,Marcus Fabius Quintilianus,3.0
9085,118621386,Quintus Septimius Florens Tertullianus,2.0
9086,118979426,Manfred Riedel,25.0
9087,119138875,Hans Dietrich Irmscher,16.0
9088,121160688,Andreas Graeser,0.0
9089,121351904,Hiltrud Gnüg,11.0
9090,121889483,Yomb May,24.0
9091,122127285,Hartmut Kasper,2.0
9092,122200306,Andreas Bächli,0.0
9093,122202252,Winfried Engler,0.0
9094,122436555,Christiane Zschirnt,1.0
9095,122526805,Joachim Knape,82.0
9096,122639359,Bernd Kortländer,87.0
9097,123315808,Gabriele Sander,49.0
9098,123523915,Tim Mehigan,65.0
9099,12431449X,Michael Cook,1.0
9100,12467903X,Ernst Doblhofer,0.0
9101,124807240,Dietrich Homberger,5.0
9102,128466391,Michael Hofmann,216.0
9103,128843284,Arnd Beise,84.0
9104,129052493,Axel Schalk,18.0
9105,13044040X,Joachim Schulte,9.0
9106,132796473,Tom Kindt,94.0
9107,133854043,Ingo Reuter,1.0
9108,139555439,Michaela Holdenried,54.0
9109,144036169,Martin Franzbach,1.0
9110,100471196,Jacopo Ferretti,0.0
9111,100652565,Giambattista Varesco,0.0
9112,100816142,Anton Schlossar,0.0
9113,10084751X,Adolphe d' Ennery,1.0
9114,100970427,Taliesin,0.0
9115,101275944X,Heinz-Ludwig Schneiders,0.0
9116,1012759539,Frank Rainer Max,7.0
9117,1013014553,Jonathan Howard,0.0
9118,1013257340,Herbert Kohl,0.0
9119,1013353285,Thomas Forrest Kelly,0.0
9120,101379552,Louis Aimé Maillart,0.0
9121,1014133564,David Norman,3.0
9122,1014244331,Bernd Nicolai,0.0
9123,1014882036,Nadja Prinz,0.0
9124,1015061672,Winfried Kreutzer,0.0
9125,1015551564,Claudia Kemper,0.0
9126,1015555446,Bruno Gibert,0.0
9127,101567944,Heinz Küpper,23.0
9128,1016491166,L. A. Paul,8242.0
9129,1016972822,Katja Spitzer,0.0
9130,1021257877,Antoine Laurain,0.0
9131,1022012819,Ian Shaw,0.0
9132,1022029231,Christian Seidel,0.0
9133,1022496018,Martina Müller-Wiener,0.0
9134,1022956868,Wilhelm Borcherding,1.0
9135,102306992X,Eric H. Cline,0.0
9136,1023331004,Andreas Brandtner,13.0
9137,1023380692,Giovanni Montanaro,0.0
9138,1023488582,Oskar Kilian,0.0
9139,1023649632,Petra Eisele,0.0
9140,1023771624,Herbert Brunner,0.0
9141,10239394X,Quintus Gargilius Martialis,0.0
9142,1024265781,Wilhelm Schreiner,1.0
9143,1025493125,Johannes Menke,0.0
9144,102590611X,Sabine Müller-Mall,1.0
9145,1026985404,Renate Herrmann-Winter,5.0
9146,1027333052,Mercedes Neuschäfer-Carlón,0.0
9147,1031504656,Eike Middell,0.0
9148,1032022957,Donatella Di Pietrantonio,0.0
9149,1032265612,Hartmut Regitz,0.0
9150,1032935464,Sascha Friesike,0.0
9151,103349154,Sergej Antonov,0.0
9152,1033965472,Viviana Chilese,16.0
9153,1034061372,Hiltgart Leu Keller,0.0
9154,1034986880,Martin Redfern,0.0
9155,1035224690,Ulrike Sprenger,1.0
9156,1035379155,Klaus Kieser,0.0
9157,1035390949,Philippe Wampfler,6.0
9158,1037952421,Karlheinz Hasselbach,8.0
9159,10379767X,Hans-Günter Ottenberg,3.0
9160,1038387493,Karl Weinhausen,0.0
9161,103978186,Mathias Hansen,1.0
9162,104045140,Ludwig Finscher,0.0
9163,1041699891,Peter R. Wieninger,0.0
9164,1041902085,Viola Ardone,0.0
9165,1042173222,Johanna Sprondel,1.0
9166,1042549192,Johannes Drerup,1.0
9167,104261850X,Rioletta Sabo,0.0
9168,104298324,William Somerset Maugham,0.0
9169,1043554661,Julian Budden,0.0
9170,1044199865,Michael Scholz-Hänsel,0.0
9171,1046354728,Oliviero Angeli,0.0
9172,1046428411,Hans Jürgen Geerdts,0.0
9173,104667982,Horst Koegler,0.0
9174,10468156X,Gerhard Zinserling,0.0
9175,1047945177,Carlos Villanes Cairo,0.0
9176,1049218078,Andrew Clapham,0.0
9177,1051222427,Taufīq Yūsuf ʿAuwād,0.0
9178,1051293030,Kim Knott,0.0
9179,1051484367,Peggy McIntosh,0.0
9180,1051677351,Johann Strunz,0.0
9181,1052665691,Carsten Jahnke,0.0
9182,1053131054,Heinz Entner,0.0
9183,1053262531,Joachim Wiese,2.0
9184,1053646607,Gabriella Kuruvilla,0.0
9185,1054732639,Eva-Maria Scholz,0.0
9186,105487120,Winfried Lüdecke,0.0
9187,1055114688,Karl Pannier,0.0
9188,1055766103,Gisela Noehles-Doerk,0.0
9189,1055794859,Alastair I. M. Rae,0.0
9190,105591157X,Felix Hinz,2.0
9191,1056381779,José Lorenzo Fuentes,0.0
9192,1056548444,Ana María Vicuña,0.0
9193,1057509906,Renate Hartleb,0.0
9194,1057516775,Celso López,0.0
9195,1057594970,Augusto Fraschetti,0.0
9196,105808660,Ernst Günther Schmidt,1.0
9197,1058899058,Valerio Vial,0.0
9198,1058984810,Frederika Amalia Finkelstein,1.0
9199,1060522985,Frieder Vogelmann,1.0
9200,106187562,Ernst Hinrichs,4.0
9201,1062199618,Ayub Khan-Din,0.0
9202,106336037,Ulrich Steinvorth,0.0
9203,106539566,Lothar Ehrlich,53.0
9204,106717561,Fritz Jürß,0.0
9205,106719882,Hans-Otto Dill,1.0
9206,1067956115,Julien de Mallian,0.0
9207,1068039892,Bettina Fröhlich,1.0
9208,1068217995,Lothar Johannes Scheithauer,0.0
9209,106876236,Hans-Dieter Bahr,4.0
9210,1071077201,Margaret I. Dretzke,0.0
9211,1071465228,Akwugo Emejulu,0.0
9212,1073553744,Jürgen von Ahn,0.0
9213,107495128X,Judith Krieg,0.0
9214,1075746272,Hermann Gackenholz,0.0
9215,1077111991,Ta-Nehisi Coates,0.0
9216,1077266979,Orianne Charpentier,0.0
9217,1077657242,Franziska Gevert,0.0
9218,107879964,Skitalec,0.0
9219,108078426,Wolfgang Detel,5.0
9220,108424263X,Klaus-Dieter Metz,1.0
9221,108549593,Michael Jacobs,2.0
9222,1088450679,Christoph Sebastian Widdau,2.0
9223,1089063709,Hans-Joachim Müller,10.0
9224,1089153910,Brian Charlesworth,0.0
9225,108937569,Reiner Wimmer,2.0
9226,109153170,Bernd Rolf,5.0
9227,109286995,Peter Adamski,0.0
9228,109305418,Maria-Verena Blümmel,0.0
9229,109332032,Jürgen August Alt,0.0
9230,109332822,Manfred Groten,4.0
9231,109335899,Hartmann Wunderer,2.0
9232,109656431,Heinz Wallerus,0.0
9233,109766253,Holm Tetens,0.0
9234,109831918,Wolf-Dietrich Niemeier,0.0
9235,110137473X,Tim Henning,3.0
9236,11016296X,Dirk Meyhöfer,0.0
9237,110216806,Helga Esselborn-Krumbiegel,21.0
9238,110648633,Winfried Speitkamp,0.0
9239,110685113,Paul Hoyningen-Huene,0.0
9240,110821971,Francis Carr,1.0
9241,11086770X,Dieter Sturma,1.0
9242,110916360,Edda Neumann-Adrian,0.0
9243,111058880,Uta Störmer-Caysa,60.0
9244,1116444909,Nikil Mukerji,0.0
9245,111657644,Heinz Risel,1.0
9246,111660734,Edgar Lein,0.0
9247,1116641828,Laila Wadia,0.0
9248,111754577,Heiner F. Klemme,11.0
9249,111754968,Gerhard Henke-Bockschatz,2.0
9250,111860377,Charlotte Schubert,0.0
9251,11189509X,Heiner Hastedt,0.0
9252,112297900,Haritini Kotsidu,0.0
9253,1123084149,Romy Jaster,0.0
9254,112408441X,Wolfgang Pütz,3.0
9255,1124419209,Björn Onken,0.0
9256,112472001,Gerhard Waldherr,0.0
9257,1124869158,Ingo Meyer,30.0
9258,112599354,Elisabeth Schmierer,11.0
9259,112672965,Torsten Fried,1.0
9260,112793193,Detlev Taranczewski,0.0
9261,113016638,Eva-Maria Engelen,0.0
9262,113032862,Rolf-Bernhard Essig,27.0
9263,113051034,Ken Binmore,0.0
9264,1130793281,David Löwenstein,0.0
9265,1131820053,Harry Sidebottom,0.0
9266,113477228,R. M. Sainsbury,0.0
9267,113521030,Jörg Zirfas,4.0
9268,113544774,Christian Freigang,0.0
9269,1136921249,Manuela Di Franco,0.0
9270,113912900,Susanne König-Lein,0.0
9271,114225443,Bettina Marten,0.0
9272,11437810X,Byung-Chul Han,2.0
9273,114476543,Kerstin S. Jobst,2.0
9274,1145956351,Heike Olschansky,0.0
9275,1146174764,Gábor Hajnal,0.0
9276,1146480105,Oliver Plessow,4.0
9277,114697809,Adam Hochschild,0.0
9278,114764530,Teresa Rodrigues Cadete,8.0
9279,1147793433,Volker Habermaier,5.0
9280,114960488,Wolf Dieter Hellberg,3.0
9281,114973075,Erol Yıldız,0.0
9282,1150187980,Peter Sich,40.0
9283,1150675268,David Lanius,0.0
9284,115108106,Rolf Wehmeier,0.0
9285,1151599204,Giulia Caminito,0.0
9286,1153485443,Dustin Breitenwischer,2.0
9287,115415815,Ulrich Reißer,0.0
9288,115420118,Friedhelm Debus,28.0
9289,11542055X,Hauke Brunkhorst,3.0
9290,115425675,Franziska Roller,0.0
9291,11543044X,Ingemar König,0.0
9292,115431462,Gunzelin Schmid Noerr,6.0
9293,115438300,Bernward Gesang,0.0
9294,115443193,Annemarie Pieper,7.0
9295,11544338X,Peter Fiedler,1.0
9296,115452273,Peter Gaymann,0.0
9297,115454926,Julian Nida-Rümelin,1.0
9298,115458085,Salvatore Cammarano,1.0
9299,115482016,Gillian Butler,0.0
9300,115484035,Hagen Schulze,1.0
9301,115486704,Thomas Degering,0.0
9302,115529721,Dieter Harmening,0.0
9303,11553301X,Marianne Brentzel,7.0
9304,115539387,Hans-Heinrich Nolte,0.0
9305,115542558,Abraham Marie Hammacher,0.0
9306,115559337,Joseph Méry,1.0
9307,115562990,Margit Hähner,0.0
9308,115580549,Günter Busch,1.0
9309,115585001,Klaus Buchenau,0.0
9310,115585133,Matthias Lutz-Bachmann,0.0
9311,115597778,Hella Brock,0.0
9312,115609776,Hans Renner,2.0
9313,115636617,Rolf-Peter Horstmann,3.0
9314,115643605,Junot Díaz,1.0
9315,11568462X,Charles B. Axton,0.0
9316,115684646,Otto Zehnder,0.0
9317,115688064,Susanna Partsch,0.0
9318,115705074,Wolf Lepenies,10.0
9319,1157366651,Eugenia Szajn-Lewin,0.0
9320,115738290,Klaus Kreiser,1.0
9321,1157402062,Berthe-Odile Simon-Schaefer,0.0
9322,115750142,Ewald Terhart,0.0
9323,115759700,Margit Brinke,0.0
9324,115759735,Peter Kränzle,0.0
9325,115770445,Walther Müller-Jentsch,3.0
9326,1158039409,Burkhard Dretzke,0.0
9327,115817077,Detlef Horster,0.0
9328,115817808,Harald Martenstein,7.0
9329,115876847,Rolf Fath,0.0
9330,115881883,Reiner Pommerin,0.0
9331,116032383,Siegfried Kallenberg,0.0
9332,1160736278,Carlos Marroquín,1.0
9333,116081384,Richard Batka,1.0
9334,116083301,Gräfin von  Eva Baudissin,0.0
9335,1161628983,Johannes Müller-Salo,2.0
9336,116176415,Heinz Welten,1.0
9337,116216654,Wilhelm Boeck,2.0
9338,116230622,Werner Klippert,2.0
9339,1162523654,José Luis Velasco,0.0
9340,1163296597,Benjamin Zephaniah,0.0
9341,116374098,Karl Reclam,0.0
9342,116391200,Otto Friedrich Regner,0.0
9343,1164107739,Hana Séquardtová,0.0
9344,1164196480,Kathryn Erskine,0.0
9345,116430796,Modest I. Čajkovskij,0.0
9346,116506946,Max Chop,0.0
9347,116528486,Hans Hauptmann,24.0
9348,1165590832,Bernt Plickat,0.0
9349,116566779,Hans Ferdinand Gerhard,0.0
9350,116574976,Georg Richard Kruse,1.0
9351,1166161366,Douglas Yacek,0.0
9352,116628405,Karl Rosner,0.0
9353,116715537,Gertrud Franke-Schievelbein,0.0
9354,116743980,Franz Hermann von Hermannsthal,0.0
9355,116744650,Robert Hernried,0.0
9356,116749490,Martin Frehsee,0.0
9357,116751460,Franz Brümmer,3.0
9358,116764074,Wolfgang Golther,2.0
9359,116781041,Ulrich Sander,0.0
9360,116807318,Theodor Friedrich,248.0
9361,116863447,Annemarie Meiner,0.0
9362,11690884X,Artur Neisser,0.0
9363,116921811,Gustav Hochstetter,0.0
9364,11697124X,Rudolf Walter Zeitler,0.0
9365,116986468,Ernst Ziegeler,0.0
9366,117006823,Katharina Zitelmann,2.0
9367,117018805,Arnold Niggli,0.0
9368,117024031,Bruno Schrader,0.0
9369,117025674,Albert Schramm,1.0
9370,117039926,Ludwig Nohl,0.0
9371,117067113,Gustav Jakob,2.0
9372,117098361,Werner Oehlmann,0.0
9373,117115517,Jerome K. Jerome,72.0
9374,117163929,Kurt Johnen,0.0
9375,117211516,Edgar Istel,0.0
9376,117218499,Alfred von Wegerer,0.0
9377,117248282,Hans Christoph von Tavel,0.0
9378,117258172,Max Steinitzer,0.0
9379,117261378,Dora von Stockert-Meynert,0.0
9380,117269506,David Friedrich Weinland,2.0
9381,117271977,Anton Schindler,1.0
9382,1174034416,Pia Keßler,0.0
9383,117573191,André Müller,66.0
9384,117595829,Rudolf Beyer,2.0
9385,117614041,Franz Woenig,0.0
9386,1176430300,Peter Günzel,0.0
9387,117758248,Hans Fegers,0.0
9388,11800638X,Dag Nikolaus Hasse,1.0
9389,118013602,Volker Spierling,0.0
9390,118015184,Martin Hecht,1.0
9391,11803197X,Gerald Hartung,18.0
9392,118031996,Ben Macintyre,0.0
9393,118035363,Lionel Richard,11.0
9394,118060872,Jürgen Reulecke,9.0
9395,118091891,Günter Figal,47.0
9396,118105183,Arnd Bauerkämper,1.0
9397,118110977,Pirmin Stekeler,17.0
9398,118124617,Mark Benecke,0.0
9399,118143565,J. L. Mackie,17.0
9400,118159097,Eckhard Nordhofen,2.0
9401,118159887,Bernulf Kanitscheider,1.0
9402,11816015X,Arnold Werner-Jensen,0.0
9403,118160206,Klaus Schweizer,4.0
9404,118171984,Helga Schnabel-Schüle,0.0
9405,118172212,Catherine Parr Traill,0.0
9406,118178393,Gerhard Schweppenhäuser,24.0
9407,1181897963,Bertold Heizmann,14.0
9408,118195786,Reinhard Brandt,2.0
9409,1183850816,Marie-Christine Budell,0.0
9410,11850004X,Peter Abaelard,7.0
9411,11850133X,Alain-Fournier,0.0
9412,118501445,Hans Albert,41.0
9413,118502077,Woody Allen,4.0
9414,118502832,Sherwood Anderson,1.0
9415,118503278,Heiliger  Erzbischof  Canterbury Anselm,2.0
9416,118505122,Kaiser  Römisches Reich Augustus,2.0
9417,118505238,Averroes,4.0
9418,118505270,Alfred J. Ayer,0.0
9419,118508210,Max Beckmann,19.0
9420,118508334,Brendan Behan,0.0
9421,118508679,Giovanni Bellini,1.0
9422,118508709,Carl Michael Bellman,4.0
9423,118508873,Mario Benedetti,1.0
9424,118508911,Heiliger  Abt  Montecassino Benedikt,18.0
9425,118509616,George Berkeley,0.0
9426,118510002,Leonard Bernstein,0.0
9427,118511327,Abu-'r-Raiḥān Muḥammad Ibn-Aḥmad al- Bīrūnī,0.0
9428,118511440,Georges Bizet,4.0
9429,118511718,Steen Steensen Blicher,2.0
9430,118512307,Jean Bodin,10.0
9431,118512978,François Adrien Boieldieu,0.0
9432,118513028,Arrigo Boito,7.0
9433,118513184,Edward Bond,2.0
9434,118513923,James Boswell,1.0
9435,118514326,Georg Brandes,59.0
9436,118516221,Giordano Bruno,10.0
9437,118517082,Bruno H. Bürgel,3.0
9438,118518178,Dino Buzzati,7.0
9439,118519697,Censorius  Marcus Porcius Cato,0.0
9440,118520164,Aphrodisiensis Chariton,0.0
9441,118520377,Luigi Cherubini,0.0
9442,118521500,Samuel Taylor Coleridge,51.0
9443,118521527,Colette,17.0
9444,118522213,Peter Cornelius,9.0
9445,118522272,Julio Cortázar,15.0
9446,118522582,der Ältere  Lucas Cranach,8.0
9447,118523341,Carl Dahlhaus,4.0
9448,118523872,Alphonse Daudet,1.0
9449,118524186,Claude Debussy,2.0
9450,11852464X,Abderita Democritus,1.0
9451,118524747,Thomas De Quincey,7.0
9452,118525859,Laertius Diogenes,1.0
9453,118526693,Donatello,0.0
9454,118526731,Gaetano Donizetti,5.0
9455,118526758,John Donne,6.0
9456,118529269,Ilʹja Ėrenburg,6.0
9457,118529684,Sergej M. Ėjzenštejn,13.0
9458,118530127,Ralph Waldo Emerson,21.0
9459,118530577,Epictetus,0.0
9460,118531344,Eugippius,1.0
9461,118532464,François de Salignac de La Mothe Fénelon,11.0
9462,118534114,Dario Fo,35.0
9463,118534408,E. M. Forster,560.0
9464,118537202,Galenus,0.0
9465,118539426,Natalia Ginzburg,5.0
9466,118539507,René Girard,17.0
9467,118540033,William Godwin,2.0
9468,11854103X,Olympe de Gouges,1.0
9469,118541064,Francisco José de Goya y Lucientes,23.0
9470,118541463,Antonio Gramsci,10.0
9471,118541838,Papst Gregor I.,13.0
9472,118542117,Herbert Paul Grice,1.0
9473,118542907,Matthias Grünewald,38.0
9474,118543369,Che Guevara,4.0
9475,118544004,Anna Haag,7.0
9476,118545949,Richard Mervyn Hare,0.0
9477,118545965,al-Qāsim Ibn-ʿAlī al- Ḥarīrī,2.0
9478,118546112,James Harrington,0.0
9479,118547356,Joseph Haydn,7.0
9480,118547410,Seamus Heaney,3.0
9481,118547607,Sven Anders Hedin,0.0
9482,118548670,Werner Heisenberg,8.0
9483,118548689,Bernhard Heisig,5.0
9484,118548980,Héloïse,29.0
9485,118549928,James Herriot,1.0
9486,118551817,Ferdinand Hodler,5.0
9487,118552821,James Hogg,1.0
9488,118552953,Hans Holbein,3.0
9489,118554735,David Hume,21.0
9490,11855476X,Engelbert Humperdinck,3.0
9491,118556851,William James,10.0
9492,118556878,Leoš Janáček,4.0
9493,118558161,Samuel Johnson,1.0
9494,118558684,Kaiser  Römisches Reich Julian,6.0
9495,118561219,Hans Kelsen,4.0
9496,118561561,Jack Kerouac,4.0
9497,118561804,John Maynard Keynes,0.0
9498,118562398,Ernst Ludwig Kirchner,8.0
9499,118563335,Max Klinger,64.0
9500,118564730,Leszek Kołakowski,1.0
9501,118565036,Qiu Kong,6.0
9502,1185652523,Ernst Kemmner,0.0
9503,11856661X,Mite Kremnitz,1.0
9504,118567918,Thomas S. Kuhn,7.0
9505,118568671,Paul Lafargue,1.0
9506,118569678,Laozi,15.0
9507,118569775,François de La Rochefoucauld,6.0
9508,118570269,Karl Laux,1.0
9509,118570358,D. H. Lawrence,78.0
9510,118571419,Stanisław Lem,8.0
9511,118572636,Roy Lichtenstein,0.0
9512,118574019,Leo Löwenthal,17.0
9513,118574469,Albert Lortzing,2.0
9514,118574647,Xun Lu,22.0
9515,118575279,Raimundus Lullus,6.0
9516,118575864,August Macke,1.0
9517,118576089,Maurice Maeterlinck,17.0
9518,118576291,Gustav Mahler,73.0
9519,118576380,Hans Maier,25.0
9520,118576461,Norman Mailer,0.0
9521,118577077,Marcus Manilius,0.0
9522,118577336,Andrea Mantegna,6.0
9523,118577468,Kaiser  Römisches Reich Mark Aurel,1.0
9524,118577883,de France Marie,27.0
9525,118578170,von Padua Marsilius,0.0
9526,118580809,Ramón Menéndez Pidal,0.0
9527,118581945,Giacomo Meyerbeer,14.0
9528,118582305,Jacques Mieses,0.0
9529,118582461,John Stuart Mill,3.0
9530,118583158,Muḥammad,3.0
9531,118583859,George Edward Moore,0.0
9532,118587579,Vítězslav Nezval,3.0
9533,118587684,Otto Nicolai,1.0
9534,118588494,Emil Nolde,14.0
9535,118588842,Bernt Notke,0.0
9536,118589466,Konrad Engelbert Oelsner,1.0
9537,118590014,Eugene O'Neill,3.0
9538,118590308,José Ortega y Gasset,12.0
9539,118591010,Robert Owen,2.0
9540,118591088,Michael Pacher,0.0
9541,118591371,Peter Simon Pallas,0.0
9542,118591770,Parmenides,6.0
9543,118591843,Blaise Pascal,39.0
9544,118591940,Boris Leonidovič Pasternak,20.0
9545,118592289,Cesare Pavese,10.0
9546,118592459,Charles S. Peirce,11.0
9547,118592653,Samuel Pepys,1.0
9548,118594397,Boris Pilʹnjak,2.0
9549,118594427,Pindarus,38.0
9550,118594494,Harold Pinter,4.0
9551,118594958,E. O. Plauen,13.0
9552,118595083,Gaius Plinius Secundus,4.0
9553,118595164,Plotinus,8.0
9554,118595237,Plutarchus,5.0
9555,118595555,Jackson Pollock,0.0
9556,118595571,Polybius,0.0
9557,118596063,Vladimir Pozner,0.0
9558,118596942,Giacomo Puccini,14.0
9559,118598619,Robert Rauschenberg,0.0
9560,118598678,John Rawls,0.0
9561,118599836,Nicholas Rescher,0.0
9562,118600184,Jean Rhys,3.0
9563,118602896,Viktor Sergeevič Rozov,0.0
9564,118602985,Gioachino Rossini,4.0
9565,118603469,Jacques Roux,0.0
9566,11860354X,Peter Paul Rubens,3.0
9567,118603760,Wilhelm Rudolph,0.0
9568,118604082,Jacob van Ruisdael,1.0
9569,118604287,Bertrand Russell,3.0
9570,118605577,Nathalie Sarraute,6.0
9571,118605879,Ferdinand de Saussure,6.0
9572,118608088,Oskar Schlemmer,10.0
9573,118612425,Eugène Scribe,3.0
9574,11861326X,Léopold Sédar Senghor,15.0
9575,118614533,Konstantin Michajlovič Simonov,0.0
9576,118614649,Isaac Bashevis Singer,8.0
9577,118614916,Aleksandr N. Skrjabin,0.0
9578,118615017,Bedřich Smetana,3.0
9579,118615378,Fëdor Sologub,1.0
9580,118615807,Wole Soyinka,6.0
9581,118616242,Benedictus de Spinoza,105.0
9582,118618733,Gerhard Storz,2.0
9583,11861908X,Johann Strauss,12.0
9584,118619128,Peter Frederick Strawson,0.0
9585,118619934,Sugawara no Takasue no Musume,0.0
9586,118621793,Theophrastus,10.0
9587,11862234X,Thucydides,3.0
9588,118623141,Rodolphe Toepffer,2.0
9589,118623222,J. R. R. Tolkien,31.0
9590,118623486,Michel Tournier,12.0
9591,118623567,Kaiser  Römisches Reich Trajan,0.0
9592,118624261,Petr Jakovlevič Čaadajev,0.0
