heading_1;heading_2;heading_3;author_name;title;type;GND
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 2. Literatur der Zwanziger und Dreißiger Jahre, Exilliteratur;Autoren;Joseph Roth;Radetzkymarsch;;118603140
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 2. Literatur der Zwanziger und Dreißiger Jahre, Exilliteratur;Autoren;Joseph Roth;Die Kapuzinergruft;;118603140
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 2. Literatur der Zwanziger und Dreißiger Jahre, Exilliteratur;Autoren;Arnold Zweig;Sternstunden der Menschheit;;118637452
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 2. Literatur der Zwanziger und Dreißiger Jahre, Exilliteratur;Autoren;Arnold Zweig;Schachnovelle;;118637452
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 2. Literatur der Zwanziger und Dreißiger Jahre, Exilliteratur;Autoren;Ernst Glaeser;Jahrgang 1922;;118539604
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 2. Literatur der Zwanziger und Dreißiger Jahre, Exilliteratur;Autoren;Kurt Tucholsky;Mit 5 PS;;11862444X
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 2. Literatur der Zwanziger und Dreißiger Jahre, Exilliteratur;Autoren;Kurt Tucholsky;Deutschland, Deutschland über alles;;11862444X
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 2. Literatur der Zwanziger und Dreißiger Jahre, Exilliteratur;Autoren;Franz Werfel;Der Abituriententag;;118631373
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 2. Literatur der Zwanziger und Dreißiger Jahre, Exilliteratur;Autoren;Franz Werfel;Jacobowski und der Oberst;;118631373
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 2. Literatur der Zwanziger und Dreißiger Jahre, Exilliteratur;Autoren;Marieluise Fleisser;Pioniere in Ingolstandt;;118533886
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 2. Literatur der Zwanziger und Dreißiger Jahre, Exilliteratur;Autoren;Marieluise Fleisser;Der Tiefseefisch;;118533886
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 2. Literatur der Zwanziger und Dreißiger Jahre, Exilliteratur;Autoren;Erich Maria Remarque;Im Westen nichts Neues;;118599631
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 2. Literatur der Zwanziger und Dreißiger Jahre, Exilliteratur;Autoren;Hans Carossa;Der Arzt Gion;;118519182
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 2. Literatur der Zwanziger und Dreißiger Jahre, Exilliteratur;Autoren;Erich Kästner;Fabian;;118559206
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 2. Literatur der Zwanziger und Dreißiger Jahre, Exilliteratur;Autoren;Erich Kästner;Dr. Erich Kästners lyrische Hausapotheke;;118559206
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 2. Literatur der Zwanziger und Dreißiger Jahre, Exilliteratur;Autoren;Gertrud von Le Fort;Die Letzte am Schafott;;118570951
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 2. Literatur der Zwanziger und Dreißiger Jahre, Exilliteratur;Autoren;Hermann Broch;Die Schlafwandler;;118515551
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 2. Literatur der Zwanziger und Dreißiger Jahre, Exilliteratur;Autoren;Hermann Broch;Der Tod des Vergil;;118515551
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 2. Literatur der Zwanziger und Dreißiger Jahre, Exilliteratur;Autoren;Ödön von Horvath;Geschichten aus dem Wiener Wald;;118553739
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 2. Literatur der Zwanziger und Dreißiger Jahre, Exilliteratur;Autoren;Ödön von Horvath;Italienische Nacht;;118553739
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 2. Literatur der Zwanziger und Dreißiger Jahre, Exilliteratur;Autoren;Ödön von Horvath;Jugend ohne Gott;;118553739
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 2. Literatur der Zwanziger und Dreißiger Jahre, Exilliteratur;Autoren;Georg Britting;Lebenslauf eines dicken Mannes, der Hamlet hieß;;118674196
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 2. Literatur der Zwanziger und Dreißiger Jahre, Exilliteratur;Autoren;Hans Fallada;Kleiner Mann – was nun?;;118531905
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 2. Literatur der Zwanziger und Dreißiger Jahre, Exilliteratur;Autoren;Werner Bergengruen;Der Großtyrann und das Gericht;;11850939X
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 2. Literatur der Zwanziger und Dreißiger Jahre, Exilliteratur;Autoren;Elias Canetti;Die Blendung;;118518801
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 2. Literatur der Zwanziger und Dreißiger Jahre, Exilliteratur;Autoren;Elias Canetti;Die gerettete Zunge;;118518801
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 2. Literatur der Zwanziger und Dreißiger Jahre, Exilliteratur;Autoren;Klaus Mann;Mephisto;;118577158
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 2. Literatur der Zwanziger und Dreißiger Jahre, Exilliteratur;Autoren;Klaus Mann;Der Vulkan;;118577158
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 2. Literatur der Zwanziger und Dreißiger Jahre, Exilliteratur;Autoren;Anna Seghers;Das siebte Kreuz;;118612743
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 2. Literatur der Zwanziger und Dreißiger Jahre, Exilliteratur;Textsammlungen;Marcel Reich-Ranicki;Gesichtete Zeit. Deutsche Geschichten 1918–1933;ANTH;118599194
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 2. Literatur der Zwanziger und Dreißiger Jahre, Exilliteratur;Textsammlungen;Marcel Reich-Ranicki;Notwendige Geschichten 1933–1945;ANTH;118599194
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 2. Literatur der Zwanziger und Dreißiger Jahre, Exilliteratur;Textsammlungen;Michael Winkler;Deutsche Literatur im Exil 1933–1945;ANTH;130652717
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 2. Literatur der Zwanziger und Dreißiger Jahre, Exilliteratur;Textsammlungen;Wolfgang Emmerich/Susanne Heil;Lyrik des Exils;ANTH;116470925 + 119733937X
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 3. Nachkriegs- und Gegenwartsliteratur, Literatur der beiden deutschen Staaten;Autoren;Albrecht Haushofer;Moabiter Sonette;;118709216
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 3. Nachkriegs- und Gegenwartsliteratur, Literatur der beiden deutschen Staaten;Autoren;Ernst Kreuder;Die Gesellschaft auf dem Dachboden;;11871595X
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 3. Nachkriegs- und Gegenwartsliteratur, Literatur der beiden deutschen Staaten;Autoren;Elisabeth Langgässer;Das unauslöschliche Siegel;;11856949X
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 3. Nachkriegs- und Gegenwartsliteratur, Literatur der beiden deutschen Staaten;Autoren;Hermann Kasack;Die Stadt hinter dem Strom;;118560360
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 3. Nachkriegs- und Gegenwartsliteratur, Literatur der beiden deutschen Staaten;Autoren;Wolfgang Borchert;Draußen vor der Tür;;118513451
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 3. Nachkriegs- und Gegenwartsliteratur, Literatur der beiden deutschen Staaten;Autoren;Hans Erich Nossack;Interview mit dem Tode;;11858877X
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 3. Nachkriegs- und Gegenwartsliteratur, Literatur der beiden deutschen Staaten;Autoren;Arno Schmidt;Leviathan;;118608703
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 3. Nachkriegs- und Gegenwartsliteratur, Literatur der beiden deutschen Staaten;Autoren;Arno Schmidt;Das steinerne Herz;;118608703
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 3. Nachkriegs- und Gegenwartsliteratur, Literatur der beiden deutschen Staaten;Autoren;Arno Schmidt;Zettels Traum;;118608703
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 3. Nachkriegs- und Gegenwartsliteratur, Literatur der beiden deutschen Staaten;Autoren;Hans Henny Jahnn;Fluß ohne Ufer;;118556673
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 3. Nachkriegs- und Gegenwartsliteratur, Literatur der beiden deutschen Staaten;Autoren;Heinrich Böll;Wanderer, kommst du nach Spa …;;118512676
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 3. Nachkriegs- und Gegenwartsliteratur, Literatur der beiden deutschen Staaten;Autoren;Heinrich Böll;Doktor Murkes gesammeltes Schweigen und andere Satiren;;118512676
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 3. Nachkriegs- und Gegenwartsliteratur, Literatur der beiden deutschen Staaten;Autoren;Heinrich Böll;Ansichten eines Clowns;;118512676
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 3. Nachkriegs- und Gegenwartsliteratur, Literatur der beiden deutschen Staaten;Autoren;Heinrich Böll;Die verlorene Ehre der Katharina Blum;;118512676
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 3. Nachkriegs- und Gegenwartsliteratur, Literatur der beiden deutschen Staaten;Autoren;Max Frisch;Tagebuch 1946–1949;;118536109
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 3. Nachkriegs- und Gegenwartsliteratur, Literatur der beiden deutschen Staaten;Autoren;Max Frisch;Stiller;;118536109
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 3. Nachkriegs- und Gegenwartsliteratur, Literatur der beiden deutschen Staaten;Autoren;Max Frisch;Homo Faber;;118536109
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 3. Nachkriegs- und Gegenwartsliteratur, Literatur der beiden deutschen Staaten;Autoren;Max Frisch;Biedermann und die Brandstifter;;118536109
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 3. Nachkriegs- und Gegenwartsliteratur, Literatur der beiden deutschen Staaten;Autoren;Max Frisch;Andorra;;118536109
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 3. Nachkriegs- und Gegenwartsliteratur, Literatur der beiden deutschen Staaten;Autoren;Max Frisch;Mein Name sei Gantenbein;;118536109
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 3. Nachkriegs- und Gegenwartsliteratur, Literatur der beiden deutschen Staaten;Autoren;Max Frisch;Wilhelm Tell für die Schule;;118536109
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 3. Nachkriegs- und Gegenwartsliteratur, Literatur der beiden deutschen Staaten;Autoren;Heimito von Doderer;Die Strudlhofstiege;;118526162
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 3. Nachkriegs- und Gegenwartsliteratur, Literatur der beiden deutschen Staaten;Autoren;Günter Eich;Träume;;118529374
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 3. Nachkriegs- und Gegenwartsliteratur, Literatur der beiden deutschen Staaten;Autoren;Günter Eich;Allah hat hundert Namen;;118529374
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 3. Nachkriegs- und Gegenwartsliteratur, Literatur der beiden deutschen Staaten;Autoren;Günter Eich;Das Mädchen aus Viterbo;;118529374
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 3. Nachkriegs- und Gegenwartsliteratur, Literatur der beiden deutschen Staaten;Autoren;Wolfgang Koeppen;Tauben im Gras;;118564471
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 3. Nachkriegs- und Gegenwartsliteratur, Literatur der beiden deutschen Staaten;Autoren;Wolfgang Koeppen;Das Treibhaus;;118564471
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 3. Nachkriegs- und Gegenwartsliteratur, Literatur der beiden deutschen Staaten;Autoren;Wolfgang Koeppen;Der Tod in Rom;;118564471
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 3. Nachkriegs- und Gegenwartsliteratur, Literatur der beiden deutschen Staaten;Autoren;Wolfgang Koeppen;Jugend;;118564471
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 3. Nachkriegs- und Gegenwartsliteratur, Literatur der beiden deutschen Staaten;Autoren;Ernst von Salomon;Der Fragebogen;;118605151
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 3. Nachkriegs- und Gegenwartsliteratur, Literatur der beiden deutschen Staaten;Autoren;Paul Celan;Mohn und Gedächtnis;;118519859
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 3. Nachkriegs- und Gegenwartsliteratur, Literatur der beiden deutschen Staaten;Autoren;Friedrich Dürrenmatt;Der Richter und sein Henker;;118527908
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 3. Nachkriegs- und Gegenwartsliteratur, Literatur der beiden deutschen Staaten;Autoren;Friedrich Dürrenmatt;Der Besuch der alten Dame;;118527908
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 3. Nachkriegs- und Gegenwartsliteratur, Literatur der beiden deutschen Staaten;Autoren;Friedrich Dürrenmatt;Die Panne;;118527908
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 3. Nachkriegs- und Gegenwartsliteratur, Literatur der beiden deutschen Staaten;Autoren;Friedrich Dürrenmatt;Die Physiker;;118527908
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 3. Nachkriegs- und Gegenwartsliteratur, Literatur der beiden deutschen Staaten;Autoren;Wolfgang Hildesheimer;Lieblose Legenden;;118551019
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 3. Nachkriegs- und Gegenwartsliteratur, Literatur der beiden deutschen Staaten;Autoren;Wolfgang Hildesheimer;Tynset;;118551019
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 3. Nachkriegs- und Gegenwartsliteratur, Literatur der beiden deutschen Staaten;Autoren;Wolfgang Hildesheimer;Marbot;;118551019
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 3. Nachkriegs- und Gegenwartsliteratur, Literatur der beiden deutschen Staaten;Autoren;Marie Luise Kaschnitz;Das dicke Kind und andere Erzählungen;;118560395
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 3. Nachkriegs- und Gegenwartsliteratur, Literatur der beiden deutschen Staaten;Autoren;Marie Luise Kaschnitz;Lange Schatten;;118560395
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 3. Nachkriegs- und Gegenwartsliteratur, Literatur der beiden deutschen Staaten;Autoren;Ilse Aichinger;Der Gefesselte;;118501232
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 3. Nachkriegs- und Gegenwartsliteratur, Literatur der beiden deutschen Staaten;Autoren;Ingeborg Bachmann;Die gestundete Zeit;;118505602
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 3. Nachkriegs- und Gegenwartsliteratur, Literatur der beiden deutschen Staaten;Autoren;Ingeborg Bachmann;Der gute Gott von Manhattan;;118505602
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 3. Nachkriegs- und Gegenwartsliteratur, Literatur der beiden deutschen Staaten;Autoren;Ingeborg Bachmann;Das dreißigste Jahr;;118505602
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 3. Nachkriegs- und Gegenwartsliteratur, Literatur der beiden deutschen Staaten;Autoren;Ingeborg Bachmann;Malina;;118505602
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 3. Nachkriegs- und Gegenwartsliteratur, Literatur der beiden deutschen Staaten;Autoren;Albert Vigolais Thelen;Die Insel des zweiten Gesichts;;118756702
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 3. Nachkriegs- und Gegenwartsliteratur, Literatur der beiden deutschen Staaten;Autoren;Siegfried Lenz;So zärtlich war Suleyken;;118571680
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 3. Nachkriegs- und Gegenwartsliteratur, Literatur der beiden deutschen Staaten;Autoren;Siegfried Lenz;Deutschstunde;;118571680
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 3. Nachkriegs- und Gegenwartsliteratur, Literatur der beiden deutschen Staaten;Autoren;Aldred Andersch;Sansibar oder der letzte Grund;;118502786
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 3. Nachkriegs- und Gegenwartsliteratur, Literatur der beiden deutschen Staaten;Autoren;Aldred Andersch;Der Vater eines Mörders;;118502786
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 3. Nachkriegs- und Gegenwartsliteratur, Literatur der beiden deutschen Staaten;Autoren;Bruno Apitz;Nackt unter Wölfen;;118829637
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 3. Nachkriegs- und Gegenwartsliteratur, Literatur der beiden deutschen Staaten;Autoren;Günter Grass;Die Blechtrommel;;118541579
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 3. Nachkriegs- und Gegenwartsliteratur, Literatur der beiden deutschen Staaten;Autoren;Günter Grass;Katz und Maus;;118541579
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 3. Nachkriegs- und Gegenwartsliteratur, Literatur der beiden deutschen Staaten;Autoren;Günter Grass;Das Treffen in Telgte;;118541579
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 3. Nachkriegs- und Gegenwartsliteratur, Literatur der beiden deutschen Staaten;Autoren;Uwe Johnson;Mutmaßungen über Jakob;;11855817X
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 3. Nachkriegs- und Gegenwartsliteratur, Literatur der beiden deutschen Staaten;Autoren;Uwe Johnson;Jahrestage – Aus dem Leben von Gesine Cresspahl;;11855817X
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 3. Nachkriegs- und Gegenwartsliteratur, Literatur der beiden deutschen Staaten;Autoren;Peter Rühmkorf;Irdisches Vergnügen in g;;118603957
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 3. Nachkriegs- und Gegenwartsliteratur, Literatur der beiden deutschen Staaten;Autoren;Martin Walser;Halbzeit;;118628852
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 3. Nachkriegs- und Gegenwartsliteratur, Literatur der beiden deutschen Staaten;Autoren;Martin Walser;Ein fliehendes Pferd;;118628852
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 3. Nachkriegs- und Gegenwartsliteratur, Literatur der beiden deutschen Staaten;Autoren;Hans Magnus Enzensberger;landessprache;;118530534
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 3. Nachkriegs- und Gegenwartsliteratur, Literatur der beiden deutschen Staaten;Autoren;Hans Magnus Enzensberger;Der Untergang der Titanic;;118530534
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 3. Nachkriegs- und Gegenwartsliteratur, Literatur der beiden deutschen Staaten;Autoren;Johannes Bobrowski;Sarmatische Zeit;;118512161
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 3. Nachkriegs- und Gegenwartsliteratur, Literatur der beiden deutschen Staaten;Autoren;Johannes Bobrowski;Levins Mühle;;118512161
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 3. Nachkriegs- und Gegenwartsliteratur, Literatur der beiden deutschen Staaten;Autoren;Bruno Breitbach;Bericht über Bruno;;118514865
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 3. Nachkriegs- und Gegenwartsliteratur, Literatur der beiden deutschen Staaten;Autoren;Franz Führmann;Das Judenauto;;118536672
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 3. Nachkriegs- und Gegenwartsliteratur, Literatur der beiden deutschen Staaten;Autoren;Alexander Kluge;Lebensläufe;;118563491
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 3. Nachkriegs- und Gegenwartsliteratur, Literatur der beiden deutschen Staaten;Autoren;Rolf Hochhuth;Der Stellvertreter;;118551736
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 3. Nachkriegs- und Gegenwartsliteratur, Literatur der beiden deutschen Staaten;Autoren;Peter Huchel;Chausseen Chausseen;;118554212
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 3. Nachkriegs- und Gegenwartsliteratur, Literatur der beiden deutschen Staaten;Autoren;Erwin Strittmatter;Ole Bienkopp;;118619322
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 3. Nachkriegs- und Gegenwartsliteratur, Literatur der beiden deutschen Staaten;Autoren;Christa Wolf;Der geteilte Himmel;;118634666
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 3. Nachkriegs- und Gegenwartsliteratur, Literatur der beiden deutschen Staaten;Autoren;Christa Wolf;Kassandra;;118634666
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 3. Nachkriegs- und Gegenwartsliteratur, Literatur der beiden deutschen Staaten;Autoren;Peter Bichsel;Eigentlich möchte Frau Blum den Milchmann kennenlernen;;118510649
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 3. Nachkriegs- und Gegenwartsliteratur, Literatur der beiden deutschen Staaten;Autoren;Gisela Elsner;Die Riesenzwerge;;119286289
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 3. Nachkriegs- und Gegenwartsliteratur, Literatur der beiden deutschen Staaten;Autoren;Hermann Kant;Die Aula;;118559788
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 3. Nachkriegs- und Gegenwartsliteratur, Literatur der beiden deutschen Staaten;Autoren;Heinar Kipphardt;In der Sache J. Robert Oppenheimer;;118562312
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 3. Nachkriegs- und Gegenwartsliteratur, Literatur der beiden deutschen Staaten;Autoren;Peter Weiss;Die Verfolgung und Ermordung Jean Paul Marats;;118630539
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 3. Nachkriegs- und Gegenwartsliteratur, Literatur der beiden deutschen Staaten;Autoren;Peter Weiss;Die Ermittlung;;118630539
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 3. Nachkriegs- und Gegenwartsliteratur, Literatur der beiden deutschen Staaten;Autoren;Peter Weiss;Die Ästhetik des Widerstands;;118630539
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 3. Nachkriegs- und Gegenwartsliteratur, Literatur der beiden deutschen Staaten;Autoren;Wolf Biermann;Die Drahtharfe;;118510789
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 3. Nachkriegs- und Gegenwartsliteratur, Literatur der beiden deutschen Staaten;Autoren;Peter Hacks;Moritz Tassow;;118544330
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 3. Nachkriegs- und Gegenwartsliteratur, Literatur der beiden deutschen Staaten;Autoren;Peter Hacks;Ein Gespräch im Hause Stein über den abwesenden Herrn von Goethe;;118544330
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 3. Nachkriegs- und Gegenwartsliteratur, Literatur der beiden deutschen Staaten;Autoren;Heiner Müller;Philoktet;;118584944
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 3. Nachkriegs- und Gegenwartsliteratur, Literatur der beiden deutschen Staaten;Autoren;Heiner Müller;Germania Tod in Berlin;;118584944
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 3. Nachkriegs- und Gegenwartsliteratur, Literatur der beiden deutschen Staaten;Autoren;Erich Fried;und VIETNAM und;;118703145
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 3. Nachkriegs- und Gegenwartsliteratur, Literatur der beiden deutschen Staaten;Autoren;Fritz Rudolf Fries;Der Weg nach Oobliadooh;;118880829
III. Neuere deutsche Literature: 17. bis 21. Jahrhunderts;Zwanzigstes Jahrhundert 3. Nachkriegs- und Gegenwartsliteratur, Literatur der beiden deutschen Staaten;Autoren;Peter Handke;Publikumsbeschimpfung;;118545574
